Contig ,MW_10,MW_9,MW_1,MW_2,MW_3,MW_5,MW_6,MW_7,MW_8,MD_11,MD_12,MD_13,MD_14,MD_15,MD_16,MD_17,MD_18,Log2FC(+We),DE/NDE(+We),DE/NDE(no We)
Ref_25_comp5854_c0_seq1,34.948,24.6,32.538,26.554,27.897,28.801,23.386,33.16,47.944,42.299,27.51,44.41,65.99,22.376,40.911,29.769,30.205,0.144,NDE,NDE
Ref_25_comp6800_c0_seq1,6.989,8.341,11.055,6.843,5.227,7.564,10.083,6.741,6.164,9.794,7.917,8.825,10.406,6.599,7.881,8.122,7.484,-0.043,NDE,NDE
Ref_259_comp15932_c0_seq1,1.786,6.225,4.14,3.372,2.881,3.463,1.777,2.008,2.134,3.227,3.085,4.906,1.683,4.773,3.265,3.843,3.931,0.035,NDE,NDE
Ref_259_comp170_c0_seq1,5.374,18.812,95.959,45.567,82.504,35.721,139.224,23.135,24.834,16.86,20.684,20.403,17.71,32.727,47.688,29.328,18.308,-1.052,NDE,NDE
Ref_259_comp1968_c0_seq1,31.656,19.537,37.828,9.823,11.76,15.895,12.647,31.892,16.349,29.25,37.266,27.666,33.464,16.861,14.746,39.483,14.623,0.291,NDE,NDE
Ref_259_comp26677_c0_seq1,0.811,0.458,1.306,0.305,0.32,0.583,0.77,1.191,0.558,0.694,0.461,0.971,0.681,0.545,0.733,0.885,0.714,-0.119,NDE,NDE
Ref_259_comp2777_c0_seq1,24.684,30.738,47.383,28.136,25.346,29.935,45.142,34.569,34.673,36.205,37.477,26.474,37.264,20.272,20.655,34.305,28.839,-0.378,NDE,NDE
Ref_259_comp72_c0_seq1,533.267,707.135,646.127,1169.122,868.85,1001.039,857.46,561.952,453.613,460.39,791.638,534.446,566.929,757.727,942.595,749.486,635.778,-0.281,NDE,NDE
Ref_259_comp9761_c0_seq1,17.888,33.612,16.896,12.816,19.457,14.897,22.638,33.737,30.099,54.544,24.077,32.323,35.741,25.025,22.366,27.823,34.373,0.351,NDE,NDE
Ref_259_comp8012_c0_seq1,22.691,26.504,22.723,17.94,20.953,20.464,26.847,26.672,19.557,27.744,23.816,22.772,21.579,20.84,25.703,23.316,22.259,-0.093,NDE,NDE
Ref_25_comp417_c0_seq1,9.859,12.792,11.14,8.449,10.915,12.331,9.879,14.689,12.927,16.563,9.228,10.636,12.364,9.394,9.933,11.521,12.794,-0.194,NDE,NDE
Ref_259_comp6661_c0_seq1,39.78,27.8,27.312,11.279,24.647,19.295,25.435,32.238,25.161,35.853,25.855,27.139,32.211,13.044,25.512,28.062,21.713,-0.124,NDE,NDE
Ref_25_comp7294_c0_seq1,29.825,23.498,32.068,16.95,27.684,28.866,18.539,17.963,26.982,26.87,24.7,31.154,25.359,25.041,25.305,25.713,24.535,-0.075,NDE,NDE
Ref_25_comp132_c1_seq1,9.899,10.494,11.567,5.744,4.384,10.394,8.736,11.461,7.654,7.942,10.711,8.77,9.514,5.929,11.445,11.972,9.526,-0.045,NDE,NDE
Ref_259_comp6705_c0_seq1,1.888,16.069,24.717,9.831,10.777,9.291,10.056,10.046,18.787,15.913,4.138,9.215,9.464,21.827,12.051,20.536,8.417,-0.068,NDE,NDE
Ref_259_comp12725_c0_seq1,12.735,11.753,10.015,6.981,8.011,6.988,10.951,8.856,6.841,8.813,6.495,8.851,9.761,10.917,12.061,9.038,12.086,-0.059,NDE,NDE
Ref_080R_comp1835_c0_seq1,15.192,5.35,9.22,9.812,6.225,9.726,38.433,10.738,7.923,5.698,13.144,8.417,8.889,5.638,6.714,6.671,6.3,-0.739,NDE,NDE
Ref_25_comp13730_c0_seq1,4.981,1.303,2.496,1.701,2.34,0.895,1.806,2.653,3.958,3.54,2.258,3.421,4.789,1.878,3.486,3.47,3.326,0.272,NDE,NDE
Ref_259_comp7007_c0_seq1,23.459,0.312,26.689,15.478,17.729,0.356,0.174,33.524,0.36,30.759,26.717,24.054,29.253,24.196,27.242,24.793,2.06,0.533,NDE,NDE
Ref_259_comp27809_c0_seq1,0.201,0.363,1.213,0.484,0.215,0.308,0.337,1.154,1.327,0.425,0.504,0.282,0.421,0.366,0.41,0.376,0.566,-0.61,NDE,NDE
Ref_25_comp4347_c0_seq1,23.337,53.476,45.02,59.555,57.636,51.079,51.653,40.963,32.548,41.916,53.605,32.565,30.599,61.904,43.597,67.395,35.27,-0.143,NDE,NDE
Ref_25_comp1087_c0_seq1,4.885,13.224,0.045,19.364,15.754,2.025,0.08,3.739,3.28,14.251,2.607,2.541,14.569,11.832,7.812,18.489,2.963,0.038,NDE,NDE
Ref_259_comp22532_c0_seq1,1.74,0.946,2.279,1.009,1.192,1.481,1.187,2.082,1.617,1.893,0.948,2.453,1.928,1.728,1.787,1.943,1.932,0.142,NDE,NDE
Ref_080R_comp2796_c0_seq1,39.737,81.482,50.829,73.067,55.675,170.26,57.81,26.059,57.912,33.191,88.335,63.129,35.331,21.331,35.432,29.42,37.692,-0.772,NDE,NDE
Ref_259_comp6471_c0_seq1,26.351,34.712,29.79,23.658,29.081,30.429,28.999,33.701,25.086,36.237,33.021,32.649,33.782,30.112,30.315,27.232,34.162,-0.025,NDE,NDE
Ref_25_comp7319_c0_seq1,17.83,16.307,31.871,22.779,15.384,57.917,10.368,19.465,10.198,19.597,43.821,32.409,26.671,24.202,14.479,10.012,41.503,0.054,NDE,NDE
Ref_259_comp21954_c0_seq1,0.205,1.232,1.359,15.694,4.791,0.587,0,0.443,0.456,0.636,1.226,0.653,0.659,0.717,1.738,1.593,1.851,-1.562,NDE,NDE
Ref_259_comp1214_c0_seq1,26.277,15.457,60.476,25.535,24.017,13.377,0.168,45.08,10.488,14.448,29.134,21.404,14.886,7.998,19.805,16.18,11.824,-0.58,NDE,NDE
Ref_25_comp4100_c0_seq1,2.493,5.59,5.031,2.339,14.545,1.592,5.786,27.131,21.91,102.684,9.679,8.375,21.247,16.144,2.206,3.427,50.638,1.054,NDE,NDE
Ref_25_comp10443_c0_seq1,7.213,5.151,6.943,4.876,7.706,6.056,11.065,4.598,2.065,8.54,8.282,7.882,10.629,4.328,7.54,9.448,8.147,0.167,NDE,NDE
Ref_080R_comp58_c0_seq1,112.556,167.526,322.365,278.214,208.509,94.926,1014.168,102.417,272.697,107.839,121.945,208.175,323.667,95.065,172.828,175.021,112.657,-0.885,NDE,NDE
Ref_259_comp17885_c0_seq1,4.42,5.089,4.68,2.661,2.326,3.16,4.662,6.706,3.786,5.131,6.102,3.839,5.509,5.29,4.558,5.106,5.216,0.214,NDE,NDE
Ref_259_comp16737_c0_seq1,4.75,5.868,4.786,3.191,3.794,3.654,4.299,6.122,3.315,5.331,5.292,5.971,5.675,4.224,4.827,4.081,6.33,0.09,NDE,NDE
Ref_080R_comp22259_c0_seq1,1.52,1.908,1.837,1.768,1.051,1.015,2.043,2.471,1.356,1.805,1.657,1.853,1.726,1.987,2.115,1.551,1.981,0.02,NDE,NDE
Ref_259_comp5901_c0_seq1,1.557,3.655,9.844,2.865,0.866,1.452,3.674,6.125,5.662,8.192,2.114,2.08,1.428,6.684,2.626,2.179,7.66,-0.014,NDE,NDE
Ref_220_comp5409_c0_seq1,1.655,3.951,4.268,2.85,2.389,2.747,0.529,2.112,1.969,1.738,2.285,2.677,1.304,3.559,2.438,3.232,3.218,-0.049,NDE,NDE
Ref_220_comp3247_c0_seq1,47.524,51.342,41.799,33.435,38.548,37.433,43.786,47.385,50.297,62.551,33.238,54.734,53.605,50.052,57.796,49.956,56.757,0.101,NDE,NDE
Ref_259_comp6069_c0_seq1,29.593,43.794,27.479,20.465,31.075,25.419,31.293,47.583,51.717,53.746,36.345,47.194,47.393,29.94,39.384,36.038,45.015,0.15,NDE,NDE
Ref_25_comp26700_c0_seq1,2.001,0.65,0.867,0.93,2.129,0.902,1.364,1.276,2.258,3.148,1.925,1.504,4.458,0.908,2.001,2.348,0.947,0.514,NDE,NDE
Ref_259_comp20117_c0_seq1,1.609,2.336,1.514,1.398,1.263,1.503,0.725,0.761,1.122,0.637,1.068,1.364,0.849,3.283,1.231,1.714,2.546,0.111,NDE,NDE
Ref_25_comp12719_c0_seq1,0.716,0.09,0.129,0.202,0.294,0.229,0.286,0,0.16,0.445,0.585,0.229,0.144,0.502,0.228,0.167,0.54,0.502,NDE,NDE
Ref_080R_comp4216_c0_seq1,30.154,25.542,3.418,9.212,15.778,13.359,16.295,39.175,23.395,25.621,21.504,33.756,31.596,16.881,46.229,22.763,31.035,0.455,NDE,NDE
Ref_25_comp21472_c0_seq1,4.753,2.823,1.27,2.377,4.527,2.053,2.617,2.984,4.034,5.335,1.106,3.775,3.69,5.934,4.015,3.992,4.285,0.254,NDE,NDE
Ref_259_comp16186_c0_seq1,5.052,4.796,5.297,3.732,3.927,4.661,3.34,4.629,4.302,7.312,4.655,6.98,4.811,5.926,4.489,5.009,5.774,0.177,NDE,NDE
Ref_25_comp12028_c0_seq1,14.915,13.998,16.298,9.723,12.225,4.802,16.303,12.901,11.845,13.376,12.734,13.509,10.27,9.683,12.037,10.206,10.149,-0.233,NDE,NDE
Ref_080R_comp5696_c0_seq1,0,24.121,0,1.815,1.487,13.875,26.17,0.034,26.415,0,0,0.041,0.102,0.045,0,0.04,28.279,-1.682,NDE,NDE
Ref_259_comp13676_c0_seq1,5.267,7.876,8.213,3.322,4.624,4.649,7.145,6.144,5.018,7.08,6.302,7.442,7.584,7.449,7.276,5.475,9.625,0.147,NDE,NDE
Ref_259_comp22235_c0_seq1,1.195,1.36,1.646,1.349,0.982,1.602,1.528,2.331,1.244,1.932,2.127,1.119,1.477,3.24,2.167,1.912,2.564,0.361,NDE,NDE
Ref_080R_comp10898_c0_seq1,4.697,3.84,4.172,1.498,1.321,3.188,6.586,1.665,5.312,3.953,1.922,2.096,3.095,2.841,2.998,4.103,3.706,-0.245,NDE,NDE
Ref_25_comp9496_c0_seq1,11.326,10.974,10.897,7.328,7.225,7.916,10.317,11.831,8.568,9.819,13.122,10.921,10.696,7.926,9.799,10.927,10.867,-0.014,NDE,NDE
Ref_259_comp7414_c0_seq1,8.567,7.653,17.194,11.869,9.423,6.336,12.18,27.595,9.699,14.477,8.114,14.186,14.092,9.115,12.805,14.766,14.5,-0.055,NDE,NDE
Ref_259_comp6497_c0_seq1,8.881,5.771,10.139,5.211,4.861,3.864,11.388,5.616,7.671,7.208,3.954,4.994,4.859,5.385,5.286,6.886,5.284,-0.513,NDE,NDE
Ref_080R_comp3352_c0_seq1,21.184,53.202,18.488,14.243,36.108,60.416,29.116,2.442,45.283,0.451,1.298,20.539,2.504,1.489,3.632,2.421,5.287,-2.776,DE,NDE
Ref_259_comp1023_c0_seq1,115.758,115.645,137.678,195.958,180.243,186.249,141.522,128.723,117.072,127.227,190.411,124.77,117.777,167.912,173.229,150.209,128.622,-0.136,NDE,NDE
Ref_259_comp8404_c0_seq1,18.553,27.764,18.17,13.643,14.199,15.705,19.459,24.454,18.726,23.73,19.786,22.38,20.791,16.856,19.769,18.949,22.443,-0.025,NDE,NDE
Ref_25_comp9232_c0_seq1,2.332,3.684,6.172,4.152,3.624,2.306,4.159,8.908,10.15,23.208,3.348,7.447,17.373,3.989,3.409,4.786,7.581,0.451,NDE,NDE
Ref_080R_comp7334_c0_seq1,31.917,38.459,32.902,18.071,23.565,24.997,22.065,26.815,24.669,41.124,33.201,38.391,31.773,29.957,31.335,27.15,37.813,0.161,NDE,NDE
Ref_220_comp6251_c0_seq1,0.049,2.003,0.017,1.794,2,2.516,0.039,1.002,7.857,3.208,2.387,2.61,0,1.57,2.44,2.79,0,-0.053,NDE,NDE
Ref_080R_comp6486_c0_seq1,17.66,20.501,19.767,15.337,15.692,14.909,22.011,23.03,19.527,26.074,16.564,18.787,20.672,19.403,18.217,18.09,21.317,-0.049,NDE,NDE
Ref_259_comp746_c0_seq1,92.49,59.993,165.228,32.348,95.535,61.429,42.239,80.431,151.869,70.418,119.994,126.372,96.539,44.016,62.392,89.528,94.735,-0.164,NDE,NDE
Ref_259_comp11224_c0_seq1,12.046,14.933,14.099,6.112,10.07,10.712,7.916,3.781,15.517,18.625,13.045,16.652,12.271,16.287,12.705,14.126,14.856,0.307,NDE,NDE
Ref_259_comp7655_c0_seq1,19.272,15.03,22.12,14.306,13.908,19.038,14.606,18.851,14.634,18.526,17.557,18.506,18.314,14.288,13.879,15.908,18.643,-0.168,NDE,NDE
Ref_080R_comp1260_c0_seq1,139.518,124.79,118.813,179.089,136.441,186.76,119.424,235.608,178.325,196.4,123.042,172.619,181.037,158.809,151.719,132.53,214.343,-0.064,NDE,NDE
Ref_220_comp6979_c0_seq1,3.939,4.577,0.7,3.53,1.164,3.475,0.212,3.549,0.276,0.33,3.135,4.635,1.997,0.31,0.301,0.221,0.267,-0.808,NDE,NDE
Ref_080R_comp11479_c0_seq1,5.947,3.981,5.828,8.238,4.334,4.716,8.425,6.201,1.728,9.303,3.683,7.653,7.261,4.044,16.543,13.002,6.933,0.43,NDE,NDE
Ref_080R_comp14702_c0_seq1,0.497,0.947,3.247,3.761,1.606,3.529,4.378,1.471,2.2,0.535,2.562,0.994,1.014,0.627,0.506,2.033,0.849,-1.206,NDE,NDE
Ref_080R_comp2277_c0_seq1,88.13,103.164,71.764,122.536,119.719,140.788,70.521,108.318,109.866,133.312,180.039,103.863,104.849,130.886,123.446,97.95,155.093,0.17,NDE,NDE
Ref_25_comp11829_c0_seq1,9.458,5.606,6.851,3.994,5.744,5.083,4.925,8.034,5.77,6.831,7.183,7.17,6.638,4.065,6.12,6.636,5.033,-0.171,NDE,NDE
Ref_259_comp25340_c0_seq1,0.725,1.04,1.191,0.701,0.596,0.529,0.662,1.347,0.924,2.319,0.565,1.191,0.835,1.017,1.409,1.42,1.875,0.471,NDE,NDE
Ref_259_comp14363_c0_seq1,4.318,8.592,8.252,7.985,6.458,7.438,8.688,6.032,9.212,9.609,6.209,8.006,8.09,8.974,7.096,7.263,6.226,-0.101,NDE,NDE
Ref_25_comp18128_c0_seq1,0.093,0.219,0.414,0,0,0.179,0.1,0.304,0.083,0.039,0.204,0.199,0.301,0,0.053,0,0,-1.002,NDE,NDE
Ref_25_comp6200_c0_seq1,32.322,26.656,33.266,15.574,19.027,23.147,27.917,22.99,29.12,25.578,24.074,24.695,16.115,24.31,18.199,22.097,25.749,-0.332,NDE,NDE
Ref_080R_comp17183_c0_seq1,0.293,0.882,3.998,1.212,1.445,0.748,4.329,4.443,1.96,4.007,2.075,2.805,0.944,1.027,2.614,2.373,0.884,-0.235,NDE,NDE
Ref_080R_comp20461_c0_seq1,0,0,0,0,0,1.961,1.61,0,0,1.503,2.306,1.608,0,1.978,1.284,0,2.28,1.691,NDE,NDE
Ref_080R_comp9263_c0_seq1,1.085,0.377,0.345,0.157,0.823,0.666,1.5,0.543,0.856,0.571,1.91,0.266,0.134,0.878,1.135,0.728,1.679,0.236,NDE,NDE
Ref_220_comp21569_c0_seq1,0.309,3.103,1.277,1.977,1.525,0.789,3.087,3.517,1.792,0.769,1.179,0.987,1.992,0.65,1.839,1.252,1.71,-0.731,NDE,NDE
Ref_220_comp2684_c0_seq1,16.482,35.436,23.842,21.992,19.068,26.378,27.032,12.347,30.881,24.271,15.103,16.833,17.621,41.336,20.242,21.793,34.38,-0.117,NDE,NDE
Ref_259_comp25523_c0_seq1,2.427,2.821,1.996,0.48,1.417,0.978,1.633,1.453,1.196,1.588,0.766,2.446,2.161,2.597,1.465,0.955,3.532,0.134,NDE,NDE
Ref_259_comp27170_c0_seq1,4.016,0.896,1.176,1.175,2.079,0.759,1.842,1.37,1.46,0.925,1.783,0.95,1.798,0.939,1.517,1.39,1.72,-0.356,NDE,NDE
Ref_259_comp39641_c0_seq1,1.06,0.689,0.672,0.188,0.615,0.259,0.374,0.676,0.222,0.31,0.272,0.756,0.251,1.049,0.212,0.233,1.129,-0.11,NDE,NDE
Ref_25_comp3389_c0_seq1,24.976,58.52,37.092,150.092,61.175,80.463,60.297,31.622,65.682,41.28,53.797,50.152,49.795,75.317,90.529,71.013,29.171,-0.309,NDE,NDE
Ref_220_comp574_c0_seq1,1.612,68.449,27.389,3.119,4.165,94.669,44.719,113.306,133.347,116.588,69.531,91.181,72.746,82.69,74.186,53.11,105.396,0.515,NDE,NDE
Ref_25_comp17831_c0_seq1,0.771,1.29,2.031,0.644,0.704,0.984,1.232,2.042,1.604,2.45,1.68,1.203,1.242,1.802,0.873,1.281,1.55,0.193,NDE,NDE
Ref_25_comp26487_c0_seq1,1.16,2.143,1.117,0.857,1.226,0.741,1.026,0.674,0.813,1.057,0.565,1.138,1.202,2.441,0.828,1.098,1.438,-0.015,NDE,NDE
Ref_259_comp14034_c0_seq1,5.924,15.442,6.814,3.884,5.108,2.914,3.489,2.513,4.267,6.624,7.029,6.385,3.678,15.981,6.774,7.079,12.426,0.495,NDE,NDE
Ref_25_comp15658_c0_seq1,2.155,1.613,1.858,0.531,2.416,2.726,2.567,6.623,2.866,13.595,0.683,7.055,3.22,6.319,2.864,3.663,4.689,0.825,NDE,NDE
Ref_220_comp4753_c0_seq1,1.637,22.444,7.186,9.293,10.766,8.644,6.326,2.806,12.586,9.144,4.185,7.374,3.789,23.042,5.262,7.402,16.914,-0.028,NDE,NDE
Ref_259_comp33110_c0_seq1,1.047,0.701,1.117,0.429,0.313,0.708,0.659,0.997,0.368,0.276,0.553,1.256,0.767,0.712,0.539,0.455,0.957,-0.141,NDE,NDE
Ref_080R_comp13450_c0_seq1,7.724,5.308,2.626,3.009,5.518,3.609,2.167,6.177,3.363,12.637,11.124,6.224,4.371,6.706,7.385,6.332,6.381,0.653,NDE,NDE
Ref_080R_comp15731_c0_seq1,3.945,15.845,3.416,2.321,3.659,5.198,4.486,1.315,3.204,2.265,2.481,4.651,0.815,16.103,5.374,6.462,8.597,0.258,NDE,NDE
Ref_080R_comp4404_c0_seq1,43.544,45.402,53.389,21.144,31.39,43.855,25.33,36.243,30.823,29.483,37.326,49.492,36.105,26.001,25.838,39.548,37.973,-0.233,NDE,NDE
Ref_080R_comp5180_c0_seq1,31.52,22.48,27.884,22.973,18.766,17.601,29.739,30.554,23.786,21.487,21.217,21.83,18.541,23.665,27.627,17.55,23.289,-0.347,NDE,NDE
Ref_220_comp16642_c1_seq1,1.088,1.638,1.197,0.818,1.341,1.041,1.304,0.958,0.97,0.592,0.963,0.955,0.767,0.858,1.444,1.313,2.324,-0.192,NDE,NDE
Ref_220_comp20830_c0_seq1,4.932,4.012,4.124,3.838,4.473,3.473,5.707,7.647,3.717,6.134,4.17,3.801,5.618,3.1,4.047,3.391,4.532,-0.233,NDE,NDE
Ref_220_comp23109_c0_seq1,2.319,1.067,2.326,1.381,1.748,1.604,1.158,3.037,2.327,2.043,2.001,1.728,1.713,0.949,1.889,1.626,1.749,-0.228,NDE,NDE
Ref_220_comp29209_c0_seq1,5.76,0.392,3.858,0.881,1.685,0.748,0.078,5.607,34.488,12.263,1.915,9.725,26.43,0.411,12.445,7.119,4.32,0.668,NDE,NDE
Ref_220_comp30705_c0_seq1,4.91,6.18,0.298,0.364,0.114,2.649,2.597,0.225,0.925,4.301,3.92,8.038,3.344,4.074,4.115,3.578,5.356,1.075,NDE,DE
Ref_220_comp3249_c0_seq1,9.155,13.448,7.157,6.314,14.844,5.411,2.597,5.787,12.302,7.24,4.342,15.554,13.889,12.919,10.855,4.896,14.608,0.112,NDE,NDE
Ref_220_comp5904_c0_seq1,0.135,0.271,0,0.051,0.166,0.129,0.216,0,0.181,0,0,0.086,0,0,0.057,0.21,0.068,-1.364,NDE,NDE
Ref_25_comp10790_c0_seq1,7.986,0.59,27.847,0.353,1.641,0.75,2.158,4.072,22.211,2.775,1.024,7.799,6.245,0.824,0.399,12.589,1.654,-0.98,NDE,NDE
Ref_25_comp23551_c0_seq1,0.662,0.498,0.698,0.529,0.204,1.082,1.19,1.793,0.996,1.749,0.721,0.423,1.067,2.669,0.984,1.495,2.371,0.409,NDE,NDE
Ref_25_comp4327_c0_seq1,0,0.079,0.056,0.059,0.064,0.05,0.125,0.085,0.07,0,0,0,0.126,0.44,0.2,0.098,0.394,0.84,NDE,NDE
Ref_25_comp5306_c0_seq1,26.201,13.897,24.123,10.494,16.776,16.86,14.711,22.974,15.717,32.107,18.593,21.156,27.872,9.179,13.076,17.025,14.935,-0.108,NDE,NDE
Ref_259_comp10368_c0_seq1,7.815,9.027,9.357,6.334,10.406,9.748,9.274,8.217,9.691,10.297,8.315,9.842,10.623,8.008,9.509,8.603,7.906,-0.105,NDE,NDE
Ref_259_comp11972_c0_seq1,7.068,12.867,11.802,7.269,9.113,10.159,9.63,6.006,9.028,9.171,8.923,10.975,9.26,11.34,9.076,9.318,16.11,0.024,NDE,NDE
Ref_259_comp14309_c0_seq1,7.703,11.277,9.881,5.308,7.221,6.341,7.881,4.993,11.497,9.492,6.748,10.941,8.237,9.693,6.792,5.564,9.341,-0.103,NDE,NDE
Ref_259_comp17215_c0_seq1,3.193,3.072,3.25,1.968,2.515,3.198,2.445,3.652,1.899,2.978,5.606,3.511,4.144,1.803,2.713,3.261,3.3,0.081,NDE,NDE
Ref_259_comp39946_c0_seq1,0.729,0.732,0.625,0.422,0.507,0.537,0.269,0.972,0.901,0.837,0.795,0.788,0.633,0.787,0.572,0.734,0.451,0.091,NDE,NDE
Ref_259_comp4685_c0_seq1,20.909,43.188,35.778,25.35,23.173,40.35,37.868,25.192,26.324,29.855,34.422,29.757,25.618,38.794,25.602,29.098,37.194,-0.142,NDE,NDE
Ref_259_comp4854_c0_seq1,21.216,34.674,42.478,23.571,24.413,34.691,19.724,26.274,27.507,33.275,24.362,40.121,32.64,34.7,26.75,24.03,40.126,-0.008,NDE,NDE
Ref_259_comp533_c0_seq1,7.509,32.112,55.073,45.53,18.61,33.442,32.355,47.977,48.429,32.03,26.37,40.347,32.806,28.706,47.036,41.633,42.459,-0.015,NDE,NDE
Ref_080R_comp12652_c0_seq1,2.408,3.688,0,0.906,2.524,3.766,4.57,0,1.074,2.846,3.347,2.845,4.269,3.293,4.503,4.39,2.786,0.659,NDE,NDE
Ref_220_comp9025_c0_seq1,29.767,8.092,3.88,7.074,11.264,13.821,6.869,7.511,19.222,23.323,18.447,11.528,14.114,6.33,17.262,18.15,9.241,0.039,NDE,NDE
Ref_080R_comp10572_c0_seq1,0.175,9.253,0.781,1.055,1.152,1.32,7.532,1.633,0.5,0.872,2.826,2.595,1.016,1.032,0.953,1.048,1.093,-0.805,NDE,NDE
Ref_080R_comp6120_c0_seq1,29.955,4.487,9.963,4.616,9.115,3.007,10.134,18.9,8.448,10.005,4.844,11.662,7.708,5.624,7.761,7.633,7.508,-0.615,NDE,NDE
Ref_220_comp488_c0_seq1,0,0,0,0,0,10.52,0.094,0,0.21,0.146,0.128,0,0.379,0,0.1,0.073,0,-3.576,NDE,NDE
Ref_259_comp3081_c0_seq1,19.569,8.148,20.948,19.219,16.812,11.817,14.08,12.5,16.434,39.516,5.244,14.087,13.059,30.599,23.479,21.918,24.007,0.366,NDE,NDE
Ref_220_comp7393_c0_seq1,6.646,5.88,7.849,6.585,3.841,8.568,5.1,6.275,2.818,5.647,8.75,5.462,7.529,8.767,5.984,6.767,11.45,0.164,NDE,NDE
Ref_080R_comp13076_c0_seq1,8.49,10.718,7.401,6.435,4.67,5.937,6.884,6.629,6.46,7.609,5.307,8.132,4.628,10.331,10.346,6.77,10.611,0.028,NDE,NDE
Ref_259_comp3395_c0_seq1,32.278,33.089,40.07,17.328,30.137,22.158,34.878,35.189,45.223,36.237,21.875,40.122,48.212,24.253,29.472,36.405,31.834,-0.114,NDE,NDE
Ref_259_comp11453_c0_seq1,10.615,15.577,11.441,14.097,11.871,11.109,10.542,13.179,11.885,12.454,10.773,12.349,13.851,13.983,17.093,11.999,13.183,-0.035,NDE,NDE
Ref_220_comp1089_c0_seq1,0.034,0.135,0.036,0.127,0.083,0.172,0.081,103.444,0.3,0.126,0.11,0.086,0.271,0.142,0.086,0.084,0.203,-6.342,NDE,NDE
Ref_259_comp1359_c0_seq1,100.271,88.342,88.026,90.225,80.335,95.367,70.643,3.031,93.338,121.544,102.029,107.029,112.461,88.189,99.062,85.861,110.961,0.216,NDE,NDE
Ref_220_comp667_c0_seq1,14.723,68.684,11.143,20.161,14.668,4.627,5.613,41.854,33.416,44.662,47.893,62.884,61.629,19.672,47.342,48.634,63.473,0.96,NDE,NDE
Ref_080R_comp3161_c0_seq1,41.018,41.205,39.75,41.116,29.317,27.99,48.315,40.488,19.093,42.919,38.318,36.854,22.304,42.651,29.274,22.802,27.735,-0.267,NDE,NDE
Ref_080R_comp10774_c0_seq1,5.604,7.202,6.093,6.352,5.651,6.056,7.522,6.963,5.399,7.992,8.225,5.439,6.382,8.069,10.859,6.938,7.289,0.137,NDE,NDE
Ref_259_comp35537_c0_seq1,1.264,0.634,1.094,0.303,0.331,0.733,0.78,1.432,0.974,1,0.751,0.807,1.018,0.725,0.391,0.859,0.867,-0.116,NDE,NDE
Ref_080R_comp17683_c0_seq1,0.948,0.243,0,0,0.547,0.515,2.208,0,2.267,1.28,0.066,0.18,0.098,1.754,0.926,0.126,0.304,-0.379,NDE,NDE
Ref_25_comp19949_c0_seq1,0.867,0.615,0.018,0.077,1.615,4.168,1.345,0.276,0.114,0.825,0.417,0.358,0.658,4.364,0.369,0.175,0.539,-0.261,NDE,NDE
Ref_259_comp17593_c0_seq1,0.048,0.559,0.975,1.33,0.02,1.206,1.626,0.394,1.318,0,0.502,0.34,0.546,0,0.515,0.226,0.609,-1.323,NDE,NDE
Ref_220_comp3730_c0_seq1,0.511,2.65,0.135,1.268,1.596,1.196,1.701,0.129,3.677,0.741,1.559,1.348,0.714,6.687,0.868,1.783,3.956,0.381,NDE,NDE
Ref_25_comp9487_c0_seq1,9.094,13.202,11.259,7.832,14.682,14.966,7.267,14.723,10.166,12.129,10.27,11.055,12.007,11.218,11.92,14.614,11.792,-0.079,NDE,NDE
Ref_259_comp17180_c0_seq1,8.588,5.672,5.393,4.369,5.526,4.965,6.272,9.973,7.018,8.711,5.85,8.001,6.863,5.134,6.701,6.91,7.628,0,NDE,NDE
Ref_259_comp20660_c0_seq1,1.353,2.564,2.135,1.235,1.287,2.319,1.13,1.713,1.315,1.985,2.535,2.718,1.764,2.985,1.163,1.175,2.966,0.242,NDE,NDE
Ref_259_comp8185_c0_seq1,10.184,17.954,17.175,9.104,14.183,13.402,9.717,12.918,13.922,15.87,9.01,18.208,13.515,16.593,10.31,10.398,16.177,-0.09,NDE,NDE
Ref_25_comp5870_c0_seq1,22.168,23.289,24.706,14.009,17,16.239,26.238,30.719,23.168,31.15,23.436,25.062,23.541,20.943,20.272,22.614,25.451,0.009,NDE,NDE
Ref_259_comp28865_c0_seq1,1.734,1.027,1.15,0.335,0.914,0.454,0.924,1.446,1.111,0.664,0.63,0.795,1.218,0.686,0.907,1.358,1.029,-0.255,NDE,NDE
Ref_259_comp8419_c0_seq1,15.616,22.301,18.337,10.388,13.69,22.849,14.452,11.903,23.298,12.839,20.458,21.972,15.853,11.291,13.16,12.922,14.863,-0.307,NDE,NDE
Ref_080R_comp31846_c0_seq1,0,0,0.632,0,0,0.1,0.874,1.609,0.035,0.292,0.17,0.299,0.126,0.219,1.03,0.365,0.354,0.04,NDE,NDE
Ref_259_comp9077_c0_seq1,7.167,13.417,10.977,22.622,3.987,5.537,17.244,1.431,2.187,7.171,29.657,4.783,5.992,4.156,7.465,5.827,6.585,-0.327,NDE,NDE
Ref_25_comp1140_c0_seq1,43.199,18.547,23.88,32.819,75.449,42.28,22.529,19.56,45.072,47.079,29.987,32.986,32.693,30.906,30.655,29.993,37.353,-0.334,NDE,NDE
