,MW_6_41,MD_15_10,MD_17_16,MD_17_17,MW_6_42,QC_62,AD_21_58,MD_11_1,AD_21_59,MD_16_13,QC_63,AD_20_54,MW_6_43,MW_2_31,MW_1_24,MD_17_18,AD_20_55,MD_17_19,MW_5_38,QC_64,MW_10_28,MW_1_25,MW_2_32,MW_6_44,MW_5_39,MW_3_34,MW_3_35,MW_1_26,MW_5_40,MD_15_11,MW_9_51,AD_21_60,MW_8_48,MW_1_27,QC_65,AD_20_56,AD_21_61,MD_17_20,MW_9_52,MW_9_53,MD_18_21,MW_3_36,MW_10_29,MW_7_45,MD_14_7,MW_2_33,MW_3_37,MW_7_46,QC_66,MW_7_47,MW_8_49,MW_8_50,MW_10_30,MD_11_2,MD_12_4,MD_11_3,MD_12_5,MD_12_6,MD_14_8,MD_14_9,MD_15_12,MD_16_14,MD_18_22,AD_20_57,MD_18_23,MD_16_15,QC_GC_67
X730_390.1393_5.98_pos,6394224.478,5865819.787,5099291.967,3328786.773,6823049.671,24528628.45,10626202.97,8564626.671,11223188.96,6856036.335,23260614.26,11183187.96,13717297.07,3362264.182,5087993.657,24719163.83,14967525.98,28922010.06,35763702.07,26126563.27,35881761.38,1473752.484,6937023.135,8827316.031,20121472.05,27238095.83,35362616.53,2090877.611,34845030.15,4788278.54,45533276.4,14145237.72,14863918.39,4860924.895,20899541.31,3583852.152,11324559.64,16408588.35,43782432.46,45216130.73,5058361.858,33551965.83,58087969.05,403721.0471,32923973.91,2695724.658,32234238.43,342422.5603,25286722.39,NA,13421564.56,NA,47057940.8,6031120.817,13064184.07,NA,10059360.63,7459.251064,31129359.54,NA,6082529.793,6092668.183,8272221.668,9792395.496,6576877.343,2997534.065,
X736_363.1051_4.42_pos,5903971.413,1756197.285,1537806.684,2009627.144,2109044,1971496.615,1041842.73,3983264.272,2990588.825,1857820.263,1779659.177,1400481.418,1262452.75,1208350.081,1412334.225,1143617.734,1792856.648,1530140.799,3027190.357,2325513.03,1390548.605,2364761.838,1364653.485,1459506.295,833120.4738,316478.266,1462833.108,1645203.584,1217860.965,4281853.001,1721899.659,1416066.739,704595.9149,808913.0745,2040853.958,4274389.285,2322979.042,1621157.006,1845596.705,1613886.495,2425968.068,1696757.538,1963545.884,72475.05158,4597985.526,986326.772,1547583.26,168059.7004,2139689.473,NA,598054.8644,NA,1672020.98,2029375.212,1807031.76,NA,1253436.264,NA,2765255.523,NA,2987574.408,2100377.294,3218863.693,1738341.936,1939420.337,2006491.051,
X737_157.0835_4.30_pos,7811291.268,9477811.269,8432124.591,14475314.31,12888530.48,9804259.61,8974018.841,8159023.381,9286557.579,9292086.227,9319502.674,9916772.152,8328065.531,8415990.747,12900029.47,8877754.731,11164758.34,9813592.054,8849044.414,9432105.67,7739990.675,9941699.824,9171546.897,10829882.29,8319586.123,8615634.141,8709307.501,9673905.781,8618944.092,9211717.692,8833092.649,8274681.674,10203312.24,9418046.816,7893286.836,10595757.71,9886022.154,5831681.234,6345091.104,5165443.534,5727730.633,6208330.439,5211077.001,9698469.927,6623950.213,6302111.211,6343263.713,6255947.372,6728384.202,5640345.493,6724110.375,3990789.358,6512219.826,7089069.517,10053290.92,7472827.723,10198782.79,15743370.63,7742827.413,12103850.44,6877845.644,7009171.099,9078728.483,9849307.778,9877074.981,10680273.84,
X739_252.0870_6.00_pos,7246470.749,35302740.75,16833808.88,17031302.14,2662216.713,9038602.765,11803920.72,17991458.85,5112083.497,432648.9984,8095301.11,2456081.487,428911.8901,1173178.646,797734.3029,3435806.482,3985422.22,6092353.421,4598493.941,8788246.681,75940.04344,3286928.307,1061544.223,352322.8965,2158872.367,1243808.704,3714595.095,1127967.913,5784076.04,2911201.668,4927284.262,3331430.526,13137887.55,1194719.838,8029040.178,3386633.341,2184719.398,2340561.906,5064217.722,4346343.71,1357089.354,3484325.014,138528.6456,612540.9477,9750756.942,835509.091,2744763.997,895893.6135,8874669.365,7139.814082,10572173.08,7067.128242,61942.37325,12137167.59,23381555.11,7385.726982,16043002.54,NA,7816833.265,8684.578535,18791629.95,10306131.86,14847565.54,9312443.874,21929706.66,18326760.71,
X740_157.0587_5.25_pos,8693102.388,3234200.644,1880752.116,1860163.836,425103.5764,5080231.992,793767.4558,1562578.686,2674719.188,3167288.339,3580905.123,174881.964,2817820.469,1202104.6,823753.713,2853588.38,2365875.901,3670495.227,2415175.94,6526783.387,1829500.435,1978930.213,4268873.396,724947.6492,3772999.232,598270.869,3891239.984,281075.1279,2472409.152,2633654.112,2708831.127,397398.1599,1120887.861,366245.8994,2430001.247,5503196.276,4773267.065,1649390.171,2304085.29,1721639.453,5683726.632,3821249.873,647996.9804,270745.6123,2987832.524,267851.3889,3682317.223,443526.2295,7161986.305,340891.4106,918141.7941,294684.9262,1344755.89,2125381.13,5639502.478,1819268.63,4249619.27,1412962.378,3242440.422,2189109.678,1505760.621,2440041.014,7766346.767,3085964.722,2753311.421,2705641.552,
X742_395.2301_5.40_pos,9726962.076,2566026.868,5242376.567,11388627.04,3786124.772,8223710.369,2103197.716,4145348.172,9914925.748,5984898.33,7080164.206,3385110.15,5599406.55,8521822.116,4503385.245,5650782.444,6656606.704,5145468.697,17792549.96,9457941.995,4717909.524,3210039.662,7255256.526,5218033.1,4361913.193,620235.8434,3812256.52,5675835.127,9824129.828,4574383.213,3217999.369,6702668.457,4860346.692,1941346.549,8073604.516,3617537.437,9778560.191,3203610.964,3750984.854,3068661.719,9635410.986,3897741.921,12212229.91,293572.511,4502722.286,5553360.326,3152832.721,145930.135,9573641.845,404788.078,4790689.603,743466.7225,8193007.813,2231102.864,1922561.533,419551.9891,913306.9459,866937.5787,4735134.606,814915.3735,3917541.26,8144235.123,9769178.663,2129193.8,8801680.825,6811216.716,
X744_181.1223_6.67_pos,9565765.067,972322.3119,1083514.609,2339640.56,8189415.621,9332585.5,5512822.764,866448.5681,6078459.667,3312362.909,9256544.763,2465178.919,5404006.093,13867242.47,10505194.48,8832170.132,3018802.256,5463985.356,19341205.06,9496711.165,10467719.33,5045647.092,12511104.57,6054476.702,10860410.53,5475240.548,29373937.02,16295634.42,14056568.79,309869.4936,14404211.52,7467355.833,5307485.974,7085855.588,8221021.948,1116983.77,7909908.511,3708995.976,17821136.04,14256573.53,5090184.756,27296124.61,25520305.08,350862.6541,6464853.587,10318480.65,27533477.81,310344.0616,9281525.748,74814.06398,4933506.702,220498.3501,18225304.9,779089.1167,2947181.449,143505.1785,3286139.505,251014.3685,5033567.872,346415.9565,747645.8404,4284462.383,7058686.898,1018750.56,5502194.831,2682309.777,
X747_300.2897_12.13_pos,4381794.058,2144628.278,2922765.464,2225516.454,2256961.464,2275477.257,2318157.827,2136332.591,2233454.186,2344161.77,2236170.052,2346183.962,2470266.144,2372913.161,2466825.965,2411313.976,2142388.347,2280608.081,2434632.57,2360481.585,2237269.721,3184770.036,2435682.769,2311997.894,2384954.981,2427380.485,2342678.842,2207146.628,2406329.197,2628472.634,2208523.44,2138574.269,2656117.552,2131369.19,2376744.969,2261988.528,2415605.132,2261512.682,2385586.025,2317425.386,2277087.645,2284796.348,2369934.89,2295972.561,2495123.943,2348756.437,2553170.082,2378198.172,2503231.46,2442980.632,2716097.168,2239728.143,2498367.119,2384874.784,2345203.351,2481933.333,2472211.11,2446470.737,2490192.582,2531363.272,2524848.469,2552991.245,2276173.664,2213199.577,2463873.537,2380453.071,
X749_443.2501_4.11_pos,15764822.19,17156218.61,8054950.303,3446191.749,4838486.198,7915066.457,13647503.29,16380641.11,9159384.875,6176994.56,8038859.224,5703665.136,4524610.007,3465692.901,10571997.29,6239199.723,8585615.261,5366631.573,8695045.65,8138741.03,4852130.404,5508701.086,5665950.515,5280893.775,1494276.457,247253.6151,8972836.678,8124882.761,6505584.87,7994681.212,15675741.05,10240266.78,5851821.797,4552003.24,7593482.618,3114457.821,8231502.177,5695067.505,11150539.91,6734102.654,7743658.317,7944444.489,8480996.487,429795.1443,4990708.72,3152922.699,8055023.484,235061.8634,8270986.738,7215.241152,5139992.873,NA,6437075.554,11659185.2,3730093.786,NA,2471976.801,NA,3566506.344,NA,12787938.06,8477892.669,7437298.743,10304773.01,4273038.731,8255035.991,
X751_591.3587_7.33_pos,5286080.475,5020020.995,772221.0856,869032.3831,808626.5191,837796.0001,598524.9698,615264.1169,1007788.205,880273.7766,1298043.605,1294291.913,684090.362,714547.8135,804799.7404,507468.1556,894100.8822,711163.9575,902023.8797,983523.8897,1456340.035,881331.1131,1356018.634,733238.6662,913696.1779,905208.4517,781295.1561,903784.9442,913105.3203,1403562.595,769799.2889,1428149.532,1187232.854,1165187.649,1095687.155,968316.0587,1049017.883,1042629.799,972375.2732,720967.169,586577.9662,19806799.03,989822.0041,1487213.833,1141328.445,949516.9986,3789526.391,1198422.234,1249352.947,3265594.498,1599859.47,1144659.858,1064031.252,1952607.418,780515.9007,1351762.12,1180826.199,1072524.429,791103.2281,1180569.011,2440810.387,1227453.979,1338574.265,887139.6265,8189299.847,724686.6725,
X752_324.1056_4.51_pos,12308914.09,7758024.155,3776167.622,6449409.129,26212527.48,17727226.41,354671.3947,7753439.612,1671150.422,20235314.18,14043297.22,3169854.705,25383889.29,31248546.84,20049933.06,10758380,3858304.434,12792930.73,7831380.974,17371238.35,32388118.42,13082592.81,27008315.15,23547060.57,5244003.636,3751120.533,27799974.43,28903179.62,19365633.11,15429784.52,22410949.33,2134068.807,14629351.04,17396442.36,16541090.58,808732.03,2582078.035,7427096.749,24313416.79,23182403.51,14884326.78,24876716.4,36478175.86,91140.53505,13269473.49,25722065.2,24743692.42,134665.5274,17796284.07,NA,13962479.26,NA,33603400.4,3875731.719,9227511.259,NA,6133619.815,NA,9983411.104,NA,12478852.48,14264941.47,10905953.81,489011.8371,3377481.084,6286855.764,
X753_356.2796_9.46_pos,5723162.798,5906481.614,5779747.212,6036072.27,5535922.97,5613222.713,6292712.501,6017817.304,6066041.584,5921448.733,5827402.436,5824186.348,5866989.462,5859671.749,5944556.623,6216479.563,6212341.449,6045091.19,6179001.601,6316156.47,6198156.731,5964179.035,6240978.923,6308627.736,5924426.888,6580539.712,6201136.435,6302905.893,6087448.856,6441905.049,5949046.812,5923760.084,5469209.901,6236002.363,6333605.056,6364017.519,6188837.697,6682464.985,6348337.359,6494297.156,6562005.642,6469423.913,6345495.677,6518202.208,6930804.604,6931077.002,6588486.147,7319482.656,6261449.104,7243331.646,6576006.343,7512758.321,6322599.148,7106212.295,6007035.25,7329530.879,6713375.407,7571928.676,6937142.292,7508423.488,6630482.795,6675509.142,6797863.975,5981127.698,6019067.209,6235656.817,
X754_474.1735_4.26_pos,7189743.841,12604329.91,9269062.45,9997417.668,4750533.003,3911978.689,4695943.851,10646726.42,1174046.073,924498.9598,3510828.716,459078.9229,332394.327,203510.1405,626204.5311,513793.5874,730491.791,582059.152,8269827.192,4049199.857,948213.8381,2713058.168,748685.1453,345676.7364,3342868.343,1230836.272,871272.9388,534846.573,6827826.733,3533763.891,1291037.162,430290.5946,4138783.38,469048.118,3522215.443,1221444.483,671238.6426,488318.3502,811133.5228,839013.4367,1462810.266,568308.8253,1023087.203,556464.3068,3568571.316,418988.9594,721054.7314,618154.5425,4080350.191,NA,4790044.315,NA,926761.0099,6251295.424,3985755.918,NA,3350026.411,NA,2764924.171,NA,8606879.936,4010639.004,5646310.992,3478388.253,5152054.394,5554703.627,
X757_365.1215_3.35_pos,5845504.148,8497446.153,5005041.523,3680904.436,6645274.189,2724840.449,7969575.801,11799989.26,135680.7456,347120.4698,1968858.935,42468.06407,323484.2482,200900.3862,75806.65931,118750.9776,79676.96668,198245.1445,389161.6261,2680855.383,345664.3797,8100238.222,312603.424,279945.2331,111830.2562,33689.19262,561519.41,92958.69465,308652.49,257995.3498,170528.8843,85931.76984,12054855.6,75917.30593,2420069.28,104055.5592,309147.7441,55025.98389,182814.9182,161544.9706,148923.7916,180942.8032,280552.0412,257382.3626,83184.52406,272434.4176,278129.2645,137675.2519,2783342.113,NA,12766676.38,NA,203938.6223,6219276.189,3899045.285,NA,3053682.234,NA,143000.9327,NA,4413200.086,5103730.473,3123005.776,3469584.874,4055645.772,7011819.339,
X758_381.1311_6.66_pos,4991178.387,296731.1018,584806.3407,1053201.836,6002277.056,8559326.233,3182959.134,370405.7808,6183408.666,3394250.473,7503530.575,1977082.731,4307390.444,12010652.93,8338933.333,8591329.796,2502967.885,6033668.239,16686351.09,8566920.036,9292090.462,2956336.821,9846415.536,4553022.376,10289457.82,3596055.14,20394778.78,12687184.94,12887316.59,336136.5282,10817696.91,6870352.89,2777445.388,6026158.558,7551258.321,448500.326,7717553.331,3345644.441,12786041.77,10433780.45,5086158.747,18061371.02,17944051.69,27702.64889,5241697.533,9409745.389,18595831.97,14350.59979,8670750.054,NA,2405110.007,NA,13961149.74,189236.8492,1886190.728,NA,1266036.625,NA,4685368.143,NA,489322.383,2993045.118,4500053.565,445872.8741,2591714.544,1585591.962,
X759_301.0836_2.36_pos,14601077.24,9949119.927,5817177.17,1585706.024,9329155.707,5362302.859,12946183.49,4368222.55,20288200.12,10905209.81,7773004.654,1502883.566,12763413.08,12993183.7,13128901.57,11694546.15,7448839.296,18739698.55,1864507.555,10105807.38,8668943.932,7254010.623,9245497.915,12797746.75,1875205.475,1674811.712,2132808.113,17520870.46,10811064.76,8228014.216,13204174.86,6440626.551,6733340.692,3625508.615,7918078.121,6495888.152,8337418.419,7738889.285,16097845.71,13601646.78,8699667.852,3568364.239,8840103.377,139366.3193,21530181.72,8749821.236,1210537.876,158694.0464,10801195.15,117132.8472,3434034.707,69594.36893,10553320.02,735782.9979,4380032.446,128931.4796,2955998.716,124362.327,8570143.002,87178.95723,6922086.197,8628809.871,9488017.667,2161678.004,5517913.465,2907351.933,
X761_202.5651_4.42_pos,8330780.89,4554400.329,4085757.888,4424479.744,5628392.016,4553651.228,3400328.766,6553108.741,5327017.391,3849063.138,6373389.229,3919148.671,3962691.738,3401993.613,3740720.45,3277235.511,4343000.933,3390941.571,5654983.06,4446546.46,3759938.497,6691572.803,3329614.244,3780727.265,3127929.145,1350452.27,4209384.821,3861632.424,3257138.492,6008869.458,3508653.082,3668229.358,2782438.445,2865633.318,4135838.533,7837578.119,5187425.238,3911682.104,3489695.109,3609502.9,4846046.285,4317283.608,4535680.497,830317.8922,5732400.401,2918375.218,4313822.615,629981.5642,4813514.349,NA,2262704.421,NA,4034963.237,5272634.901,5258526.301,NA,3698051.125,NA,4478695.544,NA,5043032.189,4448924.457,5496439.336,5289056.221,5066357.939,5094263.217,
X767_371.2168_5.79_pos,6389748.391,7170781.568,3430423.448,3914854.055,4212601.143,4633109.819,4021943.857,2977263.12,3490080.244,6158078.404,5606210.034,3311244.199,6666672.381,3205964.575,7564512.586,8718709.673,3150627.213,6481167.221,3273019.589,5005891.785,12667259.12,4435102.844,4389920.96,3389169.774,2956400.724,4624643.328,13736806.64,7117048.004,8033357.122,6894532.79,8591271.189,4494858.461,4308826.536,5471093.223,4892576.95,4379203.503,3356134.238,4697851.572,8787841.965,8416712.109,4464336.075,17843309.88,11786775.95,2985503.327,1645021.917,3886587.045,13754637.81,4235842.251,5262685.477,7529553.744,2324554.541,1717280.187,12472527.87,4986149.519,3328153.067,2631290.889,4796843.007,2339623.613,1935226.192,2047225.512,5677119.596,5851268.573,3353413.753,3302301.593,6525460.369,2190072.07,
X768_399.1693_9.21_pos,5360419.78,90931.25875,78409.4051,41301.2989,1711161.957,366630.7867,18552.64925,357433.6624,70687.63369,101863.5333,167971.325,38335.27269,1392543.526,120568.8016,254831.0513,31089.42461,18567.08534,23134.68,183218.0389,415860.8751,67319.63774,89955.57155,549015.9606,1064950.53,105515.3687,53086.62155,112404.7229,121094.4041,63547.23246,84178.72208,42366.07412,28864.2963,1030368.757,60751.06482,277157.9239,43846.83501,85208.50295,33896.61474,158078.6738,134172.2637,27403.17346,45993.98294,118061.0066,NA,62217.3283,270942.3323,102530.4119,NA,371248.7113,NA,1709490.55,NA,138550.1971,213719.1594,20873.72401,NA,25867.77226,NA,43092.02555,NA,118213.8459,157056.6845,487852.3896,24470.38472,357792.2674,11591.13346,
X772_216.1208_7.82_pos,5663521.063,6532317.227,2392192.086,3438032.42,796046.23,4996863.496,1977174.187,5142834.013,7729785.316,2473185.511,2340377.656,4849770.812,1934213.957,1058496.251,993842.451,1195922.043,4067077.878,1760634.706,15953810.55,3898395.155,1378491.131,710692.2647,2073068.472,1394567.504,4024339.346,222689.9057,1223034.206,2233366.724,1805856.908,5088669.403,2276495.222,6626942.666,6035642.342,2868316.976,4116912.444,13038482.35,8166246.16,2191429.256,722047.7272,1324596.226,3882973.729,1806475.858,846511.6131,163808.5097,9999358.07,585727.2825,810953.6487,70789.76009,3124328.636,66802.02257,4598294.447,45552.62475,793807.4174,2123413.068,990439.5926,29680.65215,263403.9278,49087.87589,6731583.874,51017.60494,4471767.687,1438342.493,3986766.699,1460771.132,7832866.548,2423043.971,
X773_415.2539_6.17_pos,6148630.006,6608399.217,2508215.97,2754887.707,2234678.744,1454916.312,2991901.677,2173602.612,2783531.025,2553281.641,3603482.068,2611438.881,2111224.747,1838361.602,2568836.423,2041873.447,2580223.831,1076890.326,2402561.276,2809074.919,3576343.061,2521512.513,2864880.232,2742851.885,2281864.071,2629445.628,2670882.96,2660877.804,3008524.734,3854583.505,2948775.752,3708904.517,3534700.726,2689027.365,2791355.438,3265295.176,2926595.411,3088266.432,2667497.676,2593153.36,3726094.38,15666248.44,2395842.885,3137571.895,2758943.522,3449052.885,5424032.164,3316734.625,3514571.227,6363503.8,4244719.392,2494328.048,3320000.575,3720780.681,2920737.927,2870688.01,3440023.452,2678670.196,3050759.041,2702326.637,4942050.883,3302390.26,3769183.957,2650004.147,7435506.737,1821191.87,
X774_441.3106_11.25_pos,4628685.82,51003.38698,62099.72508,80560.13602,5785512.831,745061.8276,72533.18708,102697.6291,743046.5466,165420.2489,704465.4349,107311.682,6227578.416,94742.07422,818262.3083,104269.7354,176905.6675,154960.9318,59198.57426,764510.7124,2223918.044,363501.6599,140531.7735,913125.388,178015.5002,202658.5281,580634.3372,576147.8801,146796.7049,146592.9204,1393100.961,543544.7886,52626.92868,214574.1762,766642.438,84470.22047,215906.8711,87153.06378,720410.9333,2252428.764,285344.2393,654309.2109,3304732.667,98047.89425,67296.97654,70114.68691,561772.1738,143876.8047,761985.2764,53944.28558,65145.56836,111924.5099,2872521.945,95956.98064,210621.1207,52327.8254,117188.914,63572.08805,156504.0842,63477.17868,93284.01296,138803.4524,210004.7113,117447.9167,177760.0947,59666.23012,
X778_423.1849_4.19_pos,7844462.73,4190195.664,4755130.298,13312832.79,33831552.74,4072730.877,6767852.925,11540738.52,53606.77498,373707.824,3833751.729,149938.9211,283675.4514,430517.1062,135786.2977,410794.1524,190323.3199,632593.3829,53066.53964,4325013.584,1243581.531,15074606.03,265579.6133,172098.8573,79221.19938,67627.22209,145082.2786,294868.4751,343073.164,44268.95531,758718.818,26932.09752,20722509.19,86962.82557,4136137.727,91039.19229,74141.97477,223234.2984,643000.1711,821194.3625,204273.8262,317132.4654,1202875.18,683430.9179,82311.95707,301827.9661,240460.7717,646183.668,4173051.073,NA,19123057.64,NA,1295644.475,8366158.151,9768949.869,NA,7005743.218,NA,76117.11281,NA,1663548.026,7543016.234,7622675.726,3224689.907,13028878.79,12184109.04,
X780_423.3621_12.93_pos,6290080.682,40476799.24,8639537.235,4405691.834,200278.0136,137374079.6,24727269.9,42962163.18,313832461,33786132.39,139579523.8,193715395.7,2848461.929,46876058.8,3668157.516,115664703.6,214292209.4,17334444.37,119182988.1,133711859.6,11230835.71,546723.0452,64796724.95,481183.0332,89492271.23,121488997.4,21661559.19,1635225.114,129612576.3,210787289,361810662.8,187772592.9,3261312.52,126532512.5,123547362.4,138914008.8,185127619.9,29281772.76,411705291.8,387405447.2,94160463.89,36578937.5,39319210.38,78381.69888,4006595.686,47512629.93,26003276.43,96549.36855,131411089.2,18243.99659,2660614.919,NA,25130635.43,31525388.09,3263850.608,NA,2401511.085,NA,3231561.444,NA,141269331.8,19524474.6,62611054.18,26249223.76,15098853.43,4684983.287,
X783_166.1420_3.24_pos,8810347.047,687728.5407,432895.6301,846912.6359,243386.1743,2671217.876,1031020.053,2260633.219,2413357.37,1891151.931,2462806.734,1296600.032,671013.2754,2864224.929,3395736.956,532338.1381,601031.8753,1032477.103,4756818.027,2664895.386,2102197.575,395197.3922,1781970.271,1697828.181,2430056.95,253743.9401,912535.52,2160485.583,620383.326,1056868.58,1676460.218,3038317.219,3298823.496,3197668.844,2674306.181,3737130.11,2369724.383,3403374.193,487059.6277,1605696.458,4921538.663,2130130.833,2545118.401,40711.35776,8537518.77,3054024.711,1938238.445,12446.16744,2669220.732,21379.82654,3211638.905,17495.32869,2243786.021,672675.0299,541299.5398,12177.16774,297449.5047,14593.43531,6547442.094,25704.59493,717618.1959,880280.1728,4853452.583,699640.9694,3544776.522,1589935.359,
X785_175.1462_5.80_pos,5960345.242,359785.0152,4795123.715,5802529.217,23710954.87,18694798.24,73634.27719,1072847.312,193046.63,4271908.88,17562221.78,463500.3305,25724330.64,30957495.16,45676457.36,5810200.809,1072264.027,4656571.271,7461365.614,18682156.01,33449696.77,21240514.32,29878462.36,26826977.35,12666557.28,4387120.761,57780027.62,45818413.06,28851376.65,2807349.989,30610284.43,288900.5273,10491153.13,29649468.73,17658295.25,1169783.545,305828.1205,4243504.764,35108555.61,23951470.22,12593917.5,50428207.63,31791628.7,271796.7138,34341720.94,24560004.99,52243011.04,319906.5908,18437159.16,19571.48209,9695714.574,19457.60345,33580917.69,643604.1584,6942172.251,58673.54625,5529456.512,85012.34794,25490365,63123.91721,1251593.846,2970623.227,7392815.904,68753.35869,659928.568,473969.2467,
X787_221.1783_9.91_pos,6611277.407,1077356.215,1540809.988,693025.6051,2933546.497,3411416.653,298031.0673,2468528.328,577956.579,3053653.984,3334175.032,535781.7862,8232371.146,4505583.049,8788375.673,3735353.319,778283.5826,4367586.625,5413716.486,3312172.349,388506.0041,2167391.736,6117853.106,6998632.202,3525806.657,1668864.65,2401804.519,7097911.188,4728042.722,838343.7117,5213086.93,726577.528,1400858.3,6844420.38,2976930.08,76675.75197,917225.1335,2542496.322,8691508.495,6834513.256,3037769.353,3059132.859,959861.8248,321142.2679,1315275.63,3982016.738,2516170.734,101395.1415,3231639.949,65104.53469,1278920.792,146981.0252,225253.3151,1835642.728,627655.9157,132090.6984,579920.5786,198850.5016,1060294.493,297709.9333,946553.4024,1896764.2,1942489.629,251845.4292,1593570.033,798456.3816,
X788_354.0033_4.73_pos,7218807.099,5071520.116,3418822.99,1951550.065,2167475.769,19877413.58,3227517,5693019.558,7507117.054,19456115.17,27220937.45,6762402.2,23712379.52,12197709.86,20611287.54,37681636.61,11564519.94,47687006.49,17077967.51,17020543.87,21727388.58,4901866.652,12708710.4,13026594.95,8620610.896,39512627.11,22363595.08,17105750.54,39649813.6,8285033.111,36229444.49,11728848.2,8284389.385,13308983.85,17449958.24,2046135.739,6404209.797,28552418.77,31899284,35101312.57,18739716.68,21857635.47,38143622.7,522041.338,8458742.145,8655386.919,20650122.96,413564.0938,19289814.76,NA,6222793.003,NA,34530249.03,4307206.963,2488371.046,NA,1342004.851,NA,7449729.986,NA,6995269.977,14157538.97,12311085.87,2455411.078,7464291.673,6673747.973,
X789_402.2334_3.71_pos,6321227.661,6786473.575,5189845.659,7208253.094,13891090.18,3775143.233,8466669.2,10919315.47,34400.02736,10765.56396,4263687.921,91491.25752,145217.3946,136129.6795,119387.9629,98493.67729,245810.1184,121991.7844,73996.3338,4381123.227,126710.1853,13134186.48,96460.76487,137977.5045,104814.9435,7138.997402,210239.7394,132187.5714,299671.5048,30033.72097,106395.0288,35670.54592,15944611.73,151310.886,4518853.461,19509.0007,131599.8895,64876.05463,102931.2203,108110.859,113765.1367,232860.078,282411.9583,546872.545,63366.7754,109668.3199,181392.3555,610069.5941,5251695.088,NA,17502238.64,NA,121589.0695,9532931.327,6116382.753,NA,6516086.373,NA,74465.56358,6963.608027,4470155.223,7635823.959,4548772.759,4114949.139,5793135.512,8659750.269,
X790_320.1107_6.45_pos,5546938.962,148880.0714,487622.0001,499669.1467,4368677.304,9999667.465,334161.5794,87056.37998,16490440.74,5798307.899,10218738.51,3427897.499,18732866.38,17620876.77,120667.7981,6458586.938,5711422.318,659611.2414,18427034.92,10704072.68,9360120.256,11226.28652,41691067.71,8107189.817,19172730.72,3798635.612,59345674.89,91104.33432,12627466.06,120915.8911,5281234.189,10357816.48,3694550.252,12767229.65,8796624.834,3614760.714,3492008.993,9251354.463,6554624.181,2078561.64,16010590.83,33706169.04,9920255.858,NA,5871513.517,20161212,46088361.94,NA,10232306.1,NA,3278187.087,NA,10618656.46,47978.61633,159012.9379,NA,57713.96605,NA,5706437.287,NA,90789.07875,4834431.756,9637189.215,426369.9914,419370.8145,1744552.184,
X791_469.2435_9.90_pos,4881353.479,218352.7849,355205.758,590464.8058,2840804.196,3247084.847,267834.8693,262764.3894,1301460.577,2960386.742,3130359.115,395933.3038,8439069.526,4295547.632,9056719.844,3595769.704,288942.5271,4001323.757,5880025.355,3432104.975,337265.0188,1151924.011,5985394.218,7515650.245,3345424.939,1660478.16,2161185.159,7176342.018,4941176.904,771248.9089,5111806.484,1073811.327,1365336.826,6908715.314,3121967.83,285048.5729,1112290.615,2333545.767,8534196.807,6822332.814,2802564.986,2955745.021,812882.7167,134538.4253,1198354.054,4159691.271,2360121.739,187168.2442,3285561.453,NA,1175225.357,NA,532149.5127,100812.5362,115770.3414,NA,35115.14646,9772.513125,907551.9977,NA,509052.6413,1706073.945,1585762.904,49502.17204,203121.4049,430635.8562,
X792_409.1481_8.05_pos,8716224.455,899654.9071,2034716.793,2964782.72,4967225.284,4027858.169,699149.6416,2265746.602,4813534.489,4233551.626,3913045.265,2253352.475,4426882.752,8554380.516,6077861.912,1535763.728,2554549.949,5111012.716,3525826.429,4107845.286,4402267.194,3168011.539,15402117.61,3890760.005,2829279.126,916889.6277,2190842.363,4768527.299,1460928.3,5016795.033,2975487.864,4384814.24,7167391.971,1593487.511,3813997.653,4706699.149,6185778.006,2074346.821,3856457.098,5659786.074,2897142.772,2660238.81,7611823.444,23539.90523,3839906.843,7703316.167,2147144.545,47217.03151,4183877.94,NA,3509080.068,NA,6117307.715,1362434.178,1193615.45,NA,861335.8264,NA,2868367.215,NA,3120647.654,3304873.319,2760842.096,1231989.812,1657888.214,1624901.514,
X793_461.2382_8.36_pos,7738140.747,107915.2103,2066924.191,3421197.536,8993755.649,5691669.583,29421.04807,114061.0086,72109.02118,1309305.619,5176895.307,1262055.043,12875725.5,8363933,2408625.545,4654514.412,1666588.271,5001658.665,4246064.827,6014493.381,10597125.35,2033905.636,13568678.71,13339454.14,1810872.918,1106115.96,4047232.222,2592515.602,1794436.306,922486.8554,21456722.17,129039.4501,11507296.3,7344802.78,5409446.426,344456.846,231701.5573,3649986.459,27507265.25,24708446.2,970478.1399,4613268.035,17289833.57,307823.8394,2051112.007,8898401.589,4430511.345,154055.0994,5649068.456,NA,9679909.743,NA,11927573.28,280318.2855,405543.5583,NA,399869.0934,NA,1593707.073,NA,588248.344,1491653.662,1394141.009,204578.6227,701449.9122,1227667.347,
