,MW_6_41,MD_15_10,MD_17_16,MD_17_17,MW_6_42,QC_62,AD_21_58,MD_11_1,AD_21_59,MD_16_13,QC_63,AD_20_54,MW_6_43,MW_2_31,MW_1_24,MD_17_18,AD_20_55,MD_17_19,MW_5_38,QC_64,MW_10_28,MW_1_25,MW_2_32,MW_6_44,MW_5_39,MW_3_34,MW_3_35,MW_1_26,MW_5_40,MD_15_11,MW_9_51,AD_21_60,MW_8_48,MW_1_27,QC_65,AD_20_56,AD_21_61,MD_17_20,MW_9_52,MW_9_53,MD_18_21,MW_3_36,MW_10_29,MW_7_45,MD_14_7,MW_2_33,MW_3_37,MW_7_46,QC_66,MW_7_47,MW_8_49,MW_8_50,MW_10_30,MD_11_2,MD_12_4,MD_11_3,MD_12_5,MD_12_6,MD_14_8,MD_14_9,MD_15_12,MD_16_14,MD_18_22,AD_20_57,MD_18_23,MD_16_15,QC_GC_67
X795_757.2338_6.27_pos,12543751.44,NA,2348873.205,2558525.353,13282752.3,12192292.42,22030058.55,60842.93186,36650229.83,5863177.748,10615408.08,35065231.34,5427370.5,11819740.31,33727275.58,7195389.801,56035371.27,5970217.331,11124173.61,13138986.58,8982425.615,45963325.57,8880297.592,5014094.313,8696644.32,5846826.146,3986522.063,27279898,7712395.636,3876806.136,15215823.03,50741567.2,604819.093,13256125.59,10755860.33,18902600.05,71033980.12,7115201.947,18221737,15163880.85,3243146.725,5243902.163,15184328.16,3864403.328,8706288.398,4448275.498,4372088.576,3926860.049,12804217.79,NA,669226.5901,NA,11889297.76,23875.29981,3024993.648,NA,2203483.634,NA,7293682.226,NA,286171.6188,3110190.702,2245754.68,12139497.47,1517793.812,1071492.472,
X796_255.1566_12.70_pos,4134949.224,4438790.075,4498832.242,4173317.986,4176252.452,4620714.723,4126452.26,4164459.777,5073421.325,4229708.612,4556060.563,4319085.972,4999822.75,4684261.929,4792157.668,3921248.316,4681073.095,4251129.853,4392128.552,4931416.982,4651744.477,4282856.441,4433844.34,5340042.674,4818736.821,5255553.562,4965376.521,4308195.499,5599374.94,4549476.858,4552103.386,4621169.476,4553560.715,4007926.685,4640821.336,4637951.801,5523560.16,5339619.961,5548368.085,4793105.155,4712418.489,5537980.759,4836222.111,3848037.587,5293602.804,4550533.308,5446021.763,4145298.343,5835931.113,3271063.16,5117151.038,3249175.678,5149142.611,4757136.122,5177081.416,3061401.432,5113349.711,3402491.206,4655146.476,3367884.635,4968796.809,5301845.747,5152677.695,4630615.622,4590807.629,4333481.853,
X797_191.1261_6.10_pos,8529765.642,2113659.535,2071509.789,2872142.247,10601926.37,6446580.553,4494030.441,3084829.503,2625530.924,1380136.237,6072355.956,5397658.359,8891639.973,19089693.73,2675094.168,2541771.161,11498852.85,1135786.715,9167616.398,5753950.183,12501409.99,2502749.612,14252922.86,8336566.053,12380721.25,1531775.792,4447493.063,3356073.293,18986447.94,3847337.231,4694342.505,6855274.441,7155233.976,2649347.29,5633249.463,5020673.563,8479733.549,1495075.491,7710238.511,7542216.049,1562604.203,4021217.123,16728304.36,3167402.129,4866989.068,16043254.49,4048119.6,2479795.856,6926566.862,555545.883,10728875.83,462896.42,16398767.95,454709.7466,8911585.441,2198423.885,6224063.591,437038.092,3580272.194,465520.5966,1018867.159,3999724.507,4243238.292,780217.0903,5800639.123,1615852.431,
X798_355.0987_3.75_pos,5394971.242,3010212.978,3701007.594,3709739.409,1858173.173,6378197.397,9380022.165,2263743.503,20883640.02,2960712.688,3622705.121,5198643.366,3004388.605,11529568.12,1365257.095,6373318.739,7986152.592,12576219.15,10162837.69,5443791.213,5330605.738,298518.5334,9007172.798,2428958.16,6263246.832,387693.1233,3257616.731,2383587.839,9203682.684,2832511.985,2121133.819,12831995.09,2045585.836,2843613.887,4821873.048,8603314.915,18546738.06,5328195.726,3087516.807,3953202.369,2917844.29,2805457.413,13835530.78,60710.55091,3003766.587,7656148.86,2808915.98,106542.6874,5457238.042,18814.14779,2028112.771,37455.67295,10185097.99,1299043.94,1669746.794,106399.2904,1379351.342,181702.0233,1925669.894,82333.24532,3285271.398,2986292.702,3921256.168,6020911.192,2629103.434,1268089.12,
X800_469.2435_9.74_pos,5027810.162,564873.0208,637789.4443,397713.99,3485320.303,7311673.153,83531.17911,135582.205,801749.6184,4409393.945,7585469.674,701582.7405,9762871.869,16985714.72,14317532.05,9551956.032,1017168.749,9435437.227,8618646.49,7709134.33,1334833.772,1453047.607,22978784.4,7595750.957,6096805.659,2872504.81,5101384.492,10956118.53,9439870.984,2162756.434,25187021.28,1159383.045,2806653.214,11956879.03,6818586.128,107011.8581,584885.1422,6186800.805,35712832.33,29451121.68,6949364.059,6241771.999,2421320.565,149399.5396,1291620.356,17619726.38,5241117.037,137087.4589,7717283.914,7365.116602,2343394.308,NA,1624835.393,125647.372,222749.6875,NA,139768.9398,NA,1002155.503,NA,1331749.403,2677809.551,3888326.192,22185.18457,325228.6759,499444.0581,
X801_127.0434_8.68_pos,4575529.561,1889369.554,1280756.146,502458.9804,1837107.916,1998779.535,2152137.147,3709083.627,2668813.565,1693993.108,1921126.191,1501131.034,2326395.904,1181726.191,1183588.296,1961541.563,2200100.287,2412701.64,3419685.204,2402932.502,1544926.176,2123494.42,1411831.938,1946994.368,2304927.983,908439.4547,1228959.416,1851920.285,1830868.637,1340592.877,2590255.64,2023244.281,2356825.349,1950299.173,2478262.196,1980325.241,3019870.288,1427398.836,3050406.238,2947429.987,1489117.148,1670818.025,3013984.541,128531.0033,1207202.111,1119489.63,1333191.731,176172.9136,2145170.072,113759.5884,2456444.681,75268.21605,2199154.208,2781795.623,1586871.44,239733.987,1350454.75,137252.0413,575600.7748,133249.5009,1490548.279,1918862.995,1985052.228,1880957.63,2256985.983,1816582.568,
X802_168.1383_10.22_pos,6812137.37,5380748.312,5164789.461,4071396.437,6977236.895,7632847.077,6188667.256,4999047.369,7683385.651,5685519.102,7724866.976,5603053.194,8053350.985,6248426.942,6596177.016,4431154.102,7343543.892,5460849.725,7406794.174,7879620.252,6489882.283,6265284.903,6212363.694,7549789.439,7532107.246,7136108.846,6624996.167,4560180.765,9646356.572,4422407.85,9374951.249,5431871.15,8077314.536,3283256.626,5257331.414,4099648.471,6776099.353,6677488.618,8898344.017,8571788.458,5597623.782,9111429.782,11679749.47,4218578.408,9625797.448,6803083.814,11079867.92,3439126.005,11465344.58,754576.1945,8251606.231,313439.066,9960327.205,6248196.063,8514052.538,311215.154,7216693.254,164884.3179,7567501.059,448293.4112,6160683.279,9689251.464,9451075.673,7863731.053,8804947.809,7033033.464,
X805_521.2021_5.69_pos,10914866.89,1173014.42,2949797.329,6642171.806,14197706.96,51359472.54,2415145.678,3914755.721,20207028.55,109095422.1,47803850.08,22375833.15,31265605.42,121836561.5,16498330.07,27589291.09,22242102.3,33048171.08,79396071.91,38209163.48,103225872.8,8635294.579,116355430.2,40301702.09,80095152.9,10679333.31,46630398.86,18708423.58,89995013.27,42234954.87,46859882.29,37849134.02,26254677.55,25808425.97,37695459.48,17229897.31,40087349.22,30132189.63,60412505.67,51252892.41,91212858.86,62524314.27,173196316,72306.39599,51127325.73,108680909.2,59388276.52,71700.11285,54076102.6,NA,24638448.27,NA,138272783,2681874.846,8313675.935,NA,5949094.698,NA,38374331.94,NA,22175129.56,62539236.97,55077250.52,856247.6856,5912174.854,6363710.813,
X807_403.7399_8.16_pos,4405630.788,4277933.035,580011.2178,468502.5609,306958.5059,685456.2794,420205.1117,626057.5408,619065.105,304973.9975,1352556.444,1036306.405,509820.8277,398527.072,292665.9764,695153.861,590490.7664,511036.3622,724996.0355,764337.1629,1045017.588,832664.8279,1098147.165,551865.0938,379943.3493,740426.8562,712730.9704,406897.4282,648325.5659,476845.6025,709005.3797,1069390.623,743625.5559,672145.0748,836001.3228,501854.3446,785088.452,1042282.121,379603.4391,371454.8109,860829.4146,20500394.41,703653.3993,1517360.214,833575.1194,273547.395,3045758.794,919748.8745,984398.143,2209384.746,1045367.908,918467.691,409786.9111,1745453.517,511951.1703,1249330.798,597004.452,908630.2453,988140.3067,773611.5342,1858104.946,694065.9631,642550.937,637233.7785,7902658.679,600336.8177,
X810_326.0662_5.41_pos,10090450.45,6582346.919,3578107.477,1381793.633,6591959.959,2924485.574,29797.73169,5665600.735,832413.6877,3369466.671,2986304.419,27105.05774,2320174.539,1054700.775,2862008.151,1921272.619,126531.8927,2680680.21,191580.7048,2445894.751,191445.6783,2257461.796,2880716.615,2226649.325,28131.62883,32508.38575,100733.7903,2404076.303,41873.84268,5569683.73,8678148.812,NA,786769.097,13904.19674,2005167.366,16380.63234,194161.0422,1958191.451,9282028.411,3203110.917,3638464.339,61606.87438,555524.1993,928796.2515,6425583.581,2172962.614,177873.5119,392488.7319,2693422.769,8461.781309,374560.4446,8977.811689,580226.6413,3136795.794,1361672.992,13964.09332,106546.8122,9218.596084,4264337.949,25320.07095,4740552.934,3834105.961,4059237.872,33609.92864,4819351.68,5495049.395,
X811_326.1222_4.92_pos,6493688.538,4389395.489,2278245.391,4571863.498,7673724.618,15490458.25,273313.7928,8340005.458,1762621.365,15635174.29,13769040.98,4523934.483,20425833.42,30723595.18,21473644.6,22234851.45,5743867.581,15630299.4,4049167.909,15536182.98,41903021.89,6856567.221,17407878.84,16307779.41,5617581.353,3404579.585,30794277.3,31535682.77,37744408.33,12102913.38,19295771.44,2803037.263,6787601.694,16459882.33,14419456.58,2814520.647,2850862.584,10127098.65,21749061.32,20070896.7,17548520.5,23386645.43,36928940.51,78209.13095,16403824.21,23100885.87,26018996.61,137016.9883,15917033.65,30844.88264,6160500.235,72446.92019,40532197.95,2644172.542,3686407.05,44336.59956,2696826.153,29745.21067,11608559.89,44630.60577,8135650.962,12158596.36,12666178.95,587746.2556,6786540.478,3930830.856,
X812_407.1472_6.31_pos,7719347.148,3001692.183,5392320.076,8342126.429,10540946.74,9280135.867,2485878.669,4843429.685,5892260.912,9498467.893,9416507.392,8926544.221,7696653.605,8707830.451,10369517.92,7258868.712,10238351.33,8789333.364,8971120.886,9238311.847,13422919.53,8388602.028,9825398.993,6584701.58,8184086.949,1755196.759,10619196.79,11113856.07,11945208.66,6894313.803,10023335.69,7840588.484,9418424.92,8133728.961,9225880.807,7558739.445,9519412.329,8189696.595,12127906.64,11815946.37,6001142.083,10433203.9,13293840.71,357655.1771,8056168.008,10730669.44,9997361.947,311334.708,10274267.32,16231.87805,8402990.751,31420.32434,12407371.61,3127389.681,5662739.535,21609.88629,4356644.973,23563.60126,7036930.15,29476.20973,6133091.401,7403965.531,5683537.727,3997587.568,5118405.162,4091137.501,
X815_543.1841_7.61_pos,6475896.615,6071552.238,2281039.055,4544984.818,5811886.532,16277692.88,9403168.732,8279712.338,51049271.48,16160336.91,14846311.69,17498177.14,8843559.982,14481640.18,5490060.961,5001423.146,21190252.42,4725515.635,35290315.38,16559347.28,6144524.862,3561148.912,17967122.25,12037542.29,26159715.71,2612024.321,8678375.242,6134328.438,5402852.003,38475138.21,3163154.518,47957253.16,12562046.65,3738281.171,15646964.43,33169008.37,58628856.87,7947744.235,3416584.47,2709732.576,28289372,7436001.8,6936970.786,249932.7654,30698483.38,16653304.11,7671889.231,446717.2493,16182343.69,NA,12227087.13,NA,7578202.66,4810701.11,3574987.883,NA,2382057.714,NA,22582358.61,NA,23405403.27,13918211.55,24826879.69,5469948.788,12829468.63,5658935.137,
X818_294.0971_5.36_pos,6241623.394,2839358.494,445480.5611,1268500.776,4773215.503,4622437.786,41014.88772,4027454.846,7904695.181,2319073.74,4441277.507,2563331.532,6573860.841,8137653.33,6049267.098,983100.6041,2916779.43,886669.4861,16389437.96,4909325.43,402769.7076,1284886.797,15034923.88,7759438.436,6663698.008,146839.1193,799608.3559,4178250.701,2086389.63,4365002.653,1900129.222,5334399.957,1531083,234501.7478,4216249.928,3682859.224,11931743.38,778000.6617,1854732.732,1717443.998,6312205.678,627108.3701,461925.8661,243834.3512,1692024.136,6821130.898,757268.4124,395173.4345,4676873.39,NA,828090.5575,NA,549927.4777,2414711.43,6291519.212,NA,4793765.686,NA,1229785.548,NA,4202436.113,3218327.846,9116581.447,49541.15281,8421189.12,3746403.142,
X821_266.1727_11.18_pos,5105946.309,3293243.353,2716551.231,3091784.296,5368121.742,4075881.183,4481713.431,2841200.078,4019718.563,3989472.246,4392825.298,2674119.749,4388815.672,3833633.868,3283197.247,3471240.585,3378631.95,3527244.386,4186275.03,5036951.625,5922955.226,3007979.567,3967733.595,3989531.293,5090993.705,5068993.09,2754622.888,7349705.024,6829624.176,11782812.24,4590433.472,6179171.558,3128464.774,3330137.502,4294014.427,4993068.451,3917538.754,2849086.241,6033561.86,3976743.591,7964509.403,9512346.642,6687763.271,3841694.153,4327565.495,3891393.748,6130320.363,3256060.685,5387826.53,4145015.358,3048471.233,3102862.223,5416135.402,4140257.513,2457603.787,8561015.792,8059835.527,5832929.057,4015220.792,4078568.309,4299719.661,4923570.137,4959004.598,2974009.574,2851281.508,3812202.453,
X822_641.1907_3.02_pos,4014054.126,43530210.11,13907673.19,11188163.87,779463.8017,15784701.11,9241353.439,75040354.31,47040180.93,16796466.62,13008689.93,3857691.829,17528455.75,4675747.244,8205289.15,4706713.067,7288025.546,5805190.854,57924901.9,16046770.85,2242748.122,1899354.554,37359014.02,11786946.18,16273421,1106124.721,6681350.98,8721503.073,13625726.55,120772224.5,6366413.703,8401297.559,43993319.75,1602466.241,12035284.29,135057466.3,31623531.93,7421382.498,4534779.954,2016538.002,19277148.86,2920041.635,2377689.296,199117.381,123578664.2,7490316.828,3638772.94,257591.8087,16544826.77,NA,49163901.71,NA,1564421.632,32750235.52,3186221.045,NA,1987454.742,NA,89934567.63,NA,77162424,19647138.77,48384205.25,10822871.7,12886592.27,14582118.5,
X823_797.1208_6.19_pos,9905137.057,NA,7233354.776,6315496.308,4874966.635,2535013.265,NA,NA,NA,6128215.937,2522980.012,NA,4973876.374,NA,NA,3994807.313,9545.415161,5705747.943,1981173.983,2830732.957,737922.5424,NA,NA,4160011.012,640046.3746,NA,NA,NA,705123.3876,NA,655311.886,NA,9673.052574,NA,2620696.1,NA,NA,5436823.724,463124.4289,627755.8293,5012960.106,NA,2031012.956,NA,7091384.055,NA,NA,NA,2748665.5,NA,NA,NA,1473481.256,NA,7761610.222,NA,6177266.459,NA,6632189.82,NA,NA,7021514.394,5041814.128,NA,3511909.71,7779553.394,
X825_469.1822_7.08_pos,4620259.452,4535126.4,3081818.552,3841814.349,11229014.67,6772366.404,4215197.15,4801850.369,2912221.687,6857113.192,5691089.458,6671936.786,9511279.177,12579410.2,5954054.491,7595444.269,9147286.249,9966858.699,3506133.458,7504655.923,15131108.78,6303003.91,5764766.945,9058374.879,2811010.105,5518933.704,7703496.066,7787780.376,16430826.69,3710603.324,9293920.009,4190077.953,8211812.621,5944430.154,4600092.538,3193568.375,3536037.577,3658513.374,10395935.96,12217671.13,4356926.956,6788186.655,15562194.92,285613.5939,2109686.515,10775709.62,6867114.156,273292.4087,8252290.73,NA,7455845.41,NA,12270949.28,3219527.849,5575587.248,7524.801738,4649047.673,NA,1486563.273,NA,4073391.651,5653282.667,2202388.252,5038138.519,2591858.303,4163713.142,
X827_389.1540_5.35_pos,4917818.064,382628.3556,160285.996,170999.6158,139847.287,4446781.293,698737.6415,341627.8885,3543721.403,198769.2861,3535438.069,1244038.347,1997769.22,2343669.952,1733039.012,303511.1442,2582684.7,578258.0758,7498855.742,4622185.452,9055814.61,130808.314,5769370.974,1002153.306,4730532.113,3382099.475,9016907.541,480564.3667,8235147.697,90450.14174,5882033.012,3795085.696,1189842.475,1931237.488,3973776.05,798324.5332,2299080.381,87452.72822,5700656.719,4919611.891,6738505.993,5927200.376,16555466.17,7805.482559,4364739.132,1617596.347,7229739.381,7875.001744,4310933.612,NA,1217929.999,NA,13273706.52,235736.5632,363291.1184,8242.52602,290939.3153,8741.695576,3704577.411,NA,360525.6973,391595.6838,4860283.377,361337.6738,886671.4371,247151.7932,
X829_395.2036_7.93_pos,4981378.133,209731.6777,2528251.075,4195185.621,1975141.956,5962943.9,180660.1038,1386592.712,4729403.552,3223326.227,4681366.617,2444710.467,1126742.966,2639910.401,797821.6909,7722114.045,2832718.538,4982109.828,6506079.476,6006066.21,5412527.322,1073377.251,2311755.923,1725155.607,3213444.162,3381619.219,4969095.985,1410863.398,817870.8108,4750064.268,14873234.63,2794764.935,1505612.048,4495298.725,5648564.528,2892654.816,3898174.347,6067730.718,20218305.39,21251079.27,3887175.841,3538598.149,6537955.926,122464.5516,5559500.567,2390863.379,4061210.825,211670.9891,6731115.634,NA,1376852.298,NA,7806336.911,493984.9897,362551.4879,NA,184606.7923,NA,4160016.702,NA,615426.1437,5037324.156,8777505.191,538126.2191,4764484.107,1057576.188,
X834_365.0644_5.10_pos,4544943.424,2584007.684,1705757.055,6988889.441,2555164.272,5908030.993,469181.5575,8244509.163,16709055.07,12490306.12,4456071.404,1835604.274,1613866.256,7063559.793,1289162.821,5580572.825,2791908.255,21874929.8,6586539.041,6429702.38,2505567.77,794753.5774,6154317.322,1252673.18,3147058.752,569141.3972,2259112.994,1236095.407,9545885.33,9865742.454,7591174.666,13323765.12,1761817.328,948337.3597,5524030.37,3466896.067,19442191.89,3851293.204,16436123.29,6580054.062,11594037.45,1845850.391,3162894.731,13706.18695,7190439.111,6322951.066,2127001.25,34932.05455,6017016.738,7088.013545,1448541.729,6635.374893,3328600.57,3907625.658,1862392.66,6116.433062,900592.2055,NA,4394510.111,NA,6884215.527,12350046.32,44420170.42,356302.3842,42122206.7,8706410.641,
X835_391.0694_6.68_pos,6655811.456,NA,1562511.149,1769122.963,6656224.786,5931206.482,122322.2678,11856.60826,254631.6198,3924122.96,5716079.848,667983.9317,2817065.349,27572.14125,48209.87212,1939770.868,945043.466,2941457.042,14520358.66,6122250.816,344731.5316,492555.2835,23999.39672,2506419.502,11808167.52,46981.23836,82901.1133,153545.3692,6535639.812,13214.96221,23573761.16,429313.647,21313.27456,97459.16196,5693237.828,378152.296,446874.3169,2797467.172,25337985.65,23513965.57,2431160.751,100243.5827,1063821.242,9021.094074,3121265.018,13633.38656,104980.8155,NA,6002365.96,NA,10609.2803,NA,915731.1365,NA,2319496.298,NA,1633692.759,NA,2712022.305,NA,9496.305706,2522330.7,2040519.918,182403.8692,983216.934,1684085.51,
X836_387.1629_4.72_pos,8730637.538,1426117.908,602570.6721,167604.0578,6028965.902,12898943.87,3500483.241,2243860.839,14870104.78,9576941.039,9694107.888,3053975.014,17931935.18,6139597.748,7775930.652,17128320.5,6592068.26,20183908,9503061.163,13467806.74,13457950.8,636844.0305,6557619.425,11915427.13,4949849.672,5888949.897,21569163.05,9279966.783,14296935.9,4407835.315,15097241.82,27301561.88,1412001.418,5067010.736,11282858.5,4204360.979,10885211.04,10898230.98,16566981.48,14609098.11,7048286.301,15312171.46,17090810.59,NA,3440883.187,3464555.859,17627203.18,NA,12740937.1,NA,1581179.617,NA,17033854.22,934407.162,710622.3173,NA,373938.0181,NA,2317457.582,7185.730752,2779391.619,7268683.658,4709620.744,2422528.163,1610333.434,2107942.46,
X837_370.7357_7.97_pos,4464357.307,4785242.453,584406.7396,714637.321,615897.0517,491440.5585,541281.6748,635291.2145,528792.9001,608928.9527,698847.9447,669046.8912,274398.9466,254502.1727,634685.0398,631105.112,483815.9125,534672.8204,772703.4348,555677.3181,1013286.511,664306.5725,1366193.569,557997.6293,265714.1781,642596.7578,436026.8733,600914.4261,676294.7413,1118137.616,716352.3585,1081338.651,680863.7106,939481.7433,707411.0601,577529.3574,528468.738,1159034.601,341100.633,387686.1088,816690.1424,21684075.47,587820.8757,1419197.407,867612.0328,733024.415,3514711.694,550678.371,1088453.789,2615001.366,708840.7034,919900.4852,804748.4797,2055095.334,392624.7972,1381748.847,1069472.31,1088032.76,1409898.423,761000.2249,2143863.107,1158185.287,1297731.122,589693.2982,8507802.3,557334.0912,
X838_345.1864_8.08_pos,5142711.037,1317543.941,3833403.231,4916338.663,3848252.356,4619275.331,1101275.472,2800499.462,508134.7017,6655565.639,4915388.039,1430702.635,3809520.848,4772256.965,3260195.019,9854402.342,2318312.03,8727429.956,2896862.041,4956554.995,5068965.452,1487432.639,4373675.726,2126912.248,1500303.74,1899433.302,3752857.103,4440661.99,8113522.382,1806639.016,11773219.07,2197752.468,601495.9354,2731962.044,4422953.302,899095.9728,1498440.582,6498743.066,12460510.48,9999171.647,4144326.437,2060134.816,10422340.54,91388.96637,1552899.423,3498002.007,2676484.246,68189.85139,5328931.085,NA,650589.4657,8731.871836,8045550.627,1228427.855,917455.7532,NA,469813.6129,10888.97032,1029388.59,8200.323193,1676112.259,6352201.855,4407749.472,650497.87,2353115.934,4548441.611,
