,41_neg.mzXML.filtered,54_neg.mzXML.filtered,28_neg.mzXML.filtered,15_neg.mzXML.filtered,2_neg.mzXML.filtered,5_neg.mzXML.filtered,9_neg.mzXML.filtered,7_neg.mzXML.filtered,16_neg.mzXML.filtered,3_neg.mzXML.filtered,6_neg.mzXML.filtered,17_neg.mzXML.filtered,8_neg.mzXML.filtered,12_neg.mzXML.filtered,13_neg.mzXML.filtered,11_neg.mzXML.filtered,14_neg.mzXML.filtered,4_neg.mzXML.filtered,23_neg.mzXML.filtered,21_neg.mzXML.filtered,19_neg.mzXML.filtered,10_neg.mzXML.filtered,33_neg.mzXML.filtered,24_neg.mzXML.filtered,20_neg.mzXML.filtered,31_neg.mzXML.filtered,18_neg.mzXML.filtered,32_neg.mzXML.filtered,22_neg.mzXML.filtered,35_neg.mzXML.filtered,25_neg.mzXML.filtered,44_neg.mzXML.filtered,26_neg.mzXML.filtered,55_neg.mzXML.filtered,27_neg.mzXML.filtered,30_neg.mzXML.filtered,34_neg.mzXML.filtered,40_neg.mzXML.filtered,39_neg.mzXML.filtered,42_neg.mzXML.filtered,43_neg.mzXML.filtered,53_neg.mzXML.filtered,57_neg.mzXML.filtered,29_neg.mzXML.filtered,37_neg.mzXML.filtered,60_neg.mzXML.filtered,62_neg.mzXML.filtered,50_neg.mzXML.filtered,47_neg.mzXML.filtered,59_neg.mzXML.filtered,61_neg.mzXML.filtered,64_neg.mzXML.filtered,48_neg.mzXML.filtered,51_neg.mzXML.filtered,52_neg.mzXML.filtered,38_neg.mzXML.filtered,36_neg.mzXML.filtered,56_neg.mzXML.filtered,63_neg.mzXML.filtered,65_neg.mzXML.filtered,66_neg.mzXML.filtered,67_neg.mzXML.filtered,45_neg.mzXML.filtered,46_neg.mzXML.filtered,58_neg.mzXML.filtered,49_neg.mzXML.filtered
662/359.0986mz/4.16min,5649334.771,5621421.034,6463466.283,5377466.944,5789599.401,552456.9061,1352849.356,4632468.33,4173448.878,3911387.841,1958698.904,2710600.801,1883035.723,1766892.996,1000763.16,2994394.644,1903873.309,2264983.106,5945313.806,2122425.389,2823927.793,4768888.582,673133.3076,5677524.728,6016797.852,1291253.751,8992782.557,6153924.049,3562799.357,4498840.041,8143770.172,3121104.759,6148907.821,,14400000,2341757.487,2691222.138,11100000,5237513.789,5412120.882,8425401.53,476479.3966,,6446132.783,3322149.744,,,1668001.911,1776930.249,1642690.266,1056214.398,,2391321.852,3290894.977,2542534.385,6535285.847,15100000,1914023.395,1080728.996,3023434.395,2212498.952,2138748.597,8195978.587,8435374.039,11300000,14300000
663/399.1365mz/6.91min,7892700.202,4445770.948,4512597.508,9508463.357,9527756.982,3226897.882,27100000,45900000,21100000,4372310.672,30200000,52800000,18600000,23700000,18200000,45300000,17800000,14500000,,,34009.93794,21400000,7431.527754,43251.43239,25403.85668,,26207.83875,10550.95576,,66972.04148,59363.35401,10061.93376,81778.9614,,20578.06945,,31170.09525,21360.28832,7514.444152,28705.71287,33591.53717,1507749.736,,75032.63414,22071.13916,,,11280.35112,29353.64528,34600000,20900000,,13556.95424,,43073.56002,62984.11455,92838.91786,12200000,25548.85775,20700000,1.40E+07,11600000,91692.6527,74197.00453,76089.75202,152987.0973
666/345.0830mz/3.26min,6482704.713,6362370.168,6233432.203,6343355.365,5573489.972,284349.404,3259588.964,1252779.386,4172704.267,1670626.892,2992162.604,3936492.645,3691332.747,3803090.141,4319410.447,3292882.858,1557770.891,2770100.054,3726998.135,3172287.378,7773264.494,3093877.869,2579259.556,6342783.132,6053143.306,2234964.377,14900000,5288374.643,4034124.917,5747235.908,6476750.637,6153816.435,11800000,,10900000,2905546.461,3918856.631,4002395.451,13900000,5147772.02,1.40E+07,262989.9051,,4480754.49,8384859.924,,,5946041.672,7646246.656,2536159.841,1958406.369,,3854880.069,2819599.401,4162774.462,6622813.592,5513544.951,2371663.621,5374354.82,5859534.071,5913105.209,7110316.319,8122003.754,9665368.213,6812452.914,8279230.42
667/707.1464mz/7.42min,3623828.735,4059396.621,4089478.999,3731530.862,3940717.763,,17244.46062,7259657.244,6797500.548,1030327.882,36345.23805,,19503.60839,,3431.702197,3337.503721,24492.92148,2771743.494,868568.0992,33281.76588,1184908.065,41283.60023,5206401.248,357051.0265,8941333.079,,9034499.918,1243213.807,310539.4949,1047462.572,8691895.378,152343.3428,833945.5584,3153.651738,2129641.371,226984.6698,3067443.567,412448.254,7914627.966,8531965.629,7612604.067,3090.564243,,37544.9423,4826.82728,2512.902847,,55949.86752,431201.1614,,9341.012124,,3214021.697,183772.7098,2972948.061,1523081.463,699155.1034,2784939.817,39678.42794,,633969.9267,358870.9996,1637747.522,1572269.089,153481.0902,45829.97789
669/761.1713mz/6.68min,4686202.622,4860506.407,4559964.479,3326099.739,4751774.293,,243697.7416,87639.78972,64941.89997,173571.3377,879764.5461,,317878.0929,446033.6021,540067.491,,3554868.066,,34275.29887,1641206.909,2141149.2,3053071.445,,999144.204,451355.4291,1426528.674,58377.22629,1.20E+07,7938.406201,124431.1108,666668.0414,1561291.331,2578079.298,2206.845396,17500000,,,,331259.1567,242074.1757,130593.4518,4053.706235,,332714.2324,,,2248.290374,2182036.15,1841550.728,,708655.0836,,5404.204995,7896.026941,12688.41625,42200000,6146690.938,3501.437007,1220706.659,,1473148.931,1144688.77,43200000,40800000,597528.1632,1176065.419
670/417.0836mz/8.03min,3527383.36,4186235.335,3942854.931,3914636.751,3778207.282,4575.962417,,32993.00163,132750.4808,,,,3715.219087,,2937.323936,3996.792656,,1.01E+08,,,82495.82998,,737702.2741,7765.611064,4457562.286,,6997841.044,108472.8045,79297.1018,10627.01046,6854676.767,,65188.37984,,122512.1057,68455.83932,270801.9354,9327.70604,10100000,3928757.794,13100000,12679.64864,,7909.018535,972897.637,,,5229.677109,65292.24198,,,,259249.451,93009.53862,282090.5756,1401455.637,5276.826561,89500000,3805.39144,545701.0996,27904.36731,22192.76907,1518289.028,1667503.947,,
673/435.1303mz/7.49min,4470968.925,5373603.742,5710223.921,5306682.345,5364734.025,,14209.55133,1136078.995,6532559.968,26030.22684,40327.048,19987.28718,22785.03142,27881.57928,32210.06768,37244.66502,8510.746377,1363749.543,4008.588354,4859.401816,175656.8378,15237.46457,8925.110076,4378.933806,5914934.471,,77300000,425942.8356,8374.923516,4008.894946,10800000,17509.5313,35948.04774,,110044.9206,19997.22147,6279.822744,7517.149409,4.30E+07,12300000,77400000,,,41965.16265,970369.4546,,,35011.99703,92393.08106,16286.02283,10542.47555,,6287.784697,4237.934041,6263.569336,10363.34517,11835.33328,1302935.214,16401.7801,455508.232,96726.19419,142820.6295,7279.932188,20319.77147,359944.1327,855515.8611
677/417.2374mz/8.50min,3436434.236,4037442.717,3786826.398,3742064.23,4096907.117,25935.98111,673470.3713,252044.8871,157571.0871,974359.2649,370270.5685,234693.1263,709493.1961,635650.7818,713659.8346,373901.4171,3269839.528,1221109.252,4185231.975,3669848.128,5483518.336,1513946.217,1121872.323,6186010.207,668182.8396,2831861.454,986478.6795,3664057.833,10500000,6354988.614,719831.2329,4231974.09,5810089.36,,5692274.971,7587901.283,2702873.282,6239669.858,1310025.766,492446.5574,846039.39,29203.14762,,372522.4669,1982211.11,,,1026989.943,4801422.261,135884.0721,281378.0047,,2725601.394,7978125.941,2623565.237,13300000,5939484.756,1029416.771,778390.4662,1179007.497,3042355.069,2979473.213,15900000,1.50E+07,843609.1609,1118256.348
679/1037.5332mz/13.06min,2651405.032,2914094.097,2864525.592,2958566.844,2942756.823,,50647.6246,489624.8727,584639.6271,,12862.05955,1707273.393,321397.7223,113288.5132,63530.89232,1759166.372,9832.292461,,42557.94264,8511.750381,948376.913,17304.06393,8687082.79,2982334.654,5408053.133,9220.704492,14300000,3515200.747,312020.0713,7304.277334,7294748.574,782949.6038,772203.4482,6931.596539,5087718.116,535534.2503,683484.2472,992642.6986,6612702.891,4687786.375,7545648.024,,6220.012412,363760.8384,18500000,6655.425322,,198076.9941,3074024.557,1281675.02,16286.4743,,1303457.338,475722.9807,869904.9407,2350763.097,3876967.975,10816.19601,111424.5725,10600000,451849.5891,1701409.923,7103366.367,2286571.024,935146.0169,1606225.04
682/515.1406mz/5.60min,4160846.292,4949134.724,4933325.933,5078810.238,4872077.036,,2471009.409,481687.0131,466225.3989,2148806.996,698491.2299,3130832.481,2008392.215,1840231.597,980833.3007,2153522.336,2905490.773,1709970.355,8446111.618,9188525.482,18800000,1860308.61,1033796.77,13300000,1741708.9,6400610.682,1732594.895,4521255.067,11035.90582,7951559.68,2666670.786,12700000,17100000,,8409976.264,10028.71201,6191107.412,4201270.003,1866643.637,861526.6234,1852869.094,,,5665532.193,4078199.63,,,4423.250728,7857907.842,1495187.201,274209.2866,,6022809.964,8604.938789,5759925.852,27044.01043,15200000,1365720.271,4194.925078,3538785.799,12700000,6109594.251,60168.13005,27862.95536,8192875.155,9763016.926
683/381.1766mz/5.87min,3587098.163,3950748.32,4130483.511,4181482.571,4595965.249,14801.27911,2801698.255,6970800.774,7072226.365,1006185.037,1144470.542,3202785.023,1835962.243,1646582.72,995081.9116,2454744.367,1808200.161,2648866.74,1328682.36,6063969.183,1595733.54,6201879.846,1772046.679,3424000.81,3485022.73,4288294.236,7580205.592,3171536.754,3018202.708,889394.591,5167077.201,2497247.701,4129432.195,,4816720.002,8301900.097,2299706.773,1195262.435,4261811.766,3327327.816,5485594.127,51862.17616,,4118057.037,5079045.732,,,3602069.93,1918944.28,2010240.469,710657.2193,,1929124.479,3379200.273,2262142.47,6602366.725,4803366.527,1858656.223,3176040.09,3688069.256,2039736.334,2057313.281,7171640.114,5672165.916,6389696.258,7785107.06
684/523.3487mz/9.56min,4886423.61,5284526.295,5295506.888,5557014.792,5712217.595,109730.4121,1941665.514,2122472.626,1715509.697,5460520.049,3164723.117,1490176.167,1553016.107,2568533.689,3800797.362,1172869.075,8976694.918,4393797.829,6491523.246,8367762.101,4510135.113,5386012.846,224851.2257,5219398.887,6312691.444,8330645.052,6930865.549,3580349.012,6855058.079,7579449.269,6943101.565,3569023.245,6381689.698,,2758126.139,6148530.98,2013630.907,4582180.711,7727623.934,3686442.769,9664239.558,79352.11014,,7161143.016,2934559.894,,,2730237.157,3149798.249,800290.8553,1835666.804,,1923773.167,5815907.669,1874629.811,6279509.463,8126569.136,3416813.785,2159826.32,2026300.886,3293245.149,2609968.228,7550167.359,6463589.908,8364741.669,9695700.726
685/396.1959mz/5.52min,7293578.143,4348980.127,4326224.175,4725956.813,4618436.967,38958.91033,1818992.414,2074170.519,1021040.539,570726.0819,3256413.873,2305295.193,1535783.998,2158794.383,1984293.297,605075.591,1209458.635,1522382.507,3938084.499,3517217.792,1147427.844,3564898.503,2594328.617,7216268.616,4478373.024,3079328.745,2913513.454,3990457,1576669.829,1632451.246,7360157.24,1494543.376,6919131.172,,6903155.187,1981019.183,4416182.482,5916229.463,2801967.443,2251923.489,2446990.875,26529.29141,,5016686.473,1539649.676,2549.197178,,4852536.356,2223441.143,1572859.923,2101058.804,,4615392.347,776988.8488,4176701.314,9380573.317,6269885.087,1203619.593,3974840.76,1136149.197,1449382.498,2183516.321,10900000,10500000,10100000,15800000
686/395.1923mz/6.75min,3492134.218,3746271.794,3982485.238,3939451.599,4282766.817,377552.1936,10700000,16900000,8716132.152,1.20E+07,12200000,7886254.949,16400000,7858424.226,15600000,8344509.683,22800000,13800000,551551.9919,543287.4768,212201.5262,11200000,84491.45646,560532.7969,227335.2383,416142.6847,52357.60668,60746.10949,513260.951,668235.6786,383358.8933,320522.4644,929185.354,2125.600182,35153.92055,357902.6344,489037.3242,572766.6279,177996.5537,22870.47937,84395.77455,308392.2478,,780371.4508,206365.3808,,,43736.58946,384966.0054,4917368.485,8576066.241,,458451.4177,428514.8041,527273.4534,862858.0766,1035695.477,10500000,91350.32637,3724115.954,5353073.615,9527678.698,1078822.948,1141660.492,1095174.813,824307.59
692/597.0654mz/6.81min,3957608.284,4833324.216,4772557.18,4463826.577,4541102.264,,,1046583.831,985519.5541,,1.40E+07,,,,,11107.60989,,2017501.853,12410.79146,,,18147.3875,3285321.101,,4206127.501,4080.661348,10200000,16100000,13374.22014,23052.5577,4722469.453,,,,17600000,,2828586.535,145438.1818,9274805.393,7352364.691,1.10E+07,,,2159657.489,,,,8663685.743,6774.74748,,10700000,,3964033.955,46530.92458,3454280.609,,1.20E+07,1681721.617,7652044.462,,,,,,2903717.568,3923245.453
694/279.1742mz/6.81min,5072104.684,5252688.868,5433682.511,5552300.379,5153724.303,48075.88817,,1684295.28,1530260.391,,16400000,,,,,,49193.83503,2715326.812,,,,,1916059.109,,4485813.24,,13100000,21800000,,,5592389.026,,10259.91187,,25800000,,3372695.321,555689.4589,11100000,7775559.966,13400000,34584.86815,,2895801.99,,,,1.00E+07,,,11600000,,4669134.365,,4105973.469,5227.143853,14400000,2226296.005,7987868.849,,,2507.27217,,,3713670.367,1936118.961
695/1130.5397mz/12.94min,3336757.909,2876645.943,3418789.68,3400676.345,3681176.867,,137172.7911,792973.568,794004.0256,8194.789717,71453.42087,667995.4776,370540.4453,265782.7522,103193.1346,625338.3745,,18531.04295,46537.00536,33787.59745,965314.8098,83904.82174,1094412.621,3431355.699,4444987.159,,5074649.568,2751803.607,250120.0295,7894.701035,4605302.659,897993.976,445593.6243,5907.224092,3701392.277,956288.3601,175815.7335,2911092.592,4411247.682,4002690.615,3872627.953,,17958.09016,60938.54941,3451041.606,,,26064.17725,2888937.809,367799.0245,31954.78067,,276218.6357,277720.3533,200380.8234,6526581.312,1776388.525,23874.80051,36125.47862,2031377.344,452579.5761,1619128,6172726.643,6018547.665,155702.5322,267132.0715
696/161.0757mz/4.28min,4532866.512,5077137.971,5184737.495,5347888.273,4960479.249,97167.45746,1364796.626,2774427.224,2332967.304,2887583.798,551214.2366,1381076.09,1388305.558,5815871.433,5236129.189,1163889.778,14400000,19200000,2310148.704,3841870.366,1157666.565,19300000,57434.32444,5623971.335,3741203.927,3733811.458,4745266.304,15100000,3198584.3,3169136.203,5130742.819,4927530.918,7613267.211,17004.58034,24800000,1291352.023,1146963.184,3192158.57,5679768.108,7242051.933,6511407.975,95680.14264,18572.30128,2420397.587,713696.8027,18819.21448,8660.732179,586150.3988,353855.8157,887398.2225,341579.1806,15183.81507,1503304.434,2010888.694,1305225.363,778023.7989,12500000,14900000,807260.238,1069826.213,1126648.104,996022.256,996217.2067,818419.933,2416937.682,2530071.721
699/459.9948mz/3.61min,4834054.19,5074445.194,4703584.976,5131679.655,4563253.644,47160.06879,163065.5819,71107.30313,212324.6963,916460.8491,89201.59417,653357.0989,453945.6162,108453.1396,189824.2736,487068.9991,1595597.085,647740.7561,7578872.36,6876377.718,5798176.386,389808.0217,4944748.87,12100000,2199439.968,4968494.71,1595162.546,3644306.284,3771504.962,7133999.12,2920290.445,6757509.74,15200000,,7191488.373,2771064.335,4299371.44,5431215.589,3067453.399,533183.6808,1402080.892,126906.2204,,6422839.639,2552444.398,,,600464.2292,4987016.613,462136.8581,77621.28272,,4634073.043,2574077.507,4440848.692,14100000,19200000,622204.7892,580576.4472,1414616.351,3639675.599,3044359.591,13200000,15200000,10200000,11300000
706/405.1314mz/6.30min,6249637.991,7047320.315,7164622.602,7108309.721,7570227.222,298202.8528,2865366.337,2745724.973,1814245.538,6496283.537,4066746.065,3441155.801,3724189.637,4111683.01,6468381.803,2350372.112,8196116.615,7065338.406,7532517.606,6065318.713,7168677.239,6144275.489,664499.8254,6553896.814,6108692.128,6719116.6,4733429.364,6200578.201,8696860.857,8109853.628,7503751.871,5970813.197,8177363.08,,6644416.442,10100000,7572413.816,5405900.206,5321668.733,5121107.895,6668412.733,254168.2138,,1.10E+07,5570702.271,,2364.833073,6453419.272,5218150.404,1977509.184,2686748.491,,7602817.917,7946288.771,7285345.527,5346779.133,7282341.51,5664611.007,5114460.807,4027286.762,5441070.682,5359304.756,9179349.835,7666653.592,11300000,1.10E+07
709/369.0826mz/5.92min,5522790.567,5785580.854,6603601.055,6171885.297,6408759.194,51696.05958,3631786.012,10400000,11300000,130996.1889,2886928.091,7248691.221,15200000,184314.8734,305562.5409,7860766.018,118015.6353,1567100.631,518600.1057,376717.4516,5705863.125,451922.0729,2927145.401,465478.7872,7848910.664,213331.1437,21700000,6303889.61,589907.1281,565150.232,10100000,162313.7629,425238.3244,,18400000,799459.9994,565478.7619,43341.29344,11800000,2.20E+07,17900000,22975.77114,,1334822.933,9272209.789,,,1112282.48,11600000,4280371.355,2024745.138,,191404.0648,401831.7794,549839.2812,2959235.356,2892856.607,1559064.091,806115.1945,9057028.679,5089067.506,18800000,2681136.298,2182429.696,1573722.668,1737526.432
710/535.0735mz/9.20min,3611725.08,4242825.685,4333634.562,4045789.715,4783122.795,,835552.7796,122324.3098,619795.6289,,2562964.756,,1684468.078,903621.7402,853230.1812,,,4171.508877,,,4969448.822,,4452851.122,3041171.774,595608.3471,,25400000,3364339.952,,,885797.6031,2889962.056,4450910.157,,3186815.042,,323577.2105,,3466111.791,20500000,8961101.914,,,663296.5409,3269.642153,,,45300000,11800000,,1861149.046,8218.441084,797475.9235,27990.1273,564333.6188,,284925.0952,5734.826962,33800000,3829.826337,3481544.871,8296290.709,,,729778.3184,856621.1195
711/697.2358mz/9.37min,3832612.269,4243568.24,4409565.962,4452372.904,4528313.13,3066.090152,1013397.431,23585.7641,3006.985972,,602815.705,838874.7258,888281.8352,675806.0909,1038003.276,273298.4965,641387.2634,1466888.91,,2181737.629,4343317.901,424214.0808,1688765.359,9185867.607,27263.4215,1431554.259,10527.11505,7495117.239,2687949.324,22411.63417,37581.70793,5766099.358,1.10E+07,,9981000.019,6157939.838,3504915.735,5453.055854,8636.09202,14228.95898,9877.96251,2372.227917,2777.019888,3737106.236,1352464.386,6148.839937,2588.172047,1106263.901,4908226.433,626654.8793,493213.6456,3160.826323,3599045.874,3222690.574,3299259.875,16700000,2.60E+07,1138629.727,760193.5822,826196.6116,2668679.167,3311669.208,15900000,15400000,5345922.985,7221196.838
713/747.3458mz/11.04min,3539453.303,3782443.055,3903382.509,4030813.414,4156308.431,,446122.4664,16402.61861,30030.84642,14389.26066,177929.2482,527080.0502,467821.4354,445408.7547,560637.3696,43153.31591,46820.72971,28656.27848,66063.43305,158751.2059,8320820.248,47286.04147,7879990.364,21700000,54039.88528,156270.3857,18291.99579,1279866.769,5020.381377,38332.50778,65629.04712,1.50E+07,1.50E+07,,2634971.102,3560.711528,4258762.473,6902.344753,32382.00844,29623.0542,25195.09124,,,29212.3697,249967.1058,,,520068.6664,4667391.184,210650.5289,135352.2485,,3490184.624,,3750488.812,18300000,12900000,26479.68982,352013.1004,155106.3072,4432231.788,2887337.653,18300000,17600000,101501.3126,399213.0156
715/294.9285mz/5.96min,6541414.135,7251763.324,7144641.714,6416207.666,7178602.838,765619.2911,20906.58307,6369060.212,6436699.081,12744.94923,2401219.44,30875.11805,16466.22873,19789.07558,18248.15036,42141.08712,7300.095557,13700000,20498.68507,17112.72369,36046.45185,15285.35656,8852932.423,20775.44719,9633390.861,16359.77231,12200000,3222182.516,27451.29085,20002.82171,10600000,30588.90576,28289.87088,77907.34073,5252442.47,18055.00797,15100000,11600000,11500000,12900000,11800000,595579.8776,48840.00302,11400000,29998.99052,31305.89499,66731.15343,15300000,16417.85259,25441.2036,1755585.108,55985.60818,15100000,18490.93266,14900000,26958.77436,3068338.623,12600000,13100000,35257.17022,17270.35466,18501.53871,27125.96244,13325.65229,11200000,11700000
716/450.1984mz/6.34min,3536539.103,4109647.363,4451751.635,4721584.091,4734170.969,30249.29689,1245290.955,39901.85305,19174.63506,1565349.341,651998.4854,1405666.88,1786398.655,4092105.203,8974666.379,683612.937,8434769.432,5709071.563,604229.9139,7712702.05,3817156.019,2075458.684,138246.12,4816957.114,133095.2448,7041491.473,122829.0018,1587927.145,8709315.222,735345.1598,105996.2131,6529371.07,1938662.846,,4494031.272,9157988.527,4810997.635,767563.7088,46325.00322,77968.53148,155651.9212,9069.406831,,7249066.138,2659249.242,,,411442.6594,8860924.978,470052.5845,313312.7702,,5889657.671,4722741.401,4818548.337,2856570.662,4427028.348,3540007.893,337775.4798,1789549.874,2342614.004,6851427.044,4191620.994,3356892.166,8165589.036,10200000
717/565.2339mz/6.26min,5279292.447,5805788.994,5933776.492,6109950.967,5867607.849,110178.762,823835.4961,927357.2174,574107.837,1358725.692,771503.1347,3645268.986,2474721.237,6251586.508,9714938.211,1276472.874,1973096.558,2414508.318,1176437.07,3043631.803,1411995.629,1205250.142,3601695.797,2853373.06,570354.7209,3628575.418,948594.4311,8642011.884,16900000,1384159.292,597114.6005,4556624.227,3784275.586,,11200000,2.70E+07,3910715.331,551693.4767,900221.7705,959983.01,1307683.693,133043.4471,2066.892136,10700000,3072592.063,,,1286646.068,10200000,2294877.964,544815.1092,,5593818.17,16300000,4481944.591,3043094.879,15800000,2338071.141,968600.7327,2237680.392,1420892.792,7136393.829,4238177.098,2683889.968,10200000,8765047.695
721/310.0013mz/3.24min,6845169.869,7675246.711,7730257.46,7859830.536,8412414.035,382910.2714,4314037.813,3086000.039,3246906.568,2609236.457,3589991.28,7121426.563,11800000,3595365.689,5455344.598,4232472.482,1536563.94,10700000,9560780.085,5436906.867,5994833.262,20600000,2380035.315,4568707.716,5401827.226,5403015.751,7693206.503,8005420.77,8125078.294,6279017.636,4624529.472,8967946.373,5287829.992,,11800000,6226899.58,5129773.936,8484866.08,7386011.537,8880033.456,6218352.089,230296.3636,2936.071626,6501663.736,4331381.624,3930.326016,4457.399663,15200000,11500000,4139849.585,2761663.359,2797.825342,5921020.838,8077517.527,5472880.479,4578301.517,4769186.882,8293457.659,15200000,4287683.43,5633175.973,11700000,3036862.795,4523366.788,6586287.446,6302892.897
722/623.1273mz/6.97min,3490931.194,4146610.825,4234155.039,4036549.746,4301604.279,,756070.7263,5575547.605,15800000,,158904.0808,,26644.83785,917507.5565,745762.5333,278754.5009,,1968012.445,,,3603883.271,,138357.8512,3573128.992,9200046.593,,44900000,622147.032,,44379.38496,11900000,3940272.33,4018792.428,,87930.55969,183267.8354,,,29700000,10200000,43300000,,,953592.7408,418044.2463,,,3873816.546,2969300.639,60018.08402,157765.9287,,,,,,408422.9672,1455751.459,2899784.948,304356.7036,1773115.832,1059978.577,,,1692342.599,2222778.791
723/287.0559mz/8.23min,4228482.89,5044910.43,5075891.996,4967402.43,4974238.896,5108.546396,15783.50554,7264.9347,15482.86367,6840.704067,7622.736929,25605.89848,21617.71041,18985.60336,235133.4182,21358.09348,8647.534834,138809.8585,6261698.347,3533967.991,1806839.326,11067.67479,1548008.674,5461271.098,1062789.848,2463329.137,1913257.15,279645.7033,8032936.042,12100000,1841548.843,3776725.019,9694647.183,14410.90774,506729.3177,3560704.961,13800000,2005328.648,1262891.032,773336.85,1126933.787,12222.56812,7648.130325,38400000,258455.081,11129.78667,10179.23704,496794.3943,2218506.148,19701.10482,11744.98038,5059.226389,6163437.772,7121883.757,9330242.879,7730605.338,9350249.671,49388.91333,572493.1807,207632.8279,974829.0937,1273248.807,5830512.092,8732845.049,39400000,39500000
725/201.1127mz/9.42min,3835223.13,4124436.428,3943842.085,4004907.727,4687963.886,2655725.661,2711535.581,2858739.82,2693531.484,3404473.232,3055193.054,3835804.827,3856745.793,3664120.035,5253114.615,4255486.395,7691725.28,4000380.004,3563522.865,4916914.377,3672310.722,6429157.122,3104995.797,4006335.863,3082957.647,3900235.098,3348092.321,3028322.097,4377667.581,4196982.154,3321258.864,3131930.659,3438064.175,2189008.818,3558844.148,4023544.849,4249136.563,2800996.21,3242735.644,2692749.456,2952287.669,2307719.023,1916178.552,4811903.783,2757949.351,1997117.489,2003846.203,3117185.712,3356698.352,3319482.045,3043619.572,1954151.031,3487139.054,3439227.835,3813727.383,4659677.77,4666316.561,3482936.828,2822879.175,3766865.826,3175792.275,3722458.741,4483332.659,4450372.198,6092618.166,7365263.564
731/753.2613mz/6.99min,2847478.747,3653764.525,2749570.165,2805571.729,3062593.484,,,414859.3369,102595.0619,,6186982.429,,,,,,,7506315.883,,,,,83146.84284,,650773.5054,,237454.6648,4477124.69,,,2109165.752,,,,5846443.071,45160.23316,2613780.072,632130.905,239977.0622,1569953.145,98358.30328,,,8037669.415,,,,1284125.082,,,4176709.313,,4304789.847,,3052082.892,,8592979.822,5630361.157,1108830.313,,,,,,9048873.842,11800000
737/1215.4737mz/12.94min,4694922.572,4671875.815,4881097.882,4964287.843,5189170.92,7714.361045,481441.0111,2108315.35,1990622.851,11105.00971,381743.3493,1209842.189,1284441.411,821299.1507,432001.8616,1804676.611,,124170.2079,291887.9014,121567.0964,2562224.913,135078.6615,2732345.76,4451347.578,4977312.803,8208.296602,4940655.742,3939882.591,2118974.744,144385.3301,4531271.071,2234578.509,1417269.757,,4038622.093,2736706.075,655414.3605,4738409.716,4113468.337,4253891.803,4198314.657,9972.948691,,302226.3076,4532548.795,5777.912432,,333076.4374,3754312.639,1378083.222,175573.4844,7857.80625,1222865.495,2161681.382,805862.2553,5255610.413,4105557.081,118594.6036,278342.3674,3901975.666,1553764.505,1743858.981,5722699.126,5666001.413,633648.9169,438660.4673
738/605.1879mz/7.65min,2637819.185,3248865.603,3451771.722,3321521.395,3746058.26,52059.31418,374263.3748,6826.256924,,809012.372,638648.426,308319.1869,489426.1856,251838.832,662169.8024,126935.625,1044577.967,822183.9432,5400613.977,4336407.382,9789149.865,1900561.122,1371653.103,4714916.606,,3799037.771,,1579022.469,5292272.93,6293535.474,12882.38086,2899791.36,3453959.974,,2461080.55,3588860.78,7140811.437,4219833.805,35947.30727,,,48337.02277,,8062723.996,1104707.632,,,2915962.571,3743047.778,218683.5654,458966.277,,6527783.407,4158649.748,6542040.638,12800000,14700000,689427.2757,2455553.814,524117.6734,4952980.223,2473383.788,13400000,15100000,9027247.423,9185501.253
741/1213.6021mz/11.98min,3634744.945,3752363.109,3878690.286,3853905.179,4059243.709,35183.49043,236472.3954,2842207.235,1733702.781,221708.4835,1477300.303,3084291.893,563633.5867,616972.036,156307.0104,715038.5548,733084.3396,2235200.217,2849210.725,4453370.653,1635226.244,2119931.777,176128.6355,2713294.453,7436632.222,4780497.937,4015302.509,1388427.912,1912595.223,2127680.483,10600000,1125695.67,13600000,,1763037.795,1621296.592,151671.7449,200523.4385,2973187.476,2893342.502,2281007.633,34982.67589,,7927015.973,1850352.852,,,8778494.262,4472965.059,1984323.143,941230.523,,306183.1719,2102461.504,192925.7124,7911410.152,6132886.075,1877212.692,6939857.509,1379006.465,1032587.271,2922015.714,9201155.453,8162379.251,11200000,15300000
742/213.1127mz/9.27min,4134154.871,4840130.537,4817866.863,4984414.447,5090728.286,384626.3684,5551254.329,4376476.122,5485039.766,4032436.012,7283574.71,4859733.63,6460701.349,3615957.48,3294315.844,4097522.014,10600000,4131138.255,3529616.499,5115440.8,3282380.637,12300000,1906255.308,2252520.943,5164505.302,6877328.835,3239873.38,2020628.114,3248492.201,3082678.295,2310393.038,2518976.558,1907215.038,12489.22097,4951995.192,5364088.548,3990835.705,3185150.637,2934682.412,3799995.575,2673979.819,420471.008,15834.53777,3024612.133,3587630.738,5625.010386,10024.17108,6958591.757,6326796.805,3826686.354,5584985.91,9042.408825,4206603.985,4068537.08,4203634.401,4942481.905,4668855.95,3659605.525,6000531.522,4050366.369,5088112.056,7398606.062,3089801.149,2039235.029,2709780.741,2090164.184
