,41_neg.mzXML.filtered,54_neg.mzXML.filtered,28_neg.mzXML.filtered,15_neg.mzXML.filtered,2_neg.mzXML.filtered,5_neg.mzXML.filtered,9_neg.mzXML.filtered,7_neg.mzXML.filtered,16_neg.mzXML.filtered,3_neg.mzXML.filtered,6_neg.mzXML.filtered,17_neg.mzXML.filtered,8_neg.mzXML.filtered,12_neg.mzXML.filtered,13_neg.mzXML.filtered,11_neg.mzXML.filtered,14_neg.mzXML.filtered,4_neg.mzXML.filtered,23_neg.mzXML.filtered,21_neg.mzXML.filtered,19_neg.mzXML.filtered,10_neg.mzXML.filtered,33_neg.mzXML.filtered,24_neg.mzXML.filtered,20_neg.mzXML.filtered,31_neg.mzXML.filtered,18_neg.mzXML.filtered,32_neg.mzXML.filtered,22_neg.mzXML.filtered,35_neg.mzXML.filtered,25_neg.mzXML.filtered,44_neg.mzXML.filtered,26_neg.mzXML.filtered,55_neg.mzXML.filtered,27_neg.mzXML.filtered,30_neg.mzXML.filtered,34_neg.mzXML.filtered,40_neg.mzXML.filtered,39_neg.mzXML.filtered,42_neg.mzXML.filtered,43_neg.mzXML.filtered,53_neg.mzXML.filtered,57_neg.mzXML.filtered,29_neg.mzXML.filtered,37_neg.mzXML.filtered,60_neg.mzXML.filtered,62_neg.mzXML.filtered,50_neg.mzXML.filtered,47_neg.mzXML.filtered,59_neg.mzXML.filtered,61_neg.mzXML.filtered,64_neg.mzXML.filtered,48_neg.mzXML.filtered,51_neg.mzXML.filtered,52_neg.mzXML.filtered,38_neg.mzXML.filtered,36_neg.mzXML.filtered,56_neg.mzXML.filtered,63_neg.mzXML.filtered,65_neg.mzXML.filtered,66_neg.mzXML.filtered,67_neg.mzXML.filtered,45_neg.mzXML.filtered,46_neg.mzXML.filtered,58_neg.mzXML.filtered,49_neg.mzXML.filtered
8133/146.9384mz/8.02min,914729.3074,2258354.285,2194845.659,1056049.776,2379913.236,1067906.586,1237335.973,1537745.59,2410924.455,3745934.655,601421.0921,1559871.48,2570661.516,1408265.293,1140302.305,8098646.19,1450780.018,3547190.2,521983.883,677857.4441,5290588.074,345556.6128,1288441.081,513159.4004,1852117.541,361010.6252,3026860.702,2653496.336,1200416.05,1021265.986,551513.8734,1332129.757,868667.1206,3200093.939,1542728.102,899306.9773,2113515.187,1460792.353,2141618.305,1163138.703,1312193.36,2183943.33,3107405.14,1204845.23,3147302.195,1166774.61,2780006.561,1811128.839,4369967.147,1778992.162,5865325.237,4972410.107,2255509.187,2283505.255,908940.6204,756919.7218,1667843.708,2301030.767,3005297.782,3128215.59,876759.2744,929386.2791,2585969.732,583420.8211,2145078.68,1219844.605
8271/547.1230mz/9.55min,3661.116753,5044.303623,11186.10572,11469.50108,13475.14679,,12525.44669,3059.639238,3018.558597,,,8583.005135,,,3543.603486,6172.909131,,889514.9258,,5899.734258,8387.796328,11074.71836,3900.41064,5967.196816,5178.959297,,13123.14423,31997.93972,7297.526924,,,6066.647783,6266.546309,,33800.70757,18334.03307,20706.89122,,4202.389746,3097.009746,,,,24445.32303,4040.605298,2181.199834,,,4058.185137,5157.585874,,,16716.11171,13507.43326,5331.055898,5652.603984,12916.89198,715465.6223,,4800.007236,4781.850575,,26349.37096,6649.881738,14852.37533,46184.19179
8275/548.7469mz/7.40min,14709.03592,12847.96846,18124.1707,25758.40197,19242.65194,2995.925083,,,,,,,,,,2871.943782,,701379.0463,,,,,16184.77948,19970.85193,,,,,319495.8717,,,,46168.59539,,,677057.8142,,,,,,,,,8666.537124,,,,,,,,,187132.328,,,,541147.238,4765.519702,3468.962197,14072.72183,,,,5505.624731,8301.148096
8373/591.0517mz/7.39min,16849.79057,8903.412979,,15093.59803,10288.64728,4697.800649,5694.591563,,5299.529165,24938.10363,4551.268638,,3929.084722,,3317.058091,3538.480034,235444.5843,322152.7712,44983.12148,77628.33403,5823.263086,83189.82574,,26749.73537,6630.348809,66506.57449,12069.2509,6398.921191,72489.1974,35776.02226,,5481.237722,14288.34245,,13445.93836,310425.2824,12046.47955,,,11831.88955,21297.31707,5482.930693,,,8901.53502,,,,,,,,,79044.33,5485.871953,,,239044.2421,5266.512261,3099.010342,7449.422607,5505.684858,,,6420.435062,5692.281156
8425/433.1140mz/7.84min,1356545.794,1596247.522,1537054.341,1598118.342,1758303.286,2341.328181,91485.84578,231193.4945,131087.2793,6977.637129,139920.3261,30898.32264,105769.9248,5081.662923,42874.14336,23816.10583,29306.72519,585525.0461,477206.8859,191431.9069,4128371.351,66901.55367,450686.5045,860484.8595,5788373.296,66423.36615,9159141.929,1311677.243,261984.121,434854.1086,6052321.766,916653.6219,3201347.619,,1417300.483,309543.1456,445229.2339,1889869.886,6063214.61,3386963.26,11100000,,,191796.4037,1047159.355,,2172.23573,1459842.109,839224.1454,39042.91007,114606.3795,,376254.8693,383801.2589,396172.3305,653931.1944,380648.541,421766.638,1227835.163,555777.083,2244099.389,333564.1942,554181.409,690314.8094,440217.46,512707.9816
8481/461.0308mz/3.92min,58265.02425,75517.65631,26118.74065,20536.06907,71979.14293,10134.44912,11121.87731,358608.7952,268386.7558,54132.16379,5699.79498,23781.53606,175419.8611,80575.34677,50881.89072,155830.7386,22984.14271,514153.6378,14446.15417,13876.24264,15042.768,47577.96874,5523.223425,11203.34032,44147.07233,4923.8946,157217.9243,4685.530576,29396.60637,16213.69479,111646.6254,8666.069295,7215.82998,,13910.23222,9420.268799,9323.257764,5102.935767,32048.38317,934205.2828,73773.20845,3407.691343,,4630.201201,80751.83336,,1964.964346,87742.72018,127115.1327,6055.226733,3556.350416,,5460.840586,7806.402598,12787.19828,36180.56992,9600.643828,513340.6707,53035.53705,85708.58991,11881.19827,197610.0288,25124.27932,11409.90469,10989.59024,6360.285908
8602/281.1243mz/4.57min,1879058.001,1998372.289,2048208.199,1929342.934,1892791.2,80164.16656,163620.8832,,,,,,,,,,,,4008358.99,3338458.06,589141.7749,,683512.7507,1179903.564,2455054.61,1473435.381,2440718.71,2104715.358,1977545.978,1467277.55,2970201.208,756635.9468,588785.8436,,2575380.828,2605234.57,3178065.652,3164993.2,2479018.918,2140499.186,2442995.872,35848.71253,1904.384502,2905794.417,381340.1955,,,1027356.589,1929827.806,,,,2484104.407,2106607.375,2687305.356,1453432.84,4519998.67,,823957.7011,863305.2456,994669.1636,1935718.609,1715330.803,1325442.324,3511218.224,4019478.327
8648/600.1129mz/5.83min,234083.7632,371621.0376,324867.6988,374290.2987,201292.444,2486.608389,41053.35569,89776.28184,3531.071968,611862.6622,219800.6384,6379.236725,19523.28586,5594.736644,14083.57652,3826.416562,129229.5151,15196.83357,1943053.629,226636.5375,139402.2741,8097.982852,233016.2155,68156.02943,76817.54101,157964.6648,6025.071914,177459.8076,54350.57631,1805050.446,97275.37389,32071.6391,199847.7684,,63264.56266,22741.14398,1682592.241,643829.2281,15192.10135,41202.46324,15717.3102,,,339121.0243,70086.15905,,,1367833.924,13507.44472,3390.809927,271819.868,,360439.9117,36073.65012,736818.9719,1536857.054,432898.2476,75170.90343,1033980.956,84392.32075,172984.7749,16438.60082,1632479.982,1097658.753,255300.5306,277069.6334
8668/441.3305mz/8.89min,115810.8479,128829.6837,148445.26,163805.5462,240598.0154,10716.28619,,,,234080.0782,,,,,,,283469.2049,,1824077.469,459873.2795,,1549864.286,,,,524746.2776,,,1766721.548,219775.3897,,,,,,4742965.713,,,2979.932109,,,6216.467571,,,,,,,,,,,,974860.29,,,,,,,,,,,,
8705/363.2390mz/6.40min,71450.70346,153440.6422,72538.18591,62163.32906,129575.1789,,8601.606541,6810.693516,,29342.49898,,,7499.634258,,4627.165434,,59571.86572,23869.48566,729666.6222,190000.3586,115509.9621,25583.46152,38207.58759,129473.4901,134667.8742,219837.3107,58996.78699,61501.06181,64239.38822,514552.7969,92065.07338,223708.5423,125615.2554,,86060.4818,416901.5553,231388.0811,307177.6823,142254.1581,87097.65354,236823.6754,,,150909.1992,,,,271855.1043,202009.1033,,,,228822.3493,149850.6766,198299.8934,93910.65661,105569.5236,30399.88995,178016.893,54148.29855,73056.66011,131040.5656,92686.99978,68647.81632,96036.93237,117658.5145
8708/563.2134mz/8.05min,932079.0742,1047172.428,1000080.875,1180569.511,1188557.843,,40242.76535,9169.320212,14326.19626,186278.4483,107959.8246,40043.37392,21431.56555,33803.74122,70132.89678,17520.21417,435191.1433,261596.1138,1374797.179,2420291.823,3017883.814,21547.85502,200391.7435,1618226.886,287051.5009,2391359.84,44547.35616,1036208.807,3347585.995,2049432.547,217735.0229,1792709.258,2033325.215,3111.821631,761724.1775,1072691.214,1170891.481,822216.2899,151911.714,127830.8474,155446.9202,,,2813432.892,877841.6945,,,390782.8949,603172.5303,5396.257866,20679.28652,,1107555.867,2349952.656,995605.0733,1447640.249,3726143.165,54899.79609,313226.616,281712.2224,1490629.366,348154.0491,1339152.92,1856997.965,3023608.287,3303523.72
8712/298.9384mz/4.73min,422145.2816,461674.0151,686673.0492,832315.9871,720031.528,24300.30814,142609.7495,63046.08286,98912.08825,99690.35207,61874.49533,166676.8018,200085.5769,118737.0034,53245.65283,98233.40672,56290.25356,289082.1323,740019.7673,852719.89,859812.3234,152482.2702,2643002.821,2473867.407,168289.813,389401.3793,348947.5208,303697.8509,235124.1109,583597.7371,329377.438,722273.2564,3582908.615,2630.312681,620387.3708,473448.3049,618176.1853,394867.6477,374185.9114,46894.21731,131789.5418,26063.01092,2187.898528,633461.4324,337154.6372,5648.558854,11794.08223,182536.0709,649026.0222,66185.51561,23720.94292,3241.971401,801516.1793,168426.5367,570974.7074,2388261.102,2792333.884,172559.1265,191241.4402,177776.7888,446175.1284,508430.6087,1937725.855,2080282.355,1639388.098,2319704.935
8777/517.1013mz/8.73min,161529.7147,212870.2651,163549.4573,238342.9625,320855.1282,,17499.59931,11718.27472,8045.881787,98051.00887,24880.85968,21893.55337,6969.237861,30575.3489,13713.29955,,175444.986,20575.04969,538610.7314,438069.9227,117698.0094,235693.9767,118790.5914,344495.5006,38434.11519,360515.3518,20841.48396,51330.82936,191286.2897,354698.4794,97980.05593,106844.0815,566245.7243,,63167.38687,363969.5868,310788.4335,518523.7416,16962.8943,10756.31836,14770.92434,3369.134561,,125643.3883,,,,30489.95308,15804.49852,7744.423887,52854.9161,,258144.1372,117048.0769,247121.0937,260798.7766,193926.4701,12148.89873,43868.45786,,97776.42999,10348.18673,251958.4839,240384.6282,397077.35,585789.7534
8780/551.2134mz/7.21min,455669.3094,879181.3808,868783.9918,822760.9522,773835.3078,,53278.62728,242772.2085,40397.68201,23237.56125,123074.7409,46073.76453,239826.2987,5168.345273,9720.046396,69473.76316,81451.12008,44830.65979,637784.0544,1018502.964,1263689.777,374819.5575,70605.90033,2037987.388,493894.6074,636155.5356,14381.45572,113495.2295,1074556.563,1515316.962,569726.0898,447636.9233,1726593.131,,217414.0981,577256.5918,641495.8112,1283735.271,102437.5386,29663.68696,26010.39633,3808.959697,,2383761.136,19821.35104,,,100798.1033,530558.5213,20186.12385,75158.99608,,565636.7761,1207942.094,862844.2596,791387.7639,2834920.622,47829.17742,136289.0646,33401.10858,583688.3794,440088.3291,1168343.28,1642257.911,2721720.237,2594785.515
8904/561.3240mz/8.34min,510786.9124,598465.5479,576621.5383,571326.6727,664224.921,2639.830334,,,,4310.576091,,,,,,3276.585615,8501.565994,30601.78163,363018.8338,670364.8348,245217.0197,26156.10823,1013120.32,1222150.642,87941.13494,232773.5635,9613.576582,31257.35674,1673355.777,589376.7448,158825.5078,704496.0517,586476.3725,,71291.45524,474662.285,1790131.228,353447.4517,36543.55475,,3901.903843,,,1985118.808,,,,,175036.0641,,,,1552757.565,988784.2743,1654404.764,911576.8787,660339.4768,42775.40535,,,59746.56902,87417.15988,938030.3618,1083429.391,3156506.761,4172538.633
8939/447.2212mz/7.48min,118309.6358,157013.853,415613.6523,451174.349,444059.4492,2619.108435,76743.41162,35953.26004,17054.75156,107052.2164,171576.6194,30104.25241,72194.27549,66103.50442,154635.4806,21761.09736,601183.8463,163851.0287,326565.2548,715534.9638,80804.89667,209969.6247,52171.26952,151393.3452,335757.1742,400460.4508,323260.1898,545374.6327,523712.1217,331072.7589,203495.335,43716.80505,237588.7541,,468439.4451,384315.7524,483421.9418,291045.4282,207001.9361,121556.503,362051.693,,,688286.6451,54092.68308,,,404598.0457,129380.1213,17816.35187,82484.82177,,454928.4956,499162.2329,505472.7181,484323.4846,892345.0113,74788.18163,95040.37831,72997.44505,65966.02862,209230.9533,286157.9644,158854.4212,602890.4776,944866.8322
8942/389.1279mz/5.92min,36396.20625,184128.5532,36578.51418,61646.35465,74891.12162,,13901.89831,,,92210.41496,10502.95966,39472.18574,119862.2845,94315.36541,57276.20394,52124.56958,122941.2569,,426077.683,48753.42467,378713.6161,38498.42602,6824.052151,58235.09977,40472.19121,50090.09517,115456.9777,20303.83825,30394.56705,302354.0233,38316.62988,264684.4205,331280.172,,,11260.18479,,,71039.32389,187252.0167,102257.8814,,,,737420.8356,,,,74284.7794,42736.12658,,,,51129.95818,,24197.15045,27751.45399,,,438139.8129,185527.509,83285.1923,36500.51695,77501.83678,,42345.40781
8968/441.3301mz/9.38min,70667.67497,63560.49182,61928.21291,86714.42209,78934.01928,,,,,100265.0043,,,,,,,124618.9253,,520394.2264,395378.9026,,811790.0477,,,,291270.7092,,,996632.7965,109236.5889,,,,,,2555837.949,,,,,,,,,,,,,,,,,,737669.8898,,,,,,,,,,,,
9026/884.6937mz/6.96min,3935601.579,3351709.478,2482040.029,3796235.726,3036837.401,1368136.901,,,,7980096.567,,,,,,,6337524.694,,8074965.492,7868099.183,,7203220.263,52498.27266,39613.91074,,7688038.54,,,7863816.277,7840071.424,,,,32912.59301,,7266127.155,,,,,,2023617.607,,,,,,,,,,,,4208065.901,,,,,,,,,,,,
9036/663.2844mz/8.21min,903055.5804,958191.7108,1032869.173,989135.2643,1071427.954,,17608.25723,174161.6481,148317.6373,82336.27688,5892.908732,38589.1435,59026.07816,15142.24069,12795.9907,106564.9921,501355.6848,94906.69508,1182349.798,9081323.974,936689.5142,183603.0104,617792.8882,2022794.107,113488.5818,2789223.257,271201.1042,48597.77872,2639061.986,1899531.061,445702.8172,651636.0333,2752451.672,,43016.35288,1222448.39,2543425.871,1270264.035,226748.4659,38687.16426,189885.7964,2730.611492,,265594.2095,14204.58729,,,7864.662656,355136.603,40546.4577,5049.753882,2104.168645,1930406.915,1837611.281,2166624.972,2103195.613,1537646.054,95937.77917,12693.40997,31771.84969,445070.2038,235585.5934,2498421.3,2800825.779,128332.525,278842.6782
9103/371.1347mz/6.32min,579826.4532,597881.0546,506594.9349,473533.6696,549232.1505,10398.20465,107999.5619,187570.1772,118860.5509,168114.0407,239780.0674,41472.9675,120949.267,50201.85644,22886.18684,72499.05199,311482.4409,219912.9162,1119525.797,1514564.133,299575.0112,246024.5556,70992.09125,571636.2279,460837.3858,1627118.785,72561.80763,63669.9198,428874.5716,2261426.049,706673.4407,359984.5417,379045.4467,,103834.5278,362281.4291,777931.3245,2130038.149,208058.5109,290062.296,154274.3676,5349.794553,2178.523726,1611564.743,215411.1322,,,307550.5096,233937.065,34798.86973,180625.3368,,558819.727,642046.3102,663225.4741,475588.5592,1696292.772,277845.1966,279953.5715,136887.0138,287179.9732,280833.0465,999757.4893,532802.1717,1257388.84,417028.5043
9143/461.0810mz/6.22min,35444.01097,33873.58613,49176.80133,43863.03653,19686.97758,5500.879622,,,5346.230171,91363.24925,31183.09015,,,,,3062.409009,62272.71765,,239596.1431,2213925.864,37997.27612,10557.6745,39895.9312,74569.70528,8397.134238,1654428.829,20892.762,,338334.1424,152949.6775,8369.047061,24976.56621,,,,431289.5578,,,28305.86865,10272.58726,13107.5001,3734.468337,,27117.00739,110396.0156,,,17892.40516,21197.00803,,12906.37083,,16797.19289,263889.4832,,,11014.69708,63655.22752,23508.86332,,22056.20443,13697.14283,,,,
9177/569.3546mz/8.76min,501153.7979,584697.8602,620254.5073,563354.1746,596100.0813,2755.314368,176258.3619,227525.0895,81985.40163,395314.8088,245515.9447,33441.78325,63736.32304,112975.7079,366254.9628,73572.10366,685801.8029,419411.7804,595314.995,702513.0986,324839.0408,385061.3116,37573.84042,525359.4576,664522.9771,783230.5928,523593.6418,526943.5138,901141.0852,688838.7083,717949.4513,382009.2656,721317.9897,,493460.0445,534666.0699,241700.299,436044.4722,613287.2973,703606.032,661096.0213,,,723446.0251,445499.6428,,,377239.6594,351858.2316,55672.85569,209239.2864,,207621.137,785811.5401,116711.403,736061.1604,1231821.922,308416.5392,310277.915,327215.1524,333008.3312,250230.3628,1009987.71,891864.0828,886970.497,730907.6672
9208/293.1600mz/6.88min,32728.89437,43738.755,,,19495.40555,,9240.777832,,,49640.91258,,,,,3129.309697,7174.132148,178489.6744,,123155.2214,290978.6386,,180643.2075,,3750.113276,3989.151782,91052.30297,,,47190.59725,78664.79501,,,,,,88467.57914,,,,,,,,,3878.264268,,,,,,,,,63496.93734,,7612.383223,,,,,,,,5481.580005,5334.033208,7233.915527
9216/461.2246mz/7.30min,80825.86502,227754.342,369020.9436,555083.5481,213432.998,,76788.52977,65875.80832,95355.61668,21712.08375,47973.84185,68828.19146,45862.39003,36288.48657,72106.69299,36960.58828,48580.88525,57070.65671,560484.5482,541390.6244,160455.8076,39319.6783,32583.8115,310489.7579,353937.1771,471309.7956,131673.9142,115464.4726,1280474.305,539179.9685,523727.6644,225321.8398,297701.6627,,169785.0818,818490.9841,358932.6055,2716678.724,233715.2307,87369.33951,125252.5519,2659.446313,,819839.0657,57580.53504,,,40946.26503,212797.6474,28091.71058,44849.48272,,225209.9604,764749.0099,216817.9313,403320.7407,735574.2216,91314.36012,95738.09341,25641.24667,127878.9481,68057.41148,571064.4523,514112.784,940049.3482,932794.4432
9310/350.1896mz/4.95min,36961.66558,77394.15187,78484.58367,85817.47781,85183.52414,,,67398.51337,46144.99202,4658.350371,48579.99445,,,16629.43125,,,54792.13582,34273.74604,235522.2952,410261.6569,,116751.388,112215.0434,479777.774,325522.7223,312415.6716,198134.9207,198751.0588,61047.98896,114396.5275,633577.4282,43627.58133,328284.6257,,453350.6148,56832.08449,273943.3784,659558.6341,239468.6054,132975.2218,127078.9372,,,236330.4918,,,,51039.37547,,,39728.49656,,265266.9408,128010.6184,241839.7168,310166.4915,350911.8927,83838.3434,146933.4868,,,,260943.1258,418197.556,706399.4,920450.8389
9359/465.1988mz/6.16min,122849.7049,104084.8107,174331.415,76516.58979,189928.4786,,6103.695527,13910.65514,25828.942,80325.16305,10119.75495,8513.071252,17959.86737,,,12784.43378,28991.5798,31755.42595,378696.2631,464961.0385,192411.4915,31657.72828,15505.25132,58082.34192,49577.57463,682180.6232,38295.19977,31635.13887,547507.6692,469365.5442,192638.4704,95061.15275,140049.3647,,45748.57339,259670.6099,151686.948,249343.9138,105012.9865,54429.7692,72837.98624,,,438783.2777,98880.57563,,,73109.95749,76639.66087,4270.042427,12414.41127,,190033.045,381961.0779,71451.95066,247502.018,550244.1132,19913.06174,36963.05944,41056.14697,76698.64015,21503.23412,203942.2192,321314.8206,116726.3553,140116.2552
9363/421.1535mz/5.81min,30529.99066,2.00E+07,18500000,1.60E+07,19600000,8544.770149,16816.93707,93298.69227,172100.236,21502.9027,96093.76775,39600.02247,24855.81491,138659.3617,56449.48455,48276.23189,2804349.31,3367825.634,27506.80586,300844.6617,52185.06185,155325.0668,5793749.7,29400000,892606.0249,788195.5182,139119.1185,13150.69497,4849848.18,25500000,1211691.497,21468.08152,24041.65349,2889.651669,26500000,1280154.316,30200000,13700000,417339.7447,164312.2888,279620.6944,34380.06801,,16400000,24717.16589,2267.204729,3158.759863,2543145.124,68795.8599,11253.72881,105471.6263,6521.519839,27200000,2659048.217,31500000,33700000,41479.43052,3966567.311,2525998.497,,32409.76225,35046.16667,4.50E+07,,19600000,22200000
9388/465.2699mz/7.84min,1302626.328,1634591.945,1608325.327,1450766.295,1766727.597,20926.30719,508570.728,927899.2522,272565.6358,329915.1263,1010520.256,1371540.52,860653.0764,545115.3426,841292.8058,1270037.924,606409.4782,1327451.475,917339.0182,332217.9641,4016746.154,349589.2238,691642.294,2725148.639,1399834.639,333188.6147,272787.0384,756120.6626,1223394.657,597303.9834,2817192.848,1531055.07,4162535.238,1942.985083,736494.4189,679627.4371,1698849.549,507998.9951,928840.1139,213969.6274,657353.1398,7249.874828,,2273104.566,1280470.974,,,865067.1693,2277204.506,829985.3306,605037.5606,,1977251.153,833708.6671,1758283.755,3089786.03,3590859.769,1131451.244,571707.4166,1215467.298,2937512.494,1924059.372,2789931.354,3226260.417,2144981.828,2184672.796
