windowID,windMzMid,windRtMid,15_neg,28_neg,2_neg,41_neg,54_neg
window000000005,330.1196,2.038,525251,534377,573410,451893,522302
window000000014,272.1617,2.289,2696356,2545156,2664041,2186590,2436230
window000000021,265.093,2.388,5477882,5563506,5603024,5173000,5490384
window000000044,295.1035,2.482,11609573,11324207,12160744,10370422,11132316
window000000058,312.0951,2.597,659042,633496,666263,630309,666398
window000000059,515.162,2.593,717158,641935,772115,639447,718113
window000000079,267.0736,2.712,1185516,1064245,1212432,1049777,1090854
window000000081,282.0845,2.708,1308696,1341220,1380204,1187195,1303684
window000000088,297.1192,2.744,3715609,3687665,4030912,3377029,3519258
window000000098,329.088,2.822,1284203,1233955,1280124,1157082,1264940
window000000101,273.1458,2.801,408472,391892,431204,414867,410636
window000000102,763.216,2.811,979395,1082833,1242974,892758,1019649
window000000116,381.1304,2.924,1207730,1256684,1221240,1118245,1182847
window000000123,639.1766,3.005,17756318,18841650,18868440,14938354,18247848
window000000126,250.072,2.954,1614089,1629313,1840136,1457951,1551288
window000000129,408.0362,3.01,2075162,1910570,1833710,1904144,1844191
window000000131,309.1193,3.017,25281894,24155352,25251338,22545274,24669670
window000000135,294.0623,2.96,763296,787609,790541,636765,610167
window000000137,241.0353,3.033,15209721,16962812,12407157,9178049,16638619
window000000139,147.0653,3.011,2833267,3150402,2807506,2365811,2712832
window000000143,239.0195,3.044,2109530,2303857,1574022,1257960,2301780
window000000145,661.1589,3.006,2641817,2795220,2914492,2298276,2626515
window000000149,347.0984,3.039,1275518,1194737,1188500,1029588,1236793
window000000150,326.1094,3.01,720058,717961,714028,602233,760193
window000000154,692.088,3.013,1273578,1209144,1250278,1052752,1189117
window000000157,760.0759,3.008,264990,252783,318159,205624,227431
window000000163,115.0389,3.071,1036566,984720,1026706,915966,1013207
window000000166,376.1184,3.059,1492778,1396494,1325703,1080021,1745271
window000000177,366.0254,3.098,727485,674520,727867,623529,650856
window000000181,357.1298,3.115,1304653,1237069,1207276,1037624,1195594
window000000184,331.0674,3.213,26783528,28485786,30334462,24888026,26724402
window000000186,779.2452,3.118,227314,235528,228110,186676,224954
window000000188,295.1216,3.161,1409850,1399970,1394223,1207365,1276752
window000000192,164.0709,3.21,4629976,4961878,5184182,4187434,4540412
window000000194,310.0023,3.208,1767029,1708707,1762586,1564014,1683885
window000000195,230.0668,3.214,1425974,990557,861698,932963,776538
window000000196,232.0589,3.208,1782877,1923969,1941027,1728275,1755342
window000000198,345.0829,3.227,1886635,1758940,1787308,1698613,1735450
window000000200,367.0647,3.223,803842,834693,900586,705101,789200
window000000201,354.9998,3.216,449215,485992,425373,429747,493812
window000000202,299.0774,3.231,2511674,2438143,2650055,2179356,2557644
window000000207,280.0408,3.22,426849,435660,483107,469919,419191
window000000209,428.0678,3.221,1956303,2010553,1883997,1765590,1874270
window000000213,474.0732,3.227,1007195,1099914,936985,1081769,988572
window000000214,137.0234,3.254,1390717,1476878,1484742,1281442,1299104
window000000220,445.12,3.233,836444,817750,862526,815106,784369
window000000223,384.0666,3.248,234351,209795,193330,212614,206435
window000000226,161.0447,3.314,1425435,1469567,1545676,1315749,1500328
window000000227,542.0603,3.248,202382,240547,179275,206828,221167
window000000229,593.1473,3.242,492072,535686,548033,419856,567676
window000000238,723.2041,3.309,668005,602401,509177,511410,622336
window000000248,287.0648,3.347,561139,700207,1101746,351981,582896
window000000255,377.1077,3.406,600274,642182,622846,526849,567020
window000000259,653.1924,3.368,197170,205443,209121,164380,207199
window000000264,343.1166,3.395,235138,247886,258458,187467,248349
window000000265,309.1193,3.434,6726720,6972819,7427946,6223182,6791086
window000000282,431.9996,3.498,434793,388721,407959,391280,439013
window000000292,201.1239,3.54,395822,415920,388588,309512,369937
window000000295,414.9973,3.589,2882251,2734902,2878910,2744228,2681198
window000000296,383.0598,3.6,7882349,8133476,7876356,7314536,7315525
window000000297,315.0725,3.607,99429104,98346032,103621360,92514496,95042816
window000000298,536.1252,3.58,848411,1100498,957238,348859,746819
window000000299,361.1143,3.577,408712,404099,418607,351993,412181
window000000302,459.9948,3.596,1661368,1742581,1678780,1614914,1696783
window000000304,631.1519,3.591,4113962,4265566,3977822,3767140,3898353
window000000305,108.0197,3.593,699435,713297,668332,618786,677877
window000000306,671.1486,3.594,1676632,1781364,1906308,1285676,1689046
window000000308,400.0494,3.594,1214451,1131280,1330892,1050462,1053263
window000000309,403.0665,3.606,299761,290126,355729,346539,294106
window000000311,416.998,3.61,525030,446859,493315,528241,448853
window000000315,653.1629,3.596,1448369,1585012,1555864,1417870,1451563
window000000317,314.9236,3.611,668173,606774,711192,548672,619973
window000000322,218.103,3.652,3963277,3930666,3986418,3337132,3700901
window000000323,279.1087,3.673,3079474,2878576,3129337,2561593,3013256
window000000328,359.1157,3.624,441673,446507,505616,367490,415413
window000000336,401.1381,3.692,889263,853262,941353,861483,888272
window000000338,305.0881,3.712,1493487,1535935,1565116,1335579,1549206
window000000350,176.0345,3.743,1269800,1353611,1298259,1252414,1314984
window000000351,447.2099,3.714,211736,201459,238323,192864,228732
window000000353,220.0247,3.741,1276940,1323608,1281697,1193273,1264973
window000000355,313.0747,3.746,705014,703836,819414,685285,731581
window000000361,345.1193,3.8,1848545,1866839,1929723,1665358,2066706
window000000362,588.1146,3.788,735382,950415,633773,269598,725071
window000000366,378.0976,3.798,860177,879731,919062,803625,917057
window000000384,160.0396,3.9,1142192,1215164,1199994,1130521,1064994
window000000387,461.1304,3.908,1992887,1901016,1893149,1798218,1975217
window000000391,204.0297,3.906,883572,885363,862135,733260,782395
window000000394,187.0605,3.932,952278,903173,970488,847205,925585
window000000405,316.0758,3.984,203939,188710,225123,180369,181731
window000000409,323.1117,4.01,2305077,2328381,2316020,1396942,1896287
window000000416,544.1245,4.025,1836407,1655744,884048,1387491,1756037
window000000436,359.0983,4.117,1861855,1697971,1924320,1712116,1925972
window000000438,594.1548,4.083,428498,361436,224728,344294,341873
window000000442,179.0342,4.254,46817796,43032304,43107452,38891584,40783432
window000000443,135.0441,4.245,46114836,40728668,42438644,38343656,41349648
window000000445,410.9659,4.214,7911128,7427572,7650305,6978136,7447254
window000000446,311.0412,4.255,147326672,130596520,133644296,115332552,130225304
window000000447,333.023,4.24,12062268,10662592,11049824,9768355,10563131
window000000448,149.0082,4.225,31561492,29778480,30451498,26025442,29351160
window000000451,477.9451,4.217,1046510,1131245,964037,1060307,1028776
window000000455,447.1144,4.179,5210196,5703380,5761780,4950338,5215666
window000000456,623.0893,4.231,75179408,67261432,61449656,50075124,58322344
window000000458,394.9927,4.208,689545,789335,724984,665545,595618
window000000462,645.0714,4.22,15870724,12917273,12897750,11121935,11226433
window000000463,201.0163,4.211,755309,629813,701249,548449,617309
window000000470,676.0008,4.211,5716771,5025220,4668014,4158242,4174334
window000000475,309.0254,4.225,1578070,1384300,1754246,1096473,1237153
window000000476,337.4968,4.214,2538032,2562456,1945471,1750804,1894582
window000000477,667.0541,4.208,1521343,1306869,1242130,1142340,1430146
window000000488,379.0221,4.23,6826597,5744310,6348256,5472607,6106518
window000000490,661.0416,4.204,1008141,895844,867200,775866,713342
window000000504,203.082,4.264,5788431,5491825,5325855,4590427,5724866
window000000517,315.0724,4.318,6988927,6686000,7206360,5575410,6991191
window000000518,271.0829,4.277,2331087,2208788,2243482,1905501,2228110
window000000521,310.0933,4.313,4207944,4213670,4446722,3724861,4242334
window000000524,161.081,4.268,1918297,1936024,1666054,1619641,1795342
window000000526,425.0365,4.346,6793420,4824081,2456610,6753874,5618071
window000000529,343.1034,4.303,490198,618770,587787,435175,505654
window000000532,225.0644,4.283,346324,364560,353009,304033,323803
window000000541,281.1242,4.332,2950148,2793623,3064022,2466700,2817011
window000000547,210.0402,4.346,1100135,953668,972882,900427,982206
window000000548,380.0367,4.337,894101,832188,908326,822306,826104
window000000549,323.1348,4.396,64027000,61005828,67447096,56791712,65968748
window000000554,148.0394,4.348,699794,696293,634808,666056,678883
window000000569,391.1236,4.39,4526965,4882265,4876486,4229856,4788378
window000000573,422.0519,4.396,2455972,2414301,2695186,2191505,2628799
window000000574,457.1934,4.379,492820,476849,508889,438426,427482
window000000578,205.0713,4.403,1022426,1046283,1127669,860850,1009195
window000000580,459.1107,4.407,579502,591993,626270,614969,651630
window000000584,255.051,4.464,2465616,2513164,2477947,2097392,2346827
window000000587,411.9986,4.425,612471,725445,841867,694447,821149
window000000590,647.2773,4.412,1151944,1084608,1250332,973755,1300303
window000000598,310.0934,4.442,2603525,2459481,2696524,2128314,2443638
window000000599,337.1504,4.485,2641810,2658540,2828561,2293647,2882766
window000000602,339.072,4.538,2713062,2572113,2660105,2447275,2538328
window000000603,373.1141,4.526,856561,891865,918178,695707,752320
window000000610,308.0777,4.547,893128,773957,857638,667428,743482
window000000618,294.0623,4.615,3474396,3400916,3594339,3287633,3729761
window000000621,325.1504,4.557,876354,826843,841821,733644,813463
window000000623,215.0378,4.608,1518435,1312610,1414708,1281331,1346246
window000000628,281.1243,4.604,5508454,5212766,5335189,5064883,5627780
window000000631,199.0607,4.574,280247,291734,322590,264338,293307
window000000632,137.0234,4.659,17896136,20643688,21404628,15396630,20878926
window000000633,446.1796,4.604,1078273,993780,1130593,1008412,1070801
window000000636,526.1353,4.624,2032091,725832,179339,3191939,1103997
window000000639,380.0381,4.633,1615765,1616769,1568850,1369912,1649396
window000000641,316.0439,4.627,453260,434416,451230,382186,392877
window000000644,229.1079,4.654,1039578,1086573,1050500,925117,1037464
window000000645,299.0774,4.722,63238748,60416584,64388036,51589824,59500620
window000000650,356.0847,4.703,1157796,1210409,1123128,1001140,1164556
window000000651,367.0647,4.7,8770838,8213974,8304386,6842321,7734182
window000000652,367.1611,4.668,1143676,1068748,1114962,996366,1155019
window000000755,363.0335,4.989,8517377,8625148,8128059,7796392,9816999
window000000756,394.9709,4.963,10710463,11330720,10387901,10275325,10864899
window000000759,613.082,4.962,20380808,20590214,19662908,17893030,19076420
window000000766,591.0994,4.942,15627591,14689415,14008125,12055878,13987946
window000000773,644.0108,4.954,7915296,8322612,7313196,6155546,7170834
window000000776,635.0639,4.948,1802590,2071804,1973340,1971578,1915682
window000000782,117.0334,4.956,1327556,1350233,1164165,1106849,1164197
window000000787,349.9734,4.987,4348202,3943815,3982672,3692354,4220902
window000000790,607.0942,4.94,1495350,1209216,1563733,1371732,1720988
window000000802,629.0629,4.949,1155494,951052,1127794,996447,999716
window000000808,656.0117,4.954,3228702,3129775,3369602,2828235,3421170
window000000827,604.1309,4.954,1464360,1510494,1465759,1199975,1582933
window000000833,293.1241,4.98,2522252,2713519,2519624,2211890,2546357
window000000843,594.1095,5.026,1543801,1511744,1597375,1322969,1533404
window000000848,278.067,5.021,9435449,9170613,8819562,8219729,9269360
window000000865,325.0926,5.087,22500090,23686724,22125628,20597964,23283132
window000000873,635.1372,5.026,1036863,922882,1129604,851018,963736
window000000881,393.0804,5.072,3940006,4267144,3763239,3297474,3945122
window000000888,424.01,5.07,1527914,1600113,1272332,1289840,1358920
window000000892,461.0683,5.073,580543,570387,493601,464013,542938
window000000895,621.1217,5.107,5276673,5152073,5795821,4052826,5521730
window000000897,215.0822,5.091,958455,1045192,1331084,983395,1196221
window000000903,395.1922,5.114,4150208,3765368,3910403,3263110,3720960
window000000906,310.0569,5.105,1469425,1263693,1549180,1128475,1535713
window000000912,119.0491,5.125,8516947,8692926,8155673,7594032,7738642
window000000918,433.208,5.147,12214107,12841858,13503977,10368963,12995501
window000000920,309.1192,5.107,787346,732452,702657,650217,657690
window000000926,215.1397,5.127,2176786,2037272,2245403,2017358,2106686
window000000928,239.0559,5.187,9163413,9070900,9290113,8116372,9090776
window000000934,423.1783,5.146,555445,766606,776717,658783,778135
window000000935,129.0546,5.199,1513839,1535245,1680329,1303825,1562024
window000000946,608.1259,5.191,293985,277749,334044,250787,318380
window000000952,347.0987,5.199,1017312,1096480,1132244,961918,968616
window000000961,391.1149,5.214,659103,668743,692626,607705,670184
window000000963,172.0607,5.2,565377,541191,510708,464848,506135
window000000966,369.0824,5.242,2576815,2414258,2626866,2104891,2339496
window000000967,253.1081,5.239,1093513,1100690,1110375,968580,1158087
window000000968,278.067,5.284,8560070,8681707,9364680,7832972,8859534
window000000970,563.162,5.242,765724,806078,789528,700677,801529
window000000971,341.0878,5.281,1422011,1472297,1507164,1282257,1382264
window000000972,155.034,5.245,887803,1214360,697069,484338,1300860
window000000982,317.5567,5.246,795028,756020,902502,618113,711179
window000000984,435.2239,5.262,2386445,2423656,2445879,2157333,2526514
window000000988,595.1672,5.301,3691480,3562939,3604244,3134988,3630884
window000000995,578.1152,5.304,1306620,1288777,1537185,1221554,1477761
window000000996,619.1421,5.288,851830,920752,1053290,808696,928735
window000000999,292.0828,5.333,2310508,2559889,2480941,2173229,2299417
window000001000,159.0654,5.324,602429,564400,578971,511950,609482
window000001002,552.136,5.31,456835,446837,482854,379203,402267
window000001003,395.1922,5.336,6446858,6303646,6272136,5718766,6535718
window000001004,441.1039,5.325,523757,497148,469915,468765,496928
window000001005,341.1606,5.319,478416,474461,447994,408727,455104
window000001006,349.1865,5.34,5954790,5888017,6228650,5345311,5754154
window000001007,431.1189,5.339,753122,781195,757864,642720,743274
window000001014,325.0748,5.447,58558972,53847376,57520160,46986760,52484300
window000001018,605.1264,5.367,2706346,2842694,2973551,2232250,2877203
window000001020,300.109,5.359,996661,897899,946355,824484,886863
window000001023,346.1144,5.36,785864,844156,891058,754719,799770
window000001025,490.0856,5.351,314194,270606,257952,284044,276020
window000001027,193.0499,5.444,8985494,8060468,8543113,7241200,7705029
window000001028,371.23,5.389,19942402,18818128,19804680,17163472,18849842
window000001031,393.0442,5.418,3514752,3360851,3307628,3040120,3188787
window000001032,177.0186,5.389,988796,1119404,1124265,956945,1052257
window000001034,369.0827,5.462,2599196,2538206,2623598,2185941,2501348
window000001035,134.0363,5.435,2596560,2298794,2465980,1943039,2326271
window000001036,423.9736,5.421,1750536,1674466,1547565,1375068,1495220
window000001037,488.0985,5.388,800304,604839,632326,595988,626699
window000001038,439.2176,5.385,1464941,1431699,1542648,1282958,1448529
window000001039,308.1351,5.405,485698,487934,477662,414274,430448
window000001042,236.0562,5.384,555949,605122,641439,547486,709661
window000001043,379.9837,5.414,1019606,869861,901830,848872,889600
window000001045,379.1609,5.424,3938626,3678484,3888665,3565591,3718704
window000001047,651.1028,5.407,558626,481023,471988,395712,438154
window000001051,620.1256,5.401,1434169,1435912,1591711,1274637,1457019
window000001053,673.1029,5.407,842782,756980,817451,752977,769483
window000001055,451.2186,5.414,1251535,1137562,1130136,1171454,1158945
window000001056,315.1087,5.412,1686350,1903421,1507684,1768529,1848326
window000001057,308.0776,5.442,1546242,1527927,1561419,1300508,1518629
window000001060,471.1549,5.396,475948,432383,374948,350777,395289
window000001061,355.0854,5.501,12759102,12029270,11766905,10440511,12117027
window000001068,401.1452,5.439,1331297,1303352,1316654,1169890,1190680
window000001070,352.104,5.465,2407366,2492434,2663702,2025429,2311782
window000001072,483.2083,5.48,5459812,5240380,5995408,5000135,5565286
window000001073,578.1148,5.457,2117986,1849333,2254485,1766815,2020179
window000001074,337.1506,5.447,1570741,1550490,1554346,1340352,1428832
window000001079,423.0731,5.487,1547444,1403537,1420907,1376432,1468353
window000001081,387.1664,5.491,19625282,18303264,19069600,16254249,19251088
window000001083,623.1253,5.48,864204,886466,942990,819350,835786
window000001089,455.1537,5.5,1772882,1563726,1685431,1368411,1751705
window000001092,605.1272,5.508,3686841,3551691,4034026,2960004,3719155
window000001097,395.1923,5.547,10439525,10698523,10391614,8831918,10743515
window000001099,396.196,5.538,2031184,1797734,1871622,1646262,2021092
window000001101,329.0878,5.514,951848,940252,883958,861818,968604
window000001102,201.0399,5.512,403204,370926,414571,474543,531327
window000001104,619.1416,5.515,1400986,1228916,1530514,1215654,1397684
window000001107,755.2048,5.529,1140301,1062923,1103948,1048711,1054212
window000001117,257.0673,5.533,193139,176088,215910,197001,192136
window000001118,249.1243,5.52,926916,932594,904476,751877,859833
window000001119,249.0403,5.534,654676,508987,486142,587257,661174
window000001123,405.2131,5.529,348453,307782,391111,320406,338135
window000001126,447.1687,5.602,38957612,39407156,38900412,34355468,37190580
window000001127,292.0829,5.593,1898079,1976475,2097691,1804327,1853279
window000001130,267.0512,5.575,951243,984061,995584,783867,884117
window000001131,401.1452,5.593,8011908,7890236,8054874,7063608,7319355
window000001133,437.1219,5.593,1641626,2263041,2167131,1979955,2262658
window000001134,327.1087,5.592,1400623,1487929,1649633,1339120,1438319
window000001137,515.1382,5.596,2092694,2084265,1940056,1655647,2054528
window000001138,546.0679,5.593,1090634,1036031,884550,907960,965070
window000001142,464.1409,5.596,1425831,1303170,1307238,1054538,1295000
window000001144,387.1664,5.662,77695272,79945216,81654328,71071512,79149976
window000001147,439.1187,5.599,495602,577847,653963,662228,661992
window000001151,592.131,5.622,374513,467212,471545,356181,393105
window000001154,651.1913,5.688,1960992,1886232,1842472,1826151,2022651
window000001155,157.0497,5.662,10392588,10917623,11344185,8747230,10285759
window000001156,573.1746,5.688,1741320,2397224,2392184,2274946,2380754
window000001158,600.1936,5.686,2548960,2350684,2586986,2283268,2424228
window000001160,620.1252,5.648,1887756,1768211,1935915,1414640,1610801
window000001162,455.1535,5.676,6619464,7080097,7006314,6197193,6792360
window000001166,113.0596,5.655,1518210,1739630,1767361,1236095,1447312
window000001170,486.0649,5.674,2003699,2017701,1871762,2022594,2136632
window000001171,523.1411,5.674,942474,1083044,1150234,941813,977964
window000001172,301.9731,5.659,468951,455646,421733,399511,471309
window000001176,435.1295,5.672,515183,516070,479500,475578,523443
window000001179,562.12,5.674,743011,705183,799059,620929,793426
window000001191,327.1161,5.688,540297,530958,577698,553329,478861
window000001198,121.0284,5.743,7641434,9601389,9389552,6805815,8866800
window000001206,501.1773,5.699,492278,661038,448215,480112,548297
window000001209,308.0777,5.751,1610999,1502483,1668545,1302170,1442212
window000001218,181.0498,5.731,241806,237594,290152,213753,239627
window000001229,307.1399,5.766,199520,189687,218531,193301,213585
window000001230,521.2031,5.774,466992,510647,509663,397679,476333
window000001231,563.2343,5.791,1519346,1506110,1494150,1208826,1324172
window000001232,431.1922,5.829,50276328,49963464,50597204,44952256,49049200
window000001234,399.0932,5.832,3284898,3238695,3208784,2829394,3083366
window000001240,600.1942,5.788,444937,517394,481602,381190,403354
window000001250,425.1855,5.817,946178,1145788,1240186,1246942,1365486
window000001253,775.2316,5.811,233185,227517,249565,201248,240620
window000001254,567.266,5.809,780852,851044,925948,821036,868513
window000001256,481.1354,5.835,898248,830917,918356,837575,889097
window000001262,421.1626,5.844,8649776,10140245,11139873,9925289,10981494
window000001263,448.1821,5.846,8547743,7538594,8324156,6599761,6827723
window000001264,499.1798,5.843,2735617,2619936,2331879,2468286,2618377
window000001266,427.1868,5.861,7819772,8612135,8417441,8345533,8972047
window000001268,295.046,5.91,305750432,285988992,297074400,257483200,289431072
window000001272,179.0342,5.915,101295840,93765272,98320888,84334968,92322120
window000001275,484.1038,5.849,934430,821552,670940,798176,741928
window000001280,485.1109,5.852,607066,572680,693958,648149,553444
window000001285,381.177,5.866,1955538,1847765,1851962,1655060,1693569
window000001287,250.0719,5.872,892422,993384,961979,815471,838667
window000001292,115.0025,5.938,6028592,5187529,6568836,4562807,5404110
window000001294,681.2404,5.875,9336229,9782729,9679679,8322406,9952020
window000001314,677.2304,5.872,794232,938347,812649,817652,944016
window000001318,759.2345,5.918,2943824,2647249,2634409,2315336,2777872
window000001352,369.0825,5.921,2003864,2071937,1938234,1595092,1822158
window000001360,389.1818,5.969,6813904,6235884,6183542,5488462,5983952
window000001371,613.0812,5.952,55854492,61430804,65557008,55403632,55688244
window000001372,434.2114,5.938,3289856,3220230,3216356,2850767,3712850
window000001375,685.2347,5.942,3892980,3894514,4008681,4523343,3988950
window000001378,327.1084,5.961,5346028,5136776,6042876,5046204,5741656
window000001379,433.2082,5.941,13588079,13218655,15065267,12050852,14751289
window000001382,667.152,5.947,5935364,6523332,6899757,6737234,6477759
window000001392,644.0109,5.961,17179804,16555747,17844690,15387014,15494750
window000001393,591.4824,5.947,4237971,4011285,3997984,3811455,3975862
window000001399,591.0998,5.976,866514368,864925504,883648128,789623680,808497536
window000001400,590.7184,5.952,3339143,3934673,4134326,3302370,3455436
window000001510,755.2043,6.106,5131712,5062954,5326656,4437984,4671034
window000001512,387.1662,6.116,11118525,11496035,12027102,10674807,11259554
window000001513,491.1408,6.102,1257424,1322500,1219970,1231190,1309605
window000001520,431.1922,6.119,2254182,2254077,2276756,1924125,2240070
window000001521,801.2102,6.107,1344284,1306231,1289997,1123852,1267134
window000001522,477.2163,6.128,575475,571629,591333,562542,600680
window000001525,741.1896,6.185,95687832,97259112,92416976,85979128,98125576
window000001530,457.1815,6.121,733105,747707,775799,677081,752573
window000001533,411.1878,6.115,1365565,1328827,1391607,1182679,1364055
window000001539,385.1687,6.128,240453,218390,266279,200993,232359
window000001540,465.104,6.145,857720,928725,908354,742905,861168
window000001542,294.0985,6.131,583889,592056,296682,451988,553352
window000001545,809.1763,6.169,7076272,7345294,6678693,6624634,7707394
window000001549,171.0654,6.157,475230,537026,486005,389562,479407
window000001551,352.1039,6.168,794874,854595,813380,705678,798167
window000001552,359.0984,6.159,1222612,1413499,1364505,1252607,1573024
window000001553,537.1978,6.151,1371898,1363509,1362707,1211326,1355723
window000001555,210.0767,6.166,909261,850971,1006129,840506,909378
window000001556,569.2095,6.171,1117177,1068162,1139314,1053066,1173390
window000001557,363.1661,6.162,1270520,1240367,1155697,1076562,1334572
window000001558,840.1063,6.176,1763697,1696673,1588491,1799781,1849871
window000001560,777.1656,6.176,1048109,1473510,1407139,1360410,1384661
window000001561,855.1822,6.176,1300643,1304849,1224172,1126088,1263508
window000001565,859.1245,6.176,779220,716610,634642,673614,650060
window000001568,403.161,6.186,1373559,1219931,1216236,1261986,1266493
window000001569,609.1468,6.214,9847856,9946467,10012901,8700408,10215749
window000001571,637.1969,6.174,407088,421793,463590,426853,472445
window000001572,877.1641,6.189,623756,730215,740261,729158,681647
window000001574,729.2618,6.215,2939839,2861896,2924498,2486638,2889969
window000001575,366.1194,6.194,1787329,1766350,1702043,1844945,1845914
window000001576,559.1903,6.189,387962,488908,492054,457680,490082
window000001579,461.1668,6.22,5248776,5352688,5296794,4595057,5069380
window000001584,565.2265,6.233,2031839,1961221,1878037,1574504,1891677
window000001586,579.2477,6.204,397339,453065,452247,406294,437902
window000001592,677.1337,6.206,660075,758439,651773,608946,683516
window000001596,271.0825,6.252,522554,531585,499198,464391,538422
window000001602,405.1302,6.286,1762645,1695009,1918014,1607395,1788702
window000001606,583.2033,6.29,531496,558217,591682,572286,529417
window000001607,353.1818,6.251,447280,421665,443215,426520,477419
window000001610,519.2446,6.258,456339,461144,494098,396584,433992
window000001614,755.2048,6.275,6533296,6720352,6174474,6017639,6241416
window000001615,321.1555,6.274,2292269,2251016,2411040,2047920,2300830
window000001617,371.1347,6.289,425243,434495,419450,375535,407326
window000001620,233.0453,6.29,496179,387674,384867,502844,470558
window000001622,477.0676,6.301,1316277,1304793,1412280,1177557,1316858
window000001623,411.1874,6.28,627974,584667,663758,517588,583928
window000001627,361.1406,6.312,1119609,1404816,1354376,961801,1253084
window000001629,225.1129,6.336,1670153,1535265,1567785,1372038,1528306
window000001635,433.2086,6.342,36036888,35364500,38401052,31693008,35145888
window000001639,501.1961,6.334,2212192,2275615,2436114,1893721,2279641
window000001641,423.1699,6.336,1957179,2436629,2889348,2381634,2719195
window000001642,329.1063,6.336,370512,381853,384252,394534,416597
window000001643,450.1977,6.334,1944866,1801970,1991764,1576519,1744977
window000001646,595.1311,6.447,256951040,251770160,264946432,246383904,257324256
window000001648,613.1957,6.397,20971734,20496968,19739726,17282724,20387836
window000001650,403.1609,6.384,4419944,4626616,5021694,3822408,4775543
window000001653,189.0761,6.384,5938560,5314504,5834614,4840823,5930602
window000001655,393.1769,6.394,8782207,7853948,8952433,7563294,8194906
window000001658,355.1032,6.399,2409600,2188254,2441812,2115595,2362623
window000001661,441.2831,6.37,929477,889751,879552,777906,940789
window000001663,663.1186,6.437,18409234,17862984,17756306,18034114,17423730
window000001665,477.2339,6.406,3977297,4261662,4580158,3571656,4124279
window000001667,439.1822,6.408,51359292,50372560,52042376,46302620,48744732
window000001668,461.1665,6.402,3401034,3734357,3588632,3170231,3559207
window000001669,507.1884,6.39,1477679,1518326,1434000,1387099,1517940
window000001670,694.0479,6.434,5311460,4643028,4582588,4828504,4695524
window000001671,257.0642,6.375,247316,278751,253650,260598,254353
window000001672,681.1839,6.407,796394,837716,706370,677030,812382
window000001673,471.1488,6.39,399740,402702,459488,365400,477977
window000001677,631.1089,6.436,3413412,5305014,5060467,5326911,5565054
window000001679,415.161,6.399,611366,684237,788700,615586,586714
window000001685,713.0666,6.437,2001258,1961103,1896119,2130300,2036784
window000001687,437.2029,6.437,2810196,2573473,2920545,2313342,2759914
window000001688,538.0992,6.4,890885,816205,822806,713002,775420
window000001689,456.1721,6.402,1215168,1203126,1235255,991421,1092953
window000001690,658.1272,6.44,3968303,3645895,3768087,3342834,3977696
window000001691,762.0354,6.437,875786,842255,769266,796560,919020
window000001692,391.1795,6.437,3391185,3356859,3176375,3089270,3457176
window000001693,492.0938,6.4,574348,582497,520510,506235,480795
window000001696,363.1426,6.427,1342835,1446178,1669022,1171268,1437099
window000001699,535.1934,6.453,2600905,2669959,2961329,2333077,2571873
window000001703,681.0397,6.442,734785,766867,758765,695160,714979
window000001704,725.0896,6.446,742464,892050,917507,767745,935306
window000001707,1191.2696,6.445,6555461,6728943,7362800,6813432,7650667
window000001715,681.1839,6.431,796394,837716,706370,677030,812382
window000001730,1213.2489,6.453,722614,768252,760585,630322,932431
window000001734,547.1565,6.483,3114359,2865015,2542336,2723664,3199182
window000001745,509.2137,6.468,927608,1139532,1041714,799913,1011925
window000001753,119.049,6.512,1022992,957765,930376,982813,936327
window000001759,309.0618,6.541,2416342,2291448,2305565,2087216,2350804
window000001760,429.1951,6.551,1650617,1695426,1597772,1470363,1706192
window000001763,206.0817,6.545,1577726,1372348,1494828,1187382,1516749
window000001767,475.2141,6.572,4455125,4445538,4866519,4066866,4390224
window000001771,331.0437,6.543,573798,559003,562671,446923,570921
window000001776,695.1476,6.564,473423,436224,432939,395956,387946
window000001778,551.1831,6.567,644823,655059,728813,535913,568214
window000001782,473.2027,6.615,6920740,6962716,7667203,5847750,6200040
window000001783,423.1837,6.567,809271,891748,912606,811460,1019357
window000001784,439.1825,6.584,4633422,4346856,4651240,4024294,4301884
window000001790,427.1972,6.616,9115827,8783823,9602950,7690270,8709133
window000001794,523.207,6.615,6214214,5885078,6247704,5674110,6155820
window000001798,547.1573,6.624,5512068,5484455,4925206,4807420,5915851
window000001801,567.2091,6.63,1713175,1481458,1550286,1337370,1690556
window000001803,471.1868,6.624,1354886,1351487,1431094,1162767,1294465
window000001805,539.1752,6.627,1433596,1474097,1467355,1345393,1405544
window000001808,725.1943,6.68,92945576,92749640,89647072,82384720,93897176
window000001813,569.22,6.627,480973,527812,499797,459137,538587
window000001814,373.1142,6.625,680547,696568,625786,626879,651427
window000001816,451.1246,6.639,2281380,2465592,2461575,2197915,2393685
window000001817,307.1399,6.639,3862246,3571824,3456688,3470524,3980268
window000001821,793.1818,6.666,7188906,7009143,6911018,6242092,6730470
window000001823,607.1625,6.632,315294,328582,289924,297912,308284
window000001826,377.1818,6.666,16923868,16444744,16613276,15115232,16926730
window000001827,616.1098,6.634,280499,271619,295159,263351,274273
window000001828,367.164,6.658,769274,1122252,1150949,992294,1258465
window000001834,387.142,6.669,2637982,2604719,2520039,2515147,2543251
window000001835,824.1116,6.663,1535858,1813545,1431259,1407290,1593872
