"""Compound_tpj""","""met_class""","""Ontology_msdial""","Matching.Attribute","Matching.Attribute.1","Matching.Attribute.2","Modules_comb","Modules_ind","name","selected","shared name"
"NA","""Unk""","""Furanochromones""","""X8370_469.1687_10.50_pos""","""X8370_469.1687_10.50_pos""","""X8370_469.1687_10.50_pos""","4","84","""X8370_469.1687_10.50_pos""","false","""X8370_469.1687_10.50_pos"""
"NA","""Unk""","""null""","""X837_370.7357_7.97_pos""","""X837_370.7357_7.97_pos""","""X837_370.7357_7.97_pos""","60","111","""X837_370.7357_7.97_pos""","false","""X837_370.7357_7.97_pos"""
"NA","""Unk""","""Angular pyranocoumarins""","""X8268_389.1571_8.04_pos""","""X8268_389.1571_8.04_pos""","""X8268_389.1571_8.04_pos""","4","84","""X8268_389.1571_8.04_pos""","false","""X8268_389.1571_8.04_pos"""
"""Bis-gamma-glutamylcysteinylbis-beta-alanine""","""Unk""","""Coumaric acids and derivatives""","""X822_641.1907_3.02_pos""","""X822_641.1907_3.02_pos""","""X822_641.1907_3.02_pos""","41","150","""X822_641.1907_3.02_pos""","false","""X822_641.1907_3.02_pos"""
"NA","""Unk""","""Quassinoids""","""X815_543.1841_7.61_pos""","""X815_543.1841_7.61_pos""","""X815_543.1841_7.61_pos""","51","152","""X815_543.1841_7.61_pos""","false","""X815_543.1841_7.61_pos"""
"NA","""Unk""","""Pyranoisoflavonoids""","""X11931_559.1663_7.62_pos""","""X11931_559.1663_7.62_pos""","""X11931_559.1663_7.62_pos""","51","152","""X11931_559.1663_7.62_pos""","false","""X11931_559.1663_7.62_pos"""
"NA","""Unk""","""Monocyclic monoterpenoids""","""X80_172.1696_12.91_pos""","""X80_172.1696_12.91_pos""","""X80_172.1696_12.91_pos""","58","103","""X80_172.1696_12.91_pos""","false","""X80_172.1696_12.91_pos"""
"NA","""Unk""","""Naphthalenecarboxylic acids and derivatives""","""X7994_543.3139_8.18_pos""","""X7994_543.3139_8.18_pos""","""X7994_543.3139_8.18_pos""","4","84","""X7994_543.3139_8.18_pos""","false","""X7994_543.3139_8.18_pos"""
"NA","""Unk""","""Naphthalenecarboxylic acids and derivatives""","""X7536_543.3142_8.67_pos""","""X7536_543.3142_8.67_pos""","""X7536_543.3142_8.67_pos""","4","84","""X7536_543.3142_8.67_pos""","false","""X7536_543.3142_8.67_pos"""
"NA","""Unk""","""2-methoxychromones""","""X79_259.1099_4.64_pos""","""X79_259.1099_4.64_pos""","""X79_259.1099_4.64_pos""","69","131","""X79_259.1099_4.64_pos""","false","""X79_259.1099_4.64_pos"""
"NA","""Unk""","""Arylnaphthalene lignans""","""X7872_601.2105_4.74_pos""","""X7872_601.2105_4.74_pos""","""X7872_601.2105_4.74_pos""","13","73","""X7872_601.2105_4.74_pos""","false","""X7872_601.2105_4.74_pos"""
"NA","""Unk""","""null""","""X7851_542.2606_7.46_pos""","""X7851_542.2606_7.46_pos""","""X7851_542.2606_7.46_pos""","35","73","""X7851_542.2606_7.46_pos""","false","""X7851_542.2606_7.46_pos"""
"NA","""Unk""","""Iridoid O-glycosides""","""X7842_523.1788_8.58_pos""","""X7842_523.1788_8.58_pos""","""X7842_523.1788_8.58_pos""","77","149","""X7842_523.1788_8.58_pos""","false","""X7842_523.1788_8.58_pos"""
"NA","""Unk""","""Arginine and derivatives""","""X7729_543.3140_9.90_pos""","""X7729_543.3140_9.90_pos""","""X7729_543.3140_9.90_pos""","21","95","""X7729_543.3140_9.90_pos""","false","""X7729_543.3140_9.90_pos"""
"NA","""Unk""","""Unknown""","""X772_216.1208_7.82_pos""","""X772_216.1208_7.82_pos""","""X772_216.1208_7.82_pos""","39","151","""X772_216.1208_7.82_pos""","false","""X772_216.1208_7.82_pos"""
"NA","""Unk""","""Angucyclines""","""X5795_453.1596_3.02_pos""","""X5795_453.1596_3.02_pos""","""X5795_453.1596_3.02_pos""","41","150","""X5795_453.1596_3.02_pos""","false","""X5795_453.1596_3.02_pos"""
"NA","""Unk""","""Alpha amino acid amides""","""X7538_461.2056_8.58_pos""","""X7538_461.2056_8.58_pos""","""X7538_461.2056_8.58_pos""","13","82","""X7538_461.2056_8.58_pos""","false","""X7538_461.2056_8.58_pos"""
"NA","""Unk""","""null""","""X751_591.3587_7.33_pos""","""X751_591.3587_7.33_pos""","""X751_591.3587_7.33_pos""","10","85","""X751_591.3587_7.33_pos""","false","""X751_591.3587_7.33_pos"""
"NA","""Unk""","""Fatty acyl glycosides of mono- and disaccharides""","""X7477_387.2006_6.39_pos""","""X7477_387.2006_6.39_pos""","""X7477_387.2006_6.39_pos""","36","73","""X7477_387.2006_6.39_pos""","false","""X7477_387.2006_6.39_pos"""
"NA","""Unk""","""Flavonoid O-glycosides""","""X7471_515.1179_10.84_pos""","""X7471_515.1179_10.84_pos""","""X7471_515.1179_10.84_pos""","29","72","""X7471_515.1179_10.84_pos""","false","""X7471_515.1179_10.84_pos"""
"NA","""Unk""","""Isoflavones""","""X7459_633.2156_7.33_pos""","""X7459_633.2156_7.33_pos""","""X7459_633.2156_7.33_pos""","36","73","""X7459_633.2156_7.33_pos""","false","""X7459_633.2156_7.33_pos"""
"NA","""Unk""","""Lignan glycosides""","""X7449_573.1861_4.21_pos""","""X7449_573.1861_4.21_pos""","""X7449_573.1861_4.21_pos""","27","145","""X7449_573.1861_4.21_pos""","false","""X7449_573.1861_4.21_pos"""
"NA","""Unk""","NA","""X7448_437.1053_7.63_pos""","""X7448_437.1053_7.63_pos""","""X7448_437.1053_7.63_pos""","35","73","""X7448_437.1053_7.63_pos""","false","""X7448_437.1053_7.63_pos"""
"NA","""Unk""","""Hydrolyzable tannins""","""X7446_517.2256_7.39_pos""","""X7446_517.2256_7.39_pos""","""X7446_517.2256_7.39_pos""","36","73","""X7446_517.2256_7.39_pos""","false","""X7446_517.2256_7.39_pos"""
"NA","""Unk""","NA","""X7419_545.3298_9.29_pos""","""X7419_545.3298_9.29_pos""","""X7419_545.3298_9.29_pos""","21","95","""X7419_545.3298_9.29_pos""","false","""X7419_545.3298_9.29_pos"""
"NA","""Unk""","""Thiazolecarboxylic acids and derivatives""","""X7405_703.2801_8.25_pos""","""X7405_703.2801_8.25_pos""","""X7405_703.2801_8.25_pos""","35","73","""X7405_703.2801_8.25_pos""","false","""X7405_703.2801_8.25_pos"""
"NA","""Unk""","""Chromones""","""X739_252.0870_6.00_pos""","""X739_252.0870_6.00_pos""","""X739_252.0870_6.00_pos""","27","145","""X739_252.0870_6.00_pos""","false","""X739_252.0870_6.00_pos"""
"NA","""Unk""","""Phenolic glycosides""","""X725_381.1223_5.09_pos""","""X725_381.1223_5.09_pos""","""X725_381.1223_5.09_pos""","33","101","""X725_381.1223_5.09_pos""","false","""X725_381.1223_5.09_pos"""
"NA","""Unk""","""null""","""X7148_853.3137_7.86_pos""","""X7148_853.3137_7.86_pos""","""X7148_853.3137_7.86_pos""","34","79","""X7148_853.3137_7.86_pos""","false","""X7148_853.3137_7.86_pos"""
"NA","""Unk""","""Terpene glycosides""","""X7021_371.2049_5.95_pos""","""X7021_371.2049_5.95_pos""","""X7021_371.2049_5.95_pos""","22","96","""X7021_371.2049_5.95_pos""","false","""X7021_371.2049_5.95_pos"""
"NA","""Unk""","""Flavonols""","""X6993_287.0563_10.77_pos""","""X6993_287.0563_10.77_pos""","""X6993_287.0563_10.77_pos""","20","74","""X6993_287.0563_10.77_pos""","false","""X6993_287.0563_10.77_pos"""
"NA","""Unk""","""Benzopyrans""","""X699_268.1227_3.42_pos""","""X699_268.1227_3.42_pos""","""X699_268.1227_3.42_pos""","27","81","""X699_268.1227_3.42_pos""","false","""X699_268.1227_3.42_pos"""
"NA","""Unk""","""null""","""X6978_373.0569_5.40_pos""","""X6978_373.0569_5.40_pos""","""X6978_373.0569_5.40_pos""","10","102","""X6978_373.0569_5.40_pos""","false","""X6978_373.0569_5.40_pos"""
"NA","""Unk""","""Fatty acid esters""","""X695_441.1761_7.95_pos""","""X695_441.1761_7.95_pos""","""X695_441.1761_7.95_pos""","35","73","""X695_441.1761_7.95_pos""","false","""X695_441.1761_7.95_pos"""
"NA","""Unk""","""Harmala alkaloids""","""X693_215.1254_5.70_pos""","""X693_215.1254_5.70_pos""","""X693_215.1254_5.70_pos""","39","78","""X693_215.1254_5.70_pos""","false","""X693_215.1254_5.70_pos"""
"NA","""Unk""","""Medium-chain fatty acids""","""X3520_285.1309_6.63_pos""","""X3520_285.1309_6.63_pos""","""X3520_285.1309_6.63_pos""","13","82","""X3520_285.1309_6.63_pos""","false","""X3520_285.1309_6.63_pos"""
"NA","""Unk""","""Fatty acyl glycosides of mono- and disaccharides""","""X6883_351.1062_6.62_pos""","""X6883_351.1062_6.62_pos""","""X6883_351.1062_6.62_pos""","8","94","""X6883_351.1062_6.62_pos""","false","""X6883_351.1062_6.62_pos"""
"NA","""Unk""","""Unknown""","""X6835_175.1472_10.88_pos""","""X6835_175.1472_10.88_pos""","""X6835_175.1472_10.88_pos""","31","71","""X6835_175.1472_10.88_pos""","false","""X6835_175.1472_10.88_pos"""
"NA","""Unk""","NA","""X155_448.1942_4.63_pos""","""X155_448.1942_4.63_pos""","""X155_448.1942_4.63_pos""","69","131","""X155_448.1942_4.63_pos""","false","""X155_448.1942_4.63_pos"""
"NA","""Unk""","""null""","""X6803_580.1358_5.32_pos""","""X6803_580.1358_5.32_pos""","""X6803_580.1358_5.32_pos""","30","80","""X6803_580.1358_5.32_pos""","false","""X6803_580.1358_5.32_pos"""
"NA","isoeudesmane or cycloeudesmane sesquiterpenoids""","""Eudesmane","""X680_449.1785_7.30_pos""","""X680_449.1785_7.30_pos""","""X680_449.1785_7.30_pos""","59","104","""X680_449.1785_7.30_pos""","false","""X680_449.1785_7.30_pos"""
"NA","""Unk""","""Furofurans""","""X12010_457.2371_7.30_pos""","""X12010_457.2371_7.30_pos""","""X12010_457.2371_7.30_pos""","4","84","""X12010_457.2371_7.30_pos""","false","""X12010_457.2371_7.30_pos"""
"NA","""Unk""","""Butenolides""","""X3125_391.1366_9.02_pos""","""X3125_391.1366_9.02_pos""","""X3125_391.1366_9.02_pos""","77","149","""X3125_391.1366_9.02_pos""","false","""X3125_391.1366_9.02_pos"""
"NA","""Unk""","""Alpha amino acid amides""","""X661_430.1769_6.57_pos""","""X661_430.1769_6.57_pos""","""X661_430.1769_6.57_pos""","69","131","""X661_430.1769_6.57_pos""","false","""X661_430.1769_6.57_pos"""
"NA","""Unk""","NA","""X659_444.2442_8.09_pos""","""X659_444.2442_8.09_pos""","""X659_444.2442_8.09_pos""","60","111","""X659_444.2442_8.09_pos""","false","""X659_444.2442_8.09_pos"""
"NA","""Unk""","""null""","""X6586_695.2919_8.34_pos""","""X6586_695.2919_8.34_pos""","""X6586_695.2919_8.34_pos""","34","79","""X6586_695.2919_8.34_pos""","false","""X6586_695.2919_8.34_pos"""
"NA","""Unk""","""null""","""X655_130.1592_5.09_pos""","""X655_130.1592_5.09_pos""","""X655_130.1592_5.09_pos""","58","103","""X655_130.1592_5.09_pos""","false","""X655_130.1592_5.09_pos"""
"""Quercetin-glc-xyl""","""Flavonoid""","""Anthocyanidin-3-O-glycosides""","""X65_597.1482_6.47_pos""","""X65_597.1482_6.47_pos""","""X65_597.1482_6.47_pos""","20","74","""X65_597.1482_6.47_pos""","false","""X65_597.1482_6.47_pos"""
"NA","""Unk""","""Flavonoid-7-O-glycosides""","""X6488_597.1811_5.35_pos""","""X6488_597.1811_5.35_pos""","""X6488_597.1811_5.35_pos""","30","148","""X6488_597.1811_5.35_pos""","false","""X6488_597.1811_5.35_pos"""
"NA","""Unk""","""Unknown""","""X647_157.0836_3.89_pos""","""X647_157.0836_3.89_pos""","""X647_157.0836_3.89_pos""","39","78","""X647_157.0836_3.89_pos""","false","""X647_157.0836_3.89_pos"""
"NA","""Unk""","""Unknown""","""X6466_163.1174_9.21_pos""","""X6466_163.1174_9.21_pos""","""X6466_163.1174_9.21_pos""","71","133","""X6466_163.1174_9.21_pos""","false","""X6466_163.1174_9.21_pos"""
"NA","""Unk""","""null""","""X1475_321.0271_2.41_pos""","""X1475_321.0271_2.41_pos""","""X1475_321.0271_2.41_pos""","76","147","""X1475_321.0271_2.41_pos""","false","""X1475_321.0271_2.41_pos"""
"NA","""Unk""","""Flavanonols""","""X6425_289.0878_2.41_pos""","""X6425_289.0878_2.41_pos""","""X6425_289.0878_2.41_pos""","76","147","""X6425_289.0878_2.41_pos""","false","""X6425_289.0878_2.41_pos"""
"NA","""Unk""","""Coumarins and derivatives""","""X6420_331.0827_2.62_pos""","""X6420_331.0827_2.62_pos""","""X6420_331.0827_2.62_pos""","70","132","""X6420_331.0827_2.62_pos""","false","""X6420_331.0827_2.62_pos"""
"NA","""Unk""","""Macrolactams""","""X641_805.3296_9.29_pos""","""X641_805.3296_9.29_pos""","""X641_805.3296_9.29_pos""","75","146","""X641_805.3296_9.29_pos""","false","""X641_805.3296_9.29_pos"""
"NA","""Unk""","""null""","""X639_179.0905_6.59_pos""","""X639_179.0905_6.59_pos""","""X639_179.0905_6.59_pos""","39","78","""X639_179.0905_6.59_pos""","false","""X639_179.0905_6.59_pos"""
"NA","""Unk""","""Chromones""","""X638_252.0867_6.55_pos""","""X638_252.0867_6.55_pos""","""X638_252.0867_6.55_pos""","27","145","""X638_252.0867_6.55_pos""","false","""X638_252.0867_6.55_pos"""
"NA","""Unk""","""Phenolic glycosides""","""X632_287.1085_5.11_pos""","""X632_287.1085_5.11_pos""","""X632_287.1085_5.11_pos""","39","78","""X632_287.1085_5.11_pos""","false","""X632_287.1085_5.11_pos"""
"NA","""Unk""","""null""","""X6319_495.0772_5.97_pos""","""X6319_495.0772_5.97_pos""","""X6319_495.0772_5.97_pos""","20","74","""X6319_495.0772_5.97_pos""","false","""X6319_495.0772_5.97_pos"""
"NA","""Unk""","""null""","""X6266_495.0791_5.80_pos""","""X6266_495.0791_5.80_pos""","""X6266_495.0791_5.80_pos""","20","74","""X6266_495.0791_5.80_pos""","false","""X6266_495.0791_5.80_pos"""
"NA","""Unk""","""Flavonoid-3-O-glucuronides""","""X6228_479.0830_6.44_pos""","""X6228_479.0830_6.44_pos""","""X6228_479.0830_6.44_pos""","20","74","""X6228_479.0830_6.44_pos""","false","""X6228_479.0830_6.44_pos"""
"NA","""Unk""","""Xanthones""","""X1919_401.1785_6.44_pos""","""X1919_401.1785_6.44_pos""","""X1919_401.1785_6.44_pos""","35","73","""X1919_401.1785_6.44_pos""","false","""X1919_401.1785_6.44_pos"""
"NA","""Unk""","""null""","""X6223_595.1345_7.00_pos""","""X6223_595.1345_7.00_pos""","""X6223_595.1345_7.00_pos""","26","74","""X6223_595.1345_7.00_pos""","false","""X6223_595.1345_7.00_pos"""
"NA","""Unk""","""Unknown""","""X6218_165.0573_5.10_pos""","""X6218_165.0573_5.10_pos""","""X6218_165.0573_5.10_pos""","10","85","""X6218_165.0573_5.10_pos""","false","""X6218_165.0573_5.10_pos"""
"NA","""Unk""","""null""","""X6206_638.1358_5.25_pos""","""X6206_638.1358_5.25_pos""","""X6206_638.1358_5.25_pos""","30","80","""X6206_638.1358_5.25_pos""","false","""X6206_638.1358_5.25_pos"""
"""Methyl-kaempferol glucuronide""","""Flavonoid""","""Flavonoid-3-O-glucuronides""","""X6187_493.1042_7.90_pos""","""X6187_493.1042_7.90_pos""","""X6187_493.1042_7.90_pos""","20","74","""X6187_493.1042_7.90_pos""","false","""X6187_493.1042_7.90_pos"""
"NA","""Unk""","""Beta carbolines""","""X6027_583.2737_12.23_pos""","""X6027_583.2737_12.23_pos""","""X6027_583.2737_12.23_pos""","7","144","""X6027_583.2737_12.23_pos""","false","""X6027_583.2737_12.23_pos"""
"NA","""Unk""","""null""","""X6_373.2455_5.40_pos""","""X6_373.2455_5.40_pos""","""X6_373.2455_5.40_pos""","10","102","""X6_373.2455_5.40_pos""","false","""X6_373.2455_5.40_pos"""
"NA","""Unk""","""Tetrahydroisoquinolines""","""X5994_180.0937_5.26_pos""","""X5994_180.0937_5.26_pos""","""X5994_180.0937_5.26_pos""","29","72","""X5994_180.0937_5.26_pos""","false","""X5994_180.0937_5.26_pos"""
"NA","""Unk""","""Fatty acyl glycosides of mono- and disaccharides""","""X59_417.1734_6.40_pos""","""X59_417.1734_6.40_pos""","""X59_417.1734_6.40_pos""","13","82","""X59_417.1734_6.40_pos""","false","""X59_417.1734_6.40_pos"""
"NA","""Unk""","""Fatty acyl glycosides of mono- and disaccharides""","""X2118_417.1734_6.58_pos""","""X2118_417.1734_6.58_pos""","""X2118_417.1734_6.58_pos""","13","82","""X2118_417.1734_6.58_pos""","false","""X2118_417.1734_6.58_pos"""
"NA","""Unk""","""Benzofurans""","""X576_197.1170_7.62_pos""","""X576_197.1170_7.62_pos""","""X576_197.1170_7.62_pos""","39","78","""X576_197.1170_7.62_pos""","false","""X576_197.1170_7.62_pos"""
"NA","""Unk""","""Fatty acid esters""","""X575_441.1742_8.73_pos""","""X575_441.1742_8.73_pos""","""X575_441.1742_8.73_pos""","35","73","""X575_441.1742_8.73_pos""","false","""X575_441.1742_8.73_pos"""
"""Quercetin-glcA""","""Flavonoid""","""Flavonoid-3-O-glucuronides""","""X568_479.0825_7.05_pos""","""X568_479.0825_7.05_pos""","""X568_479.0825_7.05_pos""","20","74","""X568_479.0825_7.05_pos""","false","""X568_479.0825_7.05_pos"""
"NA","""Unk""","""Limonoids""","""X561_457.2422_7.70_pos""","""X561_457.2422_7.70_pos""","""X561_457.2422_7.70_pos""","4","84","""X561_457.2422_7.70_pos""","false","""X561_457.2422_7.70_pos"""
"NA","""Unk""","""Cyanogenic glycosides""","""X5540_496.1234_2.59_pos""","""X5540_496.1234_2.59_pos""","""X5540_496.1234_2.59_pos""","74","142","""X5540_496.1234_2.59_pos""","false","""X5540_496.1234_2.59_pos"""
"NA","""Unk""","NA","""X545_344.2279_5.38_pos""","""X545_344.2279_5.38_pos""","""X545_344.2279_5.38_pos""","2","130","""X545_344.2279_5.38_pos""","false","""X545_344.2279_5.38_pos"""
"NA","""Unk""","""Cyanogenic glycosides""","""X5388_496.1237_2.76_pos""","""X5388_496.1237_2.76_pos""","""X5388_496.1237_2.76_pos""","74","142","""X5388_496.1237_2.76_pos""","false","""X5388_496.1237_2.76_pos"""
"NA","""Unk""","""Flavonoid-3-O-glycosides""","""X5377_457.0747_7.34_pos""","""X5377_457.0747_7.34_pos""","""X5377_457.0747_7.34_pos""","20","89","""X5377_457.0747_7.34_pos""","false","""X5377_457.0747_7.34_pos"""
"NA","""Unk""","""Sesquiterpenoids""","""X2269_446.2598_6.28_pos""","""X2269_446.2598_6.28_pos""","""X2269_446.2598_6.28_pos""","58","103","""X2269_446.2598_6.28_pos""","false","""X2269_446.2598_6.28_pos"""
"NA","""Unk""","""Eburnan-type alkaloids""","""X1234_373.1830_8.05_pos""","""X1234_373.1830_8.05_pos""","""X1234_373.1830_8.05_pos""","4","84","""X1234_373.1830_8.05_pos""","false","""X1234_373.1830_8.05_pos"""
"NA","""Unk""","""Anilides""","""X5322_279.1376_3.86_pos""","""X5322_279.1376_3.86_pos""","""X5322_279.1376_3.86_pos""","39","78","""X5322_279.1376_3.86_pos""","false","""X5322_279.1376_3.86_pos"""
"NA","""Unk""","""O-glycosyl compounds""","""X527_379.1025_5.49_pos""","""X527_379.1025_5.49_pos""","""X527_379.1025_5.49_pos""","10","134","""X527_379.1025_5.49_pos""","false","""X527_379.1025_5.49_pos"""
"NA","""Unk""","""Benzylisoquinolines""","""X14794_611.3040_9.45_pos""","""X14794_611.3040_9.45_pos""","""X14794_611.3040_9.45_pos""","3","90","""X14794_611.3040_9.45_pos""","false","""X14794_611.3040_9.45_pos"""
"NA","""Unk""","""null""","""X521_387.3217_12.90_pos""","""X521_387.3217_12.90_pos""","""X521_387.3217_12.90_pos""","58","103","""X521_387.3217_12.90_pos""","false","""X521_387.3217_12.90_pos"""
"NA","""Unk""","""Isoflavones""","""X5187_507.1524_3.46_pos""","""X5187_507.1524_3.46_pos""","""X5187_507.1524_3.46_pos""","74","142","""X5187_507.1524_3.46_pos""","false","""X5187_507.1524_3.46_pos"""
"NA","""Unk""","""Triterpene saponins""","""X5163_943.5260_8.93_pos""","""X5163_943.5260_8.93_pos""","""X5163_943.5260_8.93_pos""","1","137","""X5163_943.5260_8.93_pos""","false","""X5163_943.5260_8.93_pos"""
"NA","""Unk""","""Fatty acyl glycosides of mono- and disaccharides""","""X5162_527.2456_7.56_pos""","""X5162_527.2456_7.56_pos""","""X5162_527.2456_7.56_pos""","73","139","""X5162_527.2456_7.56_pos""","false","""X5162_527.2456_7.56_pos"""
"NA","""Unk""","""Sesquiterpene lactones""","""X5094_369.1649_5.18_pos""","""X5094_369.1649_5.18_pos""","""X5094_369.1649_5.18_pos""","65","120","""X5094_369.1649_5.18_pos""","false","""X5094_369.1649_5.18_pos"""
"NA","""Unk""","""8-prenylated flavanones""","""X1663_355.1500_3.93_pos""","""X1663_355.1500_3.93_pos""","""X1663_355.1500_3.93_pos""","65","120","""X1663_355.1500_3.93_pos""","false","""X1663_355.1500_3.93_pos"""
"NA","""Unk""","""Terpene glycosides""","""X5043_529.2622_7.21_pos""","""X5043_529.2622_7.21_pos""","""X5043_529.2622_7.21_pos""","73","139","""X5043_529.2622_7.21_pos""","false","""X5043_529.2622_7.21_pos"""
"NA","""Unk""","""Eburnan-type alkaloids""","""X504_377.1784_5.22_pos""","""X504_377.1784_5.22_pos""","""X504_377.1784_5.22_pos""","39","85","""X504_377.1784_5.22_pos""","false","""X504_377.1784_5.22_pos"""
"NA","""Unk""","""Unknown""","""X5000_157.0835_3.68_pos""","""X5000_157.0835_3.68_pos""","""X5000_157.0835_3.68_pos""","39","78","""X5000_157.0835_3.68_pos""","false","""X5000_157.0835_3.68_pos"""
"NA","""Unk""","""null""","""X493_272.2583_11.53_pos""","""X493_272.2583_11.53_pos""","""X493_272.2583_11.53_pos""","39","78","""X493_272.2583_11.53_pos""","false","""X493_272.2583_11.53_pos"""
"""Kaempferol-rha-glc""","""Flavonoid""","""Flavonoid-3-O-glycosides""","""X489_595.1701_7.42_pos""","""X489_595.1701_7.42_pos""","""X489_595.1701_7.42_pos""","29","72","""X489_595.1701_7.42_pos""","false","""X489_595.1701_7.42_pos"""
"NA","""Unk""","""Unknown""","""X4851_841.3500_7.43_pos""","""X4851_841.3500_7.43_pos""","""X4851_841.3500_7.43_pos""","34","79","""X4851_841.3500_7.43_pos""","false","""X4851_841.3500_7.43_pos"""
"NA","""Unk""","""Xanthones""","""X1007_423.0896_7.42_pos""","""X1007_423.0896_7.42_pos""","""X1007_423.0896_7.42_pos""","35","73","""X1007_423.0896_7.42_pos""","false","""X1007_423.0896_7.42_pos"""
"NA","""Unk""","""null""","""X4850_514.6573_4.07_pos""","""X4850_514.6573_4.07_pos""","""X4850_514.6573_4.07_pos""","41","138","""X4850_514.6573_4.07_pos""","false","""X4850_514.6573_4.07_pos"""
"""Quercetin-glc-glc""","""Flavonoid""","""Flavonoid-3-O-glycosides""","""X4821_627.1560_6.07_pos""","""X4821_627.1560_6.07_pos""","""X4821_627.1560_6.07_pos""","20","74","""X4821_627.1560_6.07_pos""","false","""X4821_627.1560_6.07_pos"""
"""p-coumaroyl tartaric acid""","""Phenylpropanoid""","""Butenolides""","""X4800_297.0631_4.96_pos""","""X4800_297.0631_4.96_pos""","""X4800_297.0631_4.96_pos""","10","85","""X4800_297.0631_4.96_pos""","false","""X4800_297.0631_4.96_pos"""
"""Jujubasaponin VI""","""Saponin""","""Triterpene saponins""","""X4767_797.4682_12.65_pos""","""X4767_797.4682_12.65_pos""","""X4767_797.4682_12.65_pos""","1","137","""X4767_797.4682_12.65_pos""","false","""X4767_797.4682_12.65_pos"""
"NA","""Unk""","""Flavonols""","""X4583_303.0499_9.51_pos""","""X4583_303.0499_9.51_pos""","""X4583_303.0499_9.51_pos""","20","74","""X4583_303.0499_9.51_pos""","false","""X4583_303.0499_9.51_pos"""
"NA","""Unk""","""Angular pyranocoumarins""","""X4454_389.1515_8.29_pos""","""X4454_389.1515_8.29_pos""","""X4454_389.1515_8.29_pos""","35","73","""X4454_389.1515_8.29_pos""","false","""X4454_389.1515_8.29_pos"""
"NA","""Unk""","""Unknown""","""X4431_291.1888_10.55_pos""","""X4431_291.1888_10.55_pos""","""X4431_291.1888_10.55_pos""","29","72","""X4431_291.1888_10.55_pos""","false","""X4431_291.1888_10.55_pos"""
"NA","""Unk""","""Terpene glycosides""","""X4302_471.2175_7.20_pos""","""X4302_471.2175_7.20_pos""","""X4302_471.2175_7.20_pos""","72","135","""X4302_471.2175_7.20_pos""","false","""X4302_471.2175_7.20_pos"""
"NA","""Unk""","""null""","""X4287_410.0295_5.50_pos""","""X4287_410.0295_5.50_pos""","""X4287_410.0295_5.50_pos""","10","134","""X4287_410.0295_5.50_pos""","false","""X4287_410.0295_5.50_pos"""
