"""Compound_tpj""","""met_class""","""Ontology_msdial""","Matching.Attribute","Matching.Attribute.1","Matching.Attribute.2","Modules_comb","Modules_ind","name","selected","shared name"
"NA","""Unk""","""Lignols""","""X166_579.2088_8.80_neg""","""X166_579.2088_8.80_neg""","""X166_579.2088_8.80_neg""","15","13","""X166_579.2088_8.80_neg""","false","""X166_579.2088_8.80_neg"""
"NA","""Unk""","""Unknown""","""X468_279.1086_3.70_neg""","""X468_279.1086_3.70_neg""","""X468_279.1086_3.70_neg""","2","2","""X468_279.1086_3.70_neg""","false","""X468_279.1086_3.70_neg"""
"NA","""Unk""","""null""","""X16297_440.8443_9.36_neg""","""X16297_440.8443_9.36_neg""","""X16297_440.8443_9.36_neg""","14","12","""X16297_440.8443_9.36_neg""","false","""X16297_440.8443_9.36_neg"""
"NA","""Unk""","""null""","""X4254_771.4013_9.24_neg""","""X4254_771.4013_9.24_neg""","""X4254_771.4013_9.24_neg""","43","58","""X4254_771.4013_9.24_neg""","false","""X4254_771.4013_9.24_neg"""
"NA","""Unk""","NA","""X448_607.1299_7.58_neg""","""X448_607.1299_7.58_neg""","""X448_607.1299_7.58_neg""","20","29","""X448_607.1299_7.58_neg""","false","""X448_607.1299_7.58_neg"""
"NA","""Unk""","""null""","""X13047_456.0733_6.39_neg""","""X13047_456.0733_6.39_neg""","""X13047_456.0733_6.39_neg""","42","57","""X13047_456.0733_6.39_neg""","false","""X13047_456.0733_6.39_neg"""
"""Bis-gamma-glutamylcysteinylbis-beta-alanine""","""Unk""","""Unknown""","""X111_639.1766_3.02_neg""","""X111_639.1766_3.02_neg""","""X111_639.1766_3.02_neg""","41","56","""X111_639.1766_3.02_neg""","false","""X111_639.1766_3.02_neg"""
"""p-coumaroylmalate""","""Phenylpropanoid""","""null""","""X16_279.0510_7.00_neg""","""X16_279.0510_7.00_neg""","""X16_279.0510_7.00_neg""","22","20","""X16_279.0510_7.00_neg""","false","""X16_279.0510_7.00_neg"""
"NA","""Unk""","""null""","""X414_391.1963_6.44_neg""","""X414_391.1963_6.44_neg""","""X414_391.1963_6.44_neg""","35","42","""X414_391.1963_6.44_neg""","false","""X414_391.1963_6.44_neg"""
"NA","""Unk""","""null""","""X15681_653.1925_3.55_neg""","""X15681_653.1925_3.55_neg""","""X15681_653.1925_3.55_neg""","41","56","""X15681_653.1925_3.55_neg""","false","""X15681_653.1925_3.55_neg"""
"NA","""Unk""","""Flavonoid-7-O-glycosides""","""X3932_463.1245_10.45_neg""","""X3932_463.1245_10.45_neg""","""X3932_463.1245_10.45_neg""","8","7","""X3932_463.1245_10.45_neg""","false","""X3932_463.1245_10.45_neg"""
"NA","""Unk""","""N-acyl-alpha amino acids and derivatives""","""X1564_366.0256_3.13_neg""","""X1564_366.0256_3.13_neg""","""X1564_366.0256_3.13_neg""","13","3","""X1564_366.0256_3.13_neg""","false","""X1564_366.0256_3.13_neg"""
"""Soyasaponin I""","""Saponin""","""Triterpene saponins""","""X40_941.5125_12.47_neg""","""X40_941.5125_12.47_neg""","""X40_941.5125_12.47_neg""","1","48","""X40_941.5125_12.47_neg""","false","""X40_941.5125_12.47_neg"""
"NA","""Unk""","NA","""X3976_381.0822_5.82_neg""","""X3976_381.0822_5.82_neg""","""X3976_381.0822_5.82_neg""","11","10","""X3976_381.0822_5.82_neg""","false","""X3976_381.0822_5.82_neg"""
"NA","""Unk""","""null""","""X1584_403.1151_8.04_neg""","""X1584_403.1151_8.04_neg""","""X1584_403.1151_8.04_neg""","10","12","""X1584_403.1151_8.04_neg""","false","""X1584_403.1151_8.04_neg"""
"NA","""Unk""","""Formula predicted""","""X1522_309.1192_5.11_neg""","""X1522_309.1192_5.11_neg""","""X1522_309.1192_5.11_neg""","39","51","""X1522_309.1192_5.11_neg""","false","""X1522_309.1192_5.11_neg"""
"NA","""Unk""","""Formula predicted""","""X131_429.1768_8.25_neg""","""X131_429.1768_8.25_neg""","""X131_429.1768_8.25_neg""","2","2","""X131_429.1768_8.25_neg""","false","""X131_429.1768_8.25_neg"""
"NA","""Unk""","""null""","""X3672_653.1922_3.37_neg""","""X3672_653.1922_3.37_neg""","""X3672_653.1922_3.37_neg""","41","56","""X3672_653.1922_3.37_neg""","false","""X3672_653.1922_3.37_neg"""
"NA","""Unk""","""null""","""X1486_308.0786_4.59_neg""","""X1486_308.0786_4.59_neg""","""X1486_308.0786_4.59_neg""","18","16","""X1486_308.0786_4.59_neg""","false","""X1486_308.0786_4.59_neg"""
"NA","""Unk""","""Unknown""","""X328_164.0684_3.24_neg""","""X328_164.0684_3.24_neg""","""X328_164.0684_3.24_neg""","27","36","""X328_164.0684_3.24_neg""","false","""X328_164.0684_3.24_neg"""
"NA","""Unk""","""null""","""X3243_477.2252_6.13_neg""","""X3243_477.2252_6.13_neg""","""X3243_477.2252_6.13_neg""","36","45","""X3243_477.2252_6.13_neg""","false","""X3243_477.2252_6.13_neg"""
"NA","""Unk""","NA","""X143_467.2135_8.88_neg""","""X143_467.2135_8.88_neg""","""X143_467.2135_8.88_neg""","14","12","""X143_467.2135_8.88_neg""","false","""X143_467.2135_8.88_neg"""
"NA","""Unk""","""null""","""X1452_563.2140_8.11_neg""","""X1452_563.2140_8.11_neg""","""X1452_563.2140_8.11_neg""","29","29","""X1452_563.2140_8.11_neg""","false","""X1452_563.2140_8.11_neg"""
"NA","""Unk""","""null""","""X14434_667.0001_5.92_neg""","""X14434_667.0001_5.92_neg""","""X14434_667.0001_5.92_neg""","22","20","""X14434_667.0001_5.92_neg""","false","""X14434_667.0001_5.92_neg"""
"NA","""Unk""","""Unknown""","""X35_323.1349_4.42_neg""","""X35_323.1349_4.42_neg""","""X35_323.1349_4.42_neg""","10","9","""X35_323.1349_4.42_neg""","false","""X35_323.1349_4.42_neg"""
"NA","""Unk""","""null""","""X3214_805.3310_9.49_neg""","""X3214_805.3310_9.49_neg""","""X3214_805.3310_9.49_neg""","38","47","""X3214_805.3310_9.49_neg""","false","""X3214_805.3310_9.49_neg"""
"NA","""Unk""","""null""","""X1416_421.2437_11.33_neg""","""X1416_421.2437_11.33_neg""","""X1416_421.2437_11.33_neg""","2","2","""X1416_421.2437_11.33_neg""","false","""X1416_421.2437_11.33_neg"""
"NA","""Unk""","""Catechin gallates""","""X102_441.0841_8.89_neg""","""X102_441.0841_8.89_neg""","""X102_441.0841_8.89_neg""","14","12","""X102_441.0841_8.89_neg""","false","""X102_441.0841_8.89_neg"""
"NA","""Unk""","""null""","""X3228_709.2973_8.94_neg""","""X3228_709.2973_8.94_neg""","""X3228_709.2973_8.94_neg""","1","1","""X3228_709.2973_8.94_neg""","false","""X3228_709.2973_8.94_neg"""
"NA","""Saponin""","""null""","""X30_1051.5495_13.09_neg""","""X30_1051.5495_13.09_neg""","""X30_1051.5495_13.09_neg""","40","54","""X30_1051.5495_13.09_neg""","false","""X30_1051.5495_13.09_neg"""
"""7-Epi-12-hydroxyjasmonic acid glucoside""","""Unk""","""Fatty acyl hexosides""","""X140_387.1663_6.13_neg""","""X140_387.1663_6.13_neg""","""X140_387.1663_6.13_neg""","28","28","""X140_387.1663_6.13_neg""","false","""X140_387.1663_6.13_neg"""
"NA","""Unk""","""Terpene glycosides""","""X1412_395.1920_8.04_neg""","""X1412_395.1920_8.04_neg""","""X1412_395.1920_8.04_neg""","4","3","""X1412_395.1920_8.04_neg""","false","""X1412_395.1920_8.04_neg"""
"NA","""Unk""","""null""","""X304_729.3352_12.90_neg""","""X304_729.3352_12.90_neg""","""X304_729.3352_12.90_neg""","1","1","""X304_729.3352_12.90_neg""","false","""X304_729.3352_12.90_neg"""
"NA","""Unk""","""null""","""X1358_379.1969_9.25_neg""","""X1358_379.1969_9.25_neg""","""X1358_379.1969_9.25_neg""","4","3","""X1358_379.1969_9.25_neg""","false","""X1358_379.1969_9.25_neg"""
"NA","""Unk""","""null""","""X2962_621.3126_8.43_neg""","""X2962_621.3126_8.43_neg""","""X2962_621.3126_8.43_neg""","3","3","""X2962_621.3126_8.43_neg""","false","""X2962_621.3126_8.43_neg"""
"NA","""Unk""","""Aminobenzenesulfonamides""","""X134_309.0615_7.34_neg""","""X134_309.0615_7.34_neg""","""X134_309.0615_7.34_neg""","22","20","""X134_309.0615_7.34_neg""","false","""X134_309.0615_7.34_neg"""
"NA","""Unk""","""null""","""X1335_245.1391_8.56_neg""","""X1335_245.1391_8.56_neg""","""X1335_245.1391_8.56_neg""","2","2","""X1335_245.1391_8.56_neg""","false","""X1335_245.1391_8.56_neg"""
"""Kaempferol-rha-glc-xyl""","""Flavonoid""","""Unknown""","""X28_725.1942_6.68_neg""","""X28_725.1942_6.68_neg""","""X28_725.1942_6.68_neg""","26","50","""X28_725.1942_6.68_neg""","false","""X28_725.1942_6.68_neg"""
"NA","""Unk""","""N-acyl-L-alpha-amino acids""","""X1343_245.0937_7.32_neg""","""X1343_245.0937_7.32_neg""","""X1343_245.0937_7.32_neg""","39","51","""X1343_245.0937_7.32_neg""","false","""X1343_245.0937_7.32_neg"""
"NA","""Unk""","""null""","""X1105_379.1972_7.59_neg""","""X1105_379.1972_7.59_neg""","""X1105_379.1972_7.59_neg""","35","42","""X1105_379.1972_7.59_neg""","false","""X1105_379.1972_7.59_neg"""
"NA","""Unk""","""null""","""X1326_333.1917_11.05_neg""","""X1326_333.1917_11.05_neg""","""X1326_333.1917_11.05_neg""","10","9","""X1326_333.1917_11.05_neg""","false","""X1326_333.1917_11.05_neg"""
"NA","""Unk""","""null""","""X13331_471.2572_10.37_neg""","""X13331_471.2572_10.37_neg""","""X13331_471.2572_10.37_neg""","3","3","""X13331_471.2572_10.37_neg""","false","""X13331_471.2572_10.37_neg"""
"NA","""Unk""","""Unknown""","""X274_429.2101_7.08_neg""","""X274_429.2101_7.08_neg""","""X274_429.2101_7.08_neg""","37","46","""X274_429.2101_7.08_neg""","false","""X274_429.2101_7.08_neg"""
"""Quercetin-rha-glc-xyl""","""Flavonoid""","""Flavonoid-3-O-glycosides""","""X25_741.1929_6.19_neg""","""X25_741.1929_6.19_neg""","""X25_741.1929_6.19_neg""","26","50","""X25_741.1929_6.19_neg""","false","""X25_741.1929_6.19_neg"""
"NA","""Unk""","""Catechin gallates""","""X245_487.0884_9.61_neg""","""X245_487.0884_9.61_neg""","""X245_487.0884_9.61_neg""","14","12","""X245_487.0884_9.61_neg""","false","""X245_487.0884_9.61_neg"""
"NA","""Unk""","""O-glucuronides""","""X1044_221.0691_12.23_neg""","""X1044_221.0691_12.23_neg""","""X1044_221.0691_12.23_neg""","3","3","""X1044_221.0691_12.23_neg""","false","""X1044_221.0691_12.23_neg"""
"""(-)-11-hydroxy-9","""Formula predicted""","10-dihydrojasmonic acid 11-beta-D-glucoside""","""X259_389.1819_5.95_neg""","""X259_389.1819_5.95_neg""","""X259_389.1819_5.95_neg""","28","28","""X259_389.1819_5.95_neg""","false","""X259_389.1819_5.95_neg"""
"NA","""Unk""","""null""","""X13128_471.2561_10.20_neg""","""X13128_471.2561_10.20_neg""","""X13128_471.2561_10.20_neg""","4","3","""X13128_471.2561_10.20_neg""","false","""X13128_471.2561_10.20_neg"""
"NA","""Unk""","""Organic acids""","""X231_187.0969_8.08_neg""","""X231_187.0969_8.08_neg""","""X231_187.0969_8.08_neg""","27","27","""X231_187.0969_8.08_neg""","false","""X231_187.0969_8.08_neg"""
"NA","""Unk""","""Flavonols""","""X123_285.0406_10.76_neg""","""X123_285.0406_10.76_neg""","""X123_285.0406_10.76_neg""","20","29","""X123_285.0406_10.76_neg""","false","""X123_285.0406_10.76_neg"""
"NA","""Unk""","""Formula predicted""","""X227_309.1192_3.43_neg""","""X227_309.1192_3.43_neg""","""X227_309.1192_3.43_neg""","32","34","""X227_309.1192_3.43_neg""","false","""X227_309.1192_3.43_neg"""
"NA","""Unk""","""null""","""X1292_762.0360_6.47_neg""","""X1292_762.0360_6.47_neg""","""X1292_762.0360_6.47_neg""","20","22","""X1292_762.0360_6.47_neg""","false","""X1292_762.0360_6.47_neg"""
"NA","""Unk""","""null""","""X2427_391.1923_7.47_neg""","""X2427_391.1923_7.47_neg""","""X2427_391.1923_7.47_neg""","3","26","""X2427_391.1923_7.47_neg""","false","""X2427_391.1923_7.47_neg"""
"""Kaempferol-rha-glc""","""Flavonoid""","""Flavonol O-glycosides""","""X13_593.1509_7.42_neg""","""X13_593.1509_7.42_neg""","""X13_593.1509_7.42_neg""","29","49","""X13_593.1509_7.42_neg""","false","""X13_593.1509_7.42_neg"""
"""Quercetin-glc-glc-xyl""","""Flavonoid""","""Flavonoid-3-O-glycosides""","""X1036_755.2043_5.55_neg""","""X1036_755.2043_5.55_neg""","""X1036_755.2043_5.55_neg""","29","49","""X1036_755.2043_5.55_neg""","false","""X1036_755.2043_5.55_neg"""
"NA","""Unk""","""O-glycosyl compounds""","""X220_491.2139_8.87_neg""","""X220_491.2139_8.87_neg""","""X220_491.2139_8.87_neg""","7","6","""X220_491.2139_8.87_neg""","false","""X220_491.2139_8.87_neg"""
"NA","""Unk""","""null""","""X1258_623.1269_5.50_neg""","""X1258_623.1269_5.50_neg""","""X1258_623.1269_5.50_neg""","20","29","""X1258_623.1269_5.50_neg""","false","""X1258_623.1269_5.50_neg"""
"""Soyasaponin VI -glu""","""Saponin""","""null""","""X219_1229.5963_11.79_neg""","""X219_1229.5963_11.79_neg""","""X219_1229.5963_11.79_neg""","1","43","""X219_1229.5963_11.79_neg""","false","""X219_1229.5963_11.79_neg"""
"""hydroxyjasmonic acid glucoside""","""Unk""","""Fatty acyl hexosides""","""X103_387.1663_5.52_neg""","""X103_387.1663_5.52_neg""","""X103_387.1663_5.52_neg""","28","28","""X103_387.1663_5.52_neg""","false","""X103_387.1663_5.52_neg"""
"NA","""Unk""","""Formula predicted""","""X1282_509.2228_6.47_neg""","""X1282_509.2228_6.47_neg""","""X1282_509.2228_6.47_neg""","35","42","""X1282_509.2228_6.47_neg""","false","""X1282_509.2228_6.47_neg"""
"NA","""Unk""","""Unknown""","""X148_295.1036_2.51_neg""","""X148_295.1036_2.51_neg""","""X148_295.1036_2.51_neg""","32","34","""X148_295.1036_2.51_neg""","false","""X148_295.1036_2.51_neg"""
"NA","""Unk""","""null""","""X2207_679.2827_11.33_neg""","""X2207_679.2827_11.33_neg""","""X2207_679.2827_11.33_neg""","1","1","""X2207_679.2827_11.33_neg""","false","""X2207_679.2827_11.33_neg"""
"NA","""Unk""","""null""","""X101_371.2301_5.40_neg""","""X101_371.2301_5.40_neg""","""X101_371.2301_5.40_neg""","10","9","""X101_371.2301_5.40_neg""","false","""X101_371.2301_5.40_neg"""
"NA","""Unk""","""Isoflavone O-glycosides""","""X1244_461.1056_7.23_neg""","""X1244_461.1056_7.23_neg""","""X1244_461.1056_7.23_neg""","10","9","""X1244_461.1056_7.23_neg""","false","""X1244_461.1056_7.23_neg"""
"NA","""Unk""","""null""","""X2153_693.2780_7.81_neg""","""X2153_693.2780_7.81_neg""","""X2153_693.2780_7.81_neg""","34","39","""X2153_693.2780_7.81_neg""","false","""X2153_693.2780_7.81_neg"""
"NA","""Unk""","""null""","""X1211_647.2959_9.20_neg""","""X1211_647.2959_9.20_neg""","""X1211_647.2959_9.20_neg""","13","3","""X1211_647.2959_9.20_neg""","false","""X1211_647.2959_9.20_neg"""
"NA","""Unk""","NA","""X2082_565.3229_7.82_neg""","""X2082_565.3229_7.82_neg""","""X2082_565.3229_7.82_neg""","4","3","""X2082_565.3229_7.82_neg""","false","""X2082_565.3229_7.82_neg"""
"NA","""Unk""","""null""","""X1016_525.2248_9.20_neg""","""X1016_525.2248_9.20_neg""","""X1016_525.2248_9.20_neg""","13","3","""X1016_525.2248_9.20_neg""","false","""X1016_525.2248_9.20_neg"""
"NA","""Unk""","""Unknown""","""X2105_557.2604_12.21_neg""","""X2105_557.2604_12.21_neg""","""X2105_557.2604_12.21_neg""","7","6","""X2105_557.2604_12.21_neg""","false","""X2105_557.2604_12.21_neg"""
"NA","""Unk""","""null""","""X1207_401.1666_3.71_neg""","""X1207_401.1666_3.71_neg""","""X1207_401.1666_3.71_neg""","2","2","""X1207_401.1666_3.71_neg""","false","""X1207_401.1666_3.71_neg"""
"""Quercetin-glc-xyl""","""Flavonoid""","""Anthocyanidin-3-O-glycosides""","""X12_595.1310_6.47_neg""","""X12_595.1310_6.47_neg""","""X12_595.1310_6.47_neg""","20","22","""X12_595.1310_6.47_neg""","false","""X12_595.1310_6.47_neg"""
"""Jujubasaponin VI""","""Saponin""","""Triterpene saponins""","""X197_795.4546_12.65_neg""","""X197_795.4546_12.65_neg""","""X197_795.4546_12.65_neg""","1","48","""X197_795.4546_12.65_neg""","false","""X197_795.4546_12.65_neg"""
"NA","""Unk""","""Coumestans""","""X2058_267.0273_10.66_neg""","""X2058_267.0273_10.66_neg""","""X2058_267.0273_10.66_neg""","8","7","""X2058_267.0273_10.66_neg""","false","""X2058_267.0273_10.66_neg"""
"NA","""Unk""","""null""","""X1481_855.3652_10.28_neg""","""X1481_855.3652_10.28_neg""","""X1481_855.3652_10.28_neg""","31","31","""X1481_855.3652_10.28_neg""","false","""X1481_855.3652_10.28_neg"""
"""Phaseolic acid""","""Phenylpropanoid""","""null""","""X10_295.0460_5.96_neg""","""X10_295.0460_5.96_neg""","""X10_295.0460_5.96_neg""","22","20","""X10_295.0460_5.96_neg""","false","""X10_295.0460_5.96_neg"""
"NA","""Saponin""","""null""","""X1913_1117.5452_10.33_neg""","""X1913_1117.5452_10.33_neg""","""X1913_1117.5452_10.33_neg""","1","48","""X1913_1117.5452_10.33_neg""","false","""X1913_1117.5452_10.33_neg"""
"NA","""Unk""","""null""","""X1952_803.3149_10.88_neg""","""X1952_803.3149_10.88_neg""","""X1952_803.3149_10.88_neg""","38","47","""X1952_803.3149_10.88_neg""","false","""X1952_803.3149_10.88_neg"""
"NA","""Unk""","""null""","""X1170_267.1182_9.16_neg""","""X1170_267.1182_9.16_neg""","""X1170_267.1182_9.16_neg""","2","2","""X1170_267.1182_9.16_neg""","false","""X1170_267.1182_9.16_neg"""
"NA","""Unk""","""null""","""X1131_230.0663_3.25_neg""","""X1131_230.0663_3.25_neg""","""X1131_230.0663_3.25_neg""","27","27","""X1131_230.0663_3.25_neg""","false","""X1131_230.0663_3.25_neg"""
"NA","""Unk""","""null""","""X1828_731.3532_12.65_neg""","""X1828_731.3532_12.65_neg""","""X1828_731.3532_12.65_neg""","1","1","""X1828_731.3532_12.65_neg""","false","""X1828_731.3532_12.65_neg"""
"NA","""Unk""","""null""","""X1128_383.2075_10.95_neg""","""X1128_383.2075_10.95_neg""","""X1128_383.2075_10.95_neg""","2","2","""X1128_383.2075_10.95_neg""","false","""X1128_383.2075_10.95_neg"""
"NA","""Unk""","""null""","""X1880_441.1048_5.35_neg""","""X1880_441.1048_5.35_neg""","""X1880_441.1048_5.35_neg""","22","20","""X1880_441.1048_5.35_neg""","false","""X1880_441.1048_5.35_neg"""
"NA","""Unk""","""null""","""X1141_229.1070_4.67_neg""","""X1141_229.1070_4.67_neg""","""X1141_229.1070_4.67_neg""","27","27","""X1141_229.1070_4.67_neg""","false","""X1141_229.1070_4.67_neg"""
"NA","""Unk""","""Phenolic glycosides""","""X1054_347.0985_3.07_neg""","""X1054_347.0985_3.07_neg""","""X1054_347.0985_3.07_neg""","27","27","""X1054_347.0985_3.07_neg""","false","""X1054_347.0985_3.07_neg"""
"NA","""Unk""","""null""","""X1872_593.2819_8.31_neg""","""X1872_593.2819_8.31_neg""","""X1872_593.2819_8.31_neg""","7","6","""X1872_593.2819_8.31_neg""","false","""X1872_593.2819_8.31_neg"""
"NA","""Unk""","""null""","""X10901_677.1737_8.52_neg""","""X10901_677.1737_8.52_neg""","""X10901_677.1737_8.52_neg""","1","1","""X10901_677.1737_8.52_neg""","false","""X10901_677.1737_8.52_neg"""
"""Soyasaponin VI""","""Saponin""","""Triterpene saponins""","""X18_1067.5438_12.94_neg""","""X18_1067.5438_12.94_neg""","""X18_1067.5438_12.94_neg""","1","43","""X18_1067.5438_12.94_neg""","false","""X18_1067.5438_12.94_neg"""
"NA","""Unk""","""Medium-chain fatty acids""","""X1795_159.0654_5.35_neg""","""X1795_159.0654_5.35_neg""","""X1795_159.0654_5.35_neg""","2","2","""X1795_159.0654_5.35_neg""","false","""X1795_159.0654_5.35_neg"""
"NA","""Unk""","""null""","""X1067_379.1960_10.65_neg""","""X1067_379.1960_10.65_neg""","""X1067_379.1960_10.65_neg""","2","2","""X1067_379.1960_10.65_neg""","false","""X1067_379.1960_10.65_neg"""
"NA","""Unk""","""null""","""X1115_361.1418_6.33_neg""","""X1115_361.1418_6.33_neg""","""X1115_361.1418_6.33_neg""","37","46","""X1115_361.1418_6.33_neg""","false","""X1115_361.1418_6.33_neg"""
"""Putative_Soyasaponin beta-A""","""Saponin""","""Triterpene saponins""","""X135_1037.5336_12.91_neg""","""X135_1037.5336_12.91_neg""","""X135_1037.5336_12.91_neg""","1","43","""X135_1037.5336_12.91_neg""","false","""X135_1037.5336_12.91_neg"""
"NA","""Unk""","""Terpene glycosides""","""X1110_493.2281_7.39_neg""","""X1110_493.2281_7.39_neg""","""X1110_493.2281_7.39_neg""","36","45","""X1110_493.2281_7.39_neg""","false","""X1110_493.2281_7.39_neg"""
"NA","""Unk""","""null""","""X1049_357.1401_3.14_neg""","""X1049_357.1401_3.14_neg""","""X1049_357.1401_3.14_neg""","2","2","""X1049_357.1401_3.14_neg""","false","""X1049_357.1401_3.14_neg"""
"NA","""Unk""","""null""","""X1771_425.2189_11.87_neg""","""X1771_425.2189_11.87_neg""","""X1771_425.2189_11.87_neg""","2","2","""X1771_425.2189_11.87_neg""","false","""X1771_425.2189_11.87_neg"""
"NA","""Unk""","""null""","""X10516_563.3004_8.06_neg""","""X10516_563.3004_8.06_neg""","""X10516_563.3004_8.06_neg""","25","3","""X10516_563.3004_8.06_neg""","false","""X10516_563.3004_8.06_neg"""
"NA","""Unk""","""Unknown""","""X16016_355.1250_3.20_neg""","""X16016_355.1250_3.20_neg""","""X16016_355.1250_3.20_neg""","2","2","""X16016_355.1250_3.20_neg""","false","""X16016_355.1250_3.20_neg"""
"NA","""Unk""","""null""","""X1030_331.1764_10.27_neg""","""X1030_331.1764_10.27_neg""","""X1030_331.1764_10.27_neg""","2","2","""X1030_331.1764_10.27_neg""","false","""X1030_331.1764_10.27_neg"""
"NA","""Unk""","""Unknown""","""X1019_229.1443_11.89_neg""","""X1019_229.1443_11.89_neg""","""X1019_229.1443_11.89_neg""","2","2","""X1019_229.1443_11.89_neg""","false","""X1019_229.1443_11.89_neg"""
"NA","""Unk""","NA","""X1572_411.1664_9.38_neg""","""X1572_411.1664_9.38_neg""","""X1572_411.1664_9.38_neg""","2","2","""X1572_411.1664_9.38_neg""","false","""X1572_411.1664_9.38_neg"""
"NA","""Unk""","""Monosaccharide phosphates""","""X1589_261.0412_8.99_neg""","""X1589_261.0412_8.99_neg""","""X1589_261.0412_8.99_neg""","22","20","""X1589_261.0412_8.99_neg""","false","""X1589_261.0412_8.99_neg"""
"""Licoagroside B""","""Unk""","""Iridoid O-glycosides""","""X1531_431.1194_5.36_neg""","""X1531_431.1194_5.36_neg""","""X1531_431.1194_5.36_neg""","19","17","""X1531_431.1194_5.36_neg""","false","""X1531_431.1194_5.36_neg"""
"NA","""Unk""","""Unknown""","""X15377_533.2272_9.44_neg""","""X15377_533.2272_9.44_neg""","""X15377_533.2272_9.44_neg""","7","6","""X15377_533.2272_9.44_neg""","false","""X15377_533.2272_9.44_neg"""
"NA","""Unk""","""Flavonoid-7-O-glycosides""","""X15337_433.1154_5.18_neg""","""X15337_433.1154_5.18_neg""","""X15337_433.1154_5.18_neg""","8","7","""X15337_433.1154_5.18_neg""","false","""X15337_433.1154_5.18_neg"""
"NA","""Unk""","NA","""X1431_563.1620_5.28_neg""","""X1431_563.1620_5.28_neg""","""X1431_563.1620_5.28_neg""","35","40","""X1431_563.1620_5.28_neg""","false","""X1431_563.1620_5.28_neg"""
"NA","""Unk""","""Formula predicted""","""X13494_447.1113_3.68_neg""","""X13494_447.1113_3.68_neg""","""X13494_447.1113_3.68_neg""","25","3","""X13494_447.1113_3.68_neg""","false","""X13494_447.1113_3.68_neg"""
"NA","""Unk""","""Lignols""","""X1404_741.2611_7.84_neg""","""X1404_741.2611_7.84_neg""","""X1404_741.2611_7.84_neg""","15","13","""X1404_741.2611_7.84_neg""","false","""X1404_741.2611_7.84_neg"""
"""AzIV""","""Saponin""","""null""","""X1183_1083.5399_11.63_neg""","""X1183_1083.5399_11.63_neg""","""X1183_1083.5399_11.63_neg""","1","43","""X1183_1083.5399_11.63_neg""","false","""X1183_1083.5399_11.63_neg"""
"NA","""Unk""","""null""","""X1048_521.3331_10.03_neg""","""X1048_521.3331_10.03_neg""","""X1048_521.3331_10.03_neg""","21","19","""X1048_521.3331_10.03_neg""","false","""X1048_521.3331_10.03_neg"""
"NA","""Unk""","""Unknown""","""X108_377.1819_6.67_neg""","""X108_377.1819_6.67_neg""","""X108_377.1819_6.67_neg""","35","42","""X108_377.1819_6.67_neg""","false","""X108_377.1819_6.67_neg"""
"NA","""Unk""","""Phenolic glycosides""","""X1114_347.0988_5.23_neg""","""X1114_347.0988_5.23_neg""","""X1114_347.0988_5.23_neg""","33","35","""X1114_347.0988_5.23_neg""","false","""X1114_347.0988_5.23_neg"""
"NA","""Unk""","""null""","""X114_645.2781_12.39_neg""","""X114_645.2781_12.39_neg""","""X114_645.2781_12.39_neg""","1","1","""X114_645.2781_12.39_neg""","false","""X114_645.2781_12.39_neg"""
"NA","""Unk""","""null""","""X10607_661.3416_10.71_neg""","""X10607_661.3416_10.71_neg""","""X10607_661.3416_10.71_neg""","7","6","""X10607_661.3416_10.71_neg""","false","""X10607_661.3416_10.71_neg"""
"NA","""Unk""","""null""","""X1059_629.2662_8.44_neg""","""X1059_629.2662_8.44_neg""","""X1059_629.2662_8.44_neg""","14","12","""X1059_629.2662_8.44_neg""","false","""X1059_629.2662_8.44_neg"""
"NA","""Unk""","""null""","""X983_367.1402_9.28_neg""","""X983_367.1402_9.28_neg""","""X983_367.1402_9.28_neg""","3","3","""X983_367.1402_9.28_neg""","false","""X983_367.1402_9.28_neg"""
"NA","""Unk""","""null""","""X1052_471.0908_9.57_neg""","""X1052_471.0908_9.57_neg""","""X1052_471.0908_9.57_neg""","14","12","""X1052_471.0908_9.57_neg""","false","""X1052_471.0908_9.57_neg"""
"NA","""Unk""","""Formula predicted""","""X1013_417.1100_7.19_neg""","""X1013_417.1100_7.19_neg""","""X1013_417.1100_7.19_neg""","35","40","""X1013_417.1100_7.19_neg""","false","""X1013_417.1100_7.19_neg"""
"NA","""Unk""","""null""","""X960_415.1295_7.62_neg""","""X960_415.1295_7.62_neg""","""X960_415.1295_7.62_neg""","8","7","""X960_415.1295_7.62_neg""","false","""X960_415.1295_7.62_neg"""
"NA","""Unk""","""Unknown""","""X981_839.3361_7.43_neg""","""X981_839.3361_7.43_neg""","""X981_839.3361_7.43_neg""","34","39","""X981_839.3361_7.43_neg""","false","""X981_839.3361_7.43_neg"""
"NA","""Unk""","""Unknown""","""X954_543.3164_11.22_neg""","""X954_543.3164_11.22_neg""","""X954_543.3164_11.22_neg""","3","38","""X954_543.3164_11.22_neg""","false","""X954_543.3164_11.22_neg"""
"NA","""Unk""","""Unknown""","""X1922_543.3173_11.59_neg""","""X1922_543.3173_11.59_neg""","""X1922_543.3173_11.59_neg""","3","38","""X1922_543.3173_11.59_neg""","false","""X1922_543.3173_11.59_neg"""
"NA","""Unk""","""O-glucuronides""","""X9540_221.0641_9.28_neg""","""X9540_221.0641_9.28_neg""","""X9540_221.0641_9.28_neg""","3","3","""X9540_221.0641_9.28_neg""","false","""X9540_221.0641_9.28_neg"""
